Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
AMBOS SEXOS;Málaga;14 INDUSTRIAS ALIMENTARIAS;23
AMBOS SEXOS;Málaga;Aceites de oliva y vinos;13
AMBOS SEXOS;Málaga;Elaboración de productos alimenticios;10
AMBOS SEXOS;Málaga;Panadería, repostería y confitería;0
AMBOS SEXOS;Málaga;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Málaga;Excavaciones y sondeos;0
AMBOS SEXOS;Málaga;Piedra natural;0
AMBOS SEXOS;Málaga;16 INFORMÁTICA Y COMUNICACIONES;206
AMBOS SEXOS;Málaga;Sistemas microinformáticos y redes;206
AMBOS SEXOS;Málaga;17 INSTALACIÓN Y MANTENIMIENTO;53
AMBOS SEXOS;Málaga;Instalaciones de producción de calor;0
AMBOS SEXOS;Málaga;Instalaciones frigoríficas y de climatización;37
AMBOS SEXOS;Málaga;Mantenimiento electromecánico;16
AMBOS SEXOS;Málaga;18 MADERA, MUEBLE Y CORCHO;5
AMBOS SEXOS;Málaga;Carpintería y mueble;5
AMBOS SEXOS;Málaga;Instalación y amueblamiento;0
AMBOS SEXOS;Málaga;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Málaga;Cultivos acuícolas;0
AMBOS SEXOS;Málaga;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Málaga;Navegación y pesca de litoral;0
AMBOS SEXOS;Málaga;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Málaga;20 QUÍMICA;15
AMBOS SEXOS;Málaga;Operaciones de laboratorio;15
AMBOS SEXOS;Málaga;Planta química;0
AMBOS SEXOS;Málaga;21 SANIDAD;830
AMBOS SEXOS;Málaga;Cuidados auxiliares de enfermería (LOGSE);515
AMBOS SEXOS;Málaga;Emergencias sanitarias;119
AMBOS SEXOS;Málaga;Farmacia y parafarmacia;196
AMBOS SEXOS;Málaga;22 SEGURIDAD Y MEDIO AMBIENTE;17
AMBOS SEXOS;Málaga;Emergencias y protección civil;17
AMBOS SEXOS;Málaga;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;186
AMBOS SEXOS;Málaga;Atención a personas en situación de dependencia;186
AMBOS SEXOS;Málaga;24 TEXTIL, CONFECCIÓN Y PIEL;6
AMBOS SEXOS;Málaga;Calzado y complementos de moda;0
AMBOS SEXOS;Málaga;Confección y moda;6
AMBOS SEXOS;Málaga;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Málaga;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;128
AMBOS SEXOS;Málaga;Carrocería;35
AMBOS SEXOS;Málaga;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Málaga;Electromecánica de maquinaria;0
AMBOS SEXOS;Málaga;Electromecánica de vehículos automóviles;93
AMBOS SEXOS;Málaga;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;Málaga;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;Málaga;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;Sevilla;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;Sevilla;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Sevilla;Fabricación de productos cerámicos;0
AMBOS SEXOS;Sevilla;Total de alumnado que terminó;2.741
AMBOS SEXOS;Sevilla;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;272
AMBOS SEXOS;Sevilla;Guía en el medio natural y de tiempo libre;272
AMBOS SEXOS;Sevilla;Actividades ecuestres;0
AMBOS SEXOS;Sevilla;02 ADMINISTRACIÓN Y GESTIÓN;323
AMBOS SEXOS;Sevilla;Gestión administrativa;323
AMBOS SEXOS;Sevilla;Administración y gestión (n.d.);0
AMBOS SEXOS;Sevilla;03 AGRARIA;75
AMBOS SEXOS;Sevilla;Aprovechamiento y conservación del medio natural;42
AMBOS SEXOS;Sevilla;Jardinería y floristería;10
AMBOS SEXOS;Sevilla;Producción agroecológica;19
AMBOS SEXOS;Sevilla;Producción agropecuaria;4
AMBOS SEXOS;Sevilla;04 ARTES GRÁFICAS;21
AMBOS SEXOS;Sevilla;Impresión gráfica;0
AMBOS SEXOS;Sevilla;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Sevilla;Preimpresión digital;21
AMBOS SEXOS;Sevilla;06 COMERCIO Y MARKETING;114
AMBOS SEXOS;Sevilla;Actividades comerciales;114
AMBOS SEXOS;Sevilla;Comercialización de productos alimentarios;0
AMBOS SEXOS;Sevilla;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Sevilla;Construcción;0
AMBOS SEXOS;Sevilla;Obras de interior, decoración y rehabilitación;0
AMBOS SEXOS;Sevilla;08 ELECTRICIDAD Y ELECTRÓNICA;143
AMBOS SEXOS;Sevilla;Instalaciones de telecomunicaciones;56
AMBOS SEXOS;Sevilla;Instalaciones eléctricas y automáticas;87
AMBOS SEXOS;Sevilla;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Sevilla;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;Sevilla;10 FABRICACIÓN MECÁNICA;23
AMBOS SEXOS;Sevilla;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Sevilla;Joyería (LOGSE);0
AMBOS SEXOS;Sevilla;Mecanizado;15
AMBOS SEXOS;Sevilla;Soldadura y calderería;8
AMBOS SEXOS;Sevilla;11 HOSTELERÍA Y TURISMO;114
AMBOS SEXOS;Sevilla;Cocina y gastronomía;90
AMBOS SEXOS;Sevilla;Servicios de restauración;24
AMBOS SEXOS;Sevilla;12 IMAGEN PERSONAL;153
AMBOS SEXOS;Sevilla;Estética y belleza;65
AMBOS SEXOS;Sevilla;Peluquería y cosmética capilar;88
AMBOS SEXOS;Sevilla;13 IMAGEN Y SONIDO;24
AMBOS SEXOS;Sevilla;Vídeo, disc-jockey y sonido;24
AMBOS SEXOS;Sevilla;14 INDUSTRIAS ALIMENTARIAS;43
AMBOS SEXOS;Sevilla;Aceites de oliva y vinos;3
AMBOS SEXOS;Sevilla;Elaboración de productos alimenticios;12
AMBOS SEXOS;Sevilla;Panadería, repostería y confitería;28
AMBOS SEXOS;Sevilla;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;02 ARAGÓN;Excavaciones y sondeos;0
AMBOS SEXOS;02 ARAGÓN;Piedra natural;0
AMBOS SEXOS;02 ARAGÓN;16 INFORMÁTICA Y COMUNICACIONES;182
AMBOS SEXOS;02 ARAGÓN;Sistemas microinformáticos y redes;182
AMBOS SEXOS;02 ARAGÓN;17 INSTALACIÓN Y MANTENIMIENTO;40
AMBOS SEXOS;02 ARAGÓN;Instalaciones de producción de calor;16
AMBOS SEXOS;02 ARAGÓN;Instalaciones frigoríficas y de climatización;13
AMBOS SEXOS;02 ARAGÓN;Mantenimiento electromecánico;11
AMBOS SEXOS;02 ARAGÓN;18 MADERA, MUEBLE Y CORCHO;10
AMBOS SEXOS;02 ARAGÓN;Carpintería y mueble;10
AMBOS SEXOS;02 ARAGÓN;Instalación y amueblamiento;0
AMBOS SEXOS;02 ARAGÓN;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;02 ARAGÓN;Cultivos acuícolas;0
AMBOS SEXOS;02 ARAGÓN;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;02 ARAGÓN;Navegación y pesca de litoral;0
AMBOS SEXOS;02 ARAGÓN;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;02 ARAGÓN;20 QUÍMICA;31
AMBOS SEXOS;02 ARAGÓN;Operaciones de laboratorio;31
AMBOS SEXOS;02 ARAGÓN;Planta química;0
AMBOS SEXOS;02 ARAGÓN;21 SANIDAD;883
AMBOS SEXOS;02 ARAGÓN;Cuidados auxiliares de enfermería (LOGSE);568
AMBOS SEXOS;02 ARAGÓN;Emergencias sanitarias;125
AMBOS SEXOS;02 ARAGÓN;Farmacia y parafarmacia;190
AMBOS SEXOS;02 ARAGÓN;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;02 ARAGÓN;Emergencias y protección civil;0
AMBOS SEXOS;02 ARAGÓN;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;105
AMBOS SEXOS;02 ARAGÓN;Atención a personas en situación de dependencia;105
AMBOS SEXOS;02 ARAGÓN;24 TEXTIL, CONFECCIÓN Y PIEL;18
AMBOS SEXOS;02 ARAGÓN;Calzado y complementos de moda;0
AMBOS SEXOS;02 ARAGÓN;Confección y moda;18
AMBOS SEXOS;02 ARAGÓN;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;02 ARAGÓN;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;167
AMBOS SEXOS;02 ARAGÓN;Carrocería;37
AMBOS SEXOS;02 ARAGÓN;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;02 ARAGÓN;Electromecánica de maquinaria;10
AMBOS SEXOS;02 ARAGÓN;Electromecánica de vehículos automóviles;120
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;02 ARAGÓN;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;02 ARAGÓN;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;02 ARAGÓN;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;02 ARAGÓN;Fabricación de productos cerámicos;0
AMBOS SEXOS;02 ARAGÓN;Total de alumnado que terminó;1.486
AMBOS SEXOS;02 ARAGÓN;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;166
AMBOS SEXOS;02 ARAGÓN;Guía en el medio natural y de tiempo libre;153
AMBOS SEXOS;02 ARAGÓN;Actividades ecuestres;13
AMBOS SEXOS;02 ARAGÓN;02 ADMINISTRACIÓN Y GESTIÓN;225
AMBOS SEXOS;02 ARAGÓN;Gestión administrativa;225
AMBOS SEXOS;Huesca;Administración y gestión (n.d.);0
AMBOS SEXOS;Huesca;03 AGRARIA;56
AMBOS SEXOS;Huesca;Aprovechamiento y conservación del medio natural;27
AMBOS SEXOS;Huesca;Jardinería y floristería;12
AMBOS SEXOS;Huesca;Producción agroecológica;7
AMBOS SEXOS;Huesca;Producción agropecuaria;10
AMBOS SEXOS;Huesca;04 ARTES GRÁFICAS;14
AMBOS SEXOS;Huesca;Impresión gráfica;0
AMBOS SEXOS;Huesca;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Huesca;Preimpresión digital;14
AMBOS SEXOS;Huesca;06 COMERCIO Y MARKETING;70
AMBOS SEXOS;Huesca;Actividades comerciales;70
AMBOS SEXOS;Huesca;Comercialización de productos alimentarios;0
AMBOS SEXOS;Huesca;07 EDIFICACIÓN Y OBRA CIVIL;0
AMBOS SEXOS;Huesca;Construcción;0
AMBOS SEXOS;Huesca;Obras de interior, decoración y rehabilitación;0
AMBOS SEXOS;Huesca;08 ELECTRICIDAD Y ELECTRÓNICA;90
AMBOS SEXOS;Huesca;Instalaciones de telecomunicaciones;50
AMBOS SEXOS;Huesca;Instalaciones eléctricas y automáticas;40
AMBOS SEXOS;Huesca;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Huesca;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;Huesca;10 FABRICACIÓN MECÁNICA;59
AMBOS SEXOS;Huesca;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;Huesca;Joyería (LOGSE);0
AMBOS SEXOS;Huesca;Mecanizado;6
AMBOS SEXOS;Huesca;Soldadura y calderería;53
AMBOS SEXOS;Huesca;11 HOSTELERÍA Y TURISMO;76
AMBOS SEXOS;Huesca;Cocina y gastronomía;76
AMBOS SEXOS;Huesca;Servicios de restauración;0
AMBOS SEXOS;Huesca;12 IMAGEN PERSONAL;49
AMBOS SEXOS;Huesca;Estética y belleza;27
AMBOS SEXOS;Huesca;Peluquería y cosmética capilar;22
AMBOS SEXOS;Huesca;13 IMAGEN Y SONIDO;16
AMBOS SEXOS;Huesca;Vídeo, disc-jockey y sonido;16
AMBOS SEXOS;Huesca;14 INDUSTRIAS ALIMENTARIAS;1
AMBOS SEXOS;Huesca;Aceites de oliva y vinos;0
AMBOS SEXOS;Huesca;Elaboración de productos alimenticios;1
AMBOS SEXOS;Huesca;Panadería, repostería y confitería;0
AMBOS SEXOS;Huesca;15 INDUSTRIAS EXTRACTIVAS;3
AMBOS SEXOS;Huesca;Excavaciones y sondeos;3
AMBOS SEXOS;Huesca;Piedra natural;0
AMBOS SEXOS;Huesca;16 INFORMÁTICA Y COMUNICACIONES;86
AMBOS SEXOS;Huesca;Sistemas microinformáticos y redes;86
AMBOS SEXOS;Huesca;17 INSTALACIÓN Y MANTENIMIENTO;16
AMBOS SEXOS;Huesca;Instalaciones de producción de calor;0
AMBOS SEXOS;Huesca;Instalaciones frigoríficas y de climatización;9
AMBOS SEXOS;Huesca;Mantenimiento electromecánico;7
AMBOS SEXOS;Huesca;18 MADERA, MUEBLE Y CORCHO;10
AMBOS SEXOS;Teruel;Carpintería y mueble;0
AMBOS SEXOS;Teruel;Instalación y amueblamiento;10
AMBOS SEXOS;Teruel;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Teruel;Cultivos acuícolas;0
AMBOS SEXOS;Teruel;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Teruel;Navegación y pesca de litoral;0
AMBOS SEXOS;Teruel;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Teruel;20 QUÍMICA;30
AMBOS SEXOS;Teruel;Operaciones de laboratorio;15
AMBOS SEXOS;Teruel;Planta química;15
AMBOS SEXOS;Teruel;21 SANIDAD;333
AMBOS SEXOS;Teruel;Cuidados auxiliares de enfermería (LOGSE);225
AMBOS SEXOS;Teruel;Emergencias sanitarias;33
AMBOS SEXOS;Teruel;Farmacia y parafarmacia;75
AMBOS SEXOS;Teruel;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;Teruel;Emergencias y protección civil;0
AMBOS SEXOS;Teruel;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;97
AMBOS SEXOS;Teruel;Atención a personas en situación de dependencia;97
AMBOS SEXOS;Teruel;24 TEXTIL, CONFECCIÓN Y PIEL;9
AMBOS SEXOS;Teruel;Calzado y complementos de moda;3
AMBOS SEXOS;Teruel;Confección y moda;6
AMBOS SEXOS;Teruel;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;Teruel;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;80
AMBOS SEXOS;Teruel;Carrocería;11
AMBOS SEXOS;Teruel;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;Teruel;Electromecánica de maquinaria;0
AMBOS SEXOS;Teruel;Electromecánica de vehículos automóviles;69
AMBOS SEXOS;Teruel;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;Teruel;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;Teruel;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;Teruel;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;Teruel;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Teruel;Fabricación de productos cerámicos;0
AMBOS SEXOS;Teruel;Total de alumnado que terminó;1.64
AMBOS SEXOS;Teruel;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;110
AMBOS SEXOS;Teruel;Guía en el medio natural y de tiempo libre;110
AMBOS SEXOS;Teruel;Actividades ecuestres;0
AMBOS SEXOS;Teruel;02 ADMINISTRACIÓN Y GESTIÓN;224
AMBOS SEXOS;Teruel;Gestión administrativa;224
AMBOS SEXOS;Teruel;Administración y gestión (n.d.);0
AMBOS SEXOS;Teruel;03 AGRARIA;49
AMBOS SEXOS;Teruel;Aprovechamiento y conservación del medio natural;36
AMBOS SEXOS;Teruel;Jardinería y floristería;0
AMBOS SEXOS;Teruel;Producción agroecológica;0
AMBOS SEXOS;Teruel;Producción agropecuaria;13
AMBOS SEXOS;Teruel;04 ARTES GRÁFICAS;8
AMBOS SEXOS;Teruel;Impresión gráfica;0
AMBOS SEXOS;Teruel;Postimpresión y acabados gráficos;0
AMBOS SEXOS;Zaragoza;Preimpresión digital;8
AMBOS SEXOS;Zaragoza;06 COMERCIO Y MARKETING;28
AMBOS SEXOS;Zaragoza;Actividades comerciales;28
AMBOS SEXOS;Zaragoza;Comercialización de productos alimentarios;0
AMBOS SEXOS;Zaragoza;07 EDIFICACIÓN Y OBRA CIVIL;4
AMBOS SEXOS;Zaragoza;Construcción;0
AMBOS SEXOS;Zaragoza;Obras de interior, decoración y rehabilitación;4
AMBOS SEXOS;Zaragoza;08 ELECTRICIDAD Y ELECTRÓNICA;120
AMBOS SEXOS;Zaragoza;Instalaciones de telecomunicaciones;43
AMBOS SEXOS;Zaragoza;Instalaciones eléctricas y automáticas;77
AMBOS SEXOS;Zaragoza;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Zaragoza;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;Zaragoza;10 FABRICACIÓN MECÁNICA;39
AMBOS SEXOS;Zaragoza;Conformado por moldeo de metales y polímeros;13
AMBOS SEXOS;Zaragoza;Joyería (LOGSE);0
AMBOS SEXOS;Zaragoza;Mecanizado;16
AMBOS SEXOS;Zaragoza;Soldadura y calderería;10
AMBOS SEXOS;Zaragoza;11 HOSTELERÍA Y TURISMO;61
AMBOS SEXOS;Zaragoza;Cocina y gastronomía;33
AMBOS SEXOS;Zaragoza;Servicios de restauración;28
AMBOS SEXOS;Zaragoza;12 IMAGEN PERSONAL;36
AMBOS SEXOS;Zaragoza;Estética y belleza;21
AMBOS SEXOS;Zaragoza;Peluquería y cosmética capilar;15
AMBOS SEXOS;Zaragoza;13 IMAGEN Y SONIDO;0
AMBOS SEXOS;Zaragoza;Vídeo, disc-jockey y sonido;0
AMBOS SEXOS;Zaragoza;14 INDUSTRIAS ALIMENTARIAS;9
AMBOS SEXOS;Zaragoza;Aceites de oliva y vinos;3
AMBOS SEXOS;Zaragoza;Elaboración de productos alimenticios;6
AMBOS SEXOS;Zaragoza;Panadería, repostería y confitería;0
AMBOS SEXOS;Zaragoza;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;Zaragoza;Excavaciones y sondeos;0
AMBOS SEXOS;Zaragoza;Piedra natural;0
AMBOS SEXOS;Zaragoza;16 INFORMÁTICA Y COMUNICACIONES;137
AMBOS SEXOS;Zaragoza;Sistemas microinformáticos y redes;137
AMBOS SEXOS;Zaragoza;17 INSTALACIÓN Y MANTENIMIENTO;60
AMBOS SEXOS;Zaragoza;Instalaciones de producción de calor;12
AMBOS SEXOS;Zaragoza;Instalaciones frigoríficas y de climatización;15
AMBOS SEXOS;Zaragoza;Mantenimiento electromecánico;33
AMBOS SEXOS;Zaragoza;18 MADERA, MUEBLE Y CORCHO;8
AMBOS SEXOS;Zaragoza;Carpintería y mueble;8
AMBOS SEXOS;Zaragoza;Instalación y amueblamiento;0
AMBOS SEXOS;Zaragoza;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Zaragoza;Cultivos acuícolas;0
AMBOS SEXOS;Zaragoza;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Zaragoza;Navegación y pesca de litoral;0
AMBOS SEXOS;Zaragoza;Operaciones subacuáticas y hiperbáricas;0
AMBOS SEXOS;Zaragoza;20 QUÍMICA;10
AMBOS SEXOS;Zaragoza;Operaciones de laboratorio;10
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Planta química;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;21 SANIDAD;547
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Cuidados auxiliares de enfermería (LOGSE);375
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Emergencias sanitarias;72
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Farmacia y parafarmacia;100
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;22 SEGURIDAD Y MEDIO AMBIENTE;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Emergencias y protección civil;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;73
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Atención a personas en situación de dependencia;73
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Calzado y complementos de moda;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Confección y moda;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Fabricación y ennoblecimiento de productos textiles;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;117
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Carrocería;37
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Conducción de vehículos de transporte por carretera;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Electromecánica de maquinaria;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Electromecánica de vehículos automóviles;80
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Mantenimiento de material rodante ferroviario;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Mantenimiento de embarcaciones de recreo;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Mantenimiento de estructuras de madera y mobiliario de embarcaciones;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Montaje de estructuras e instalación de sistemas aeronáuticos;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Fabricación de productos cerámicos;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Total de alumnado que terminó;3.607
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;328
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Guía en el medio natural y de tiempo libre;328
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Actividades ecuestres;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;02 ADMINISTRACIÓN Y GESTIÓN;488
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Gestión administrativa;488
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Administración y gestión (n.d.);0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;03 AGRARIA;46
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Aprovechamiento y conservación del medio natural;19
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Jardinería y floristería;20
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Producción agroecológica;3
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Producción agropecuaria;4
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;04 ARTES GRÁFICAS;22
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Impresión gráfica;12
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Postimpresión y acabados gráficos;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Preimpresión digital;10
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;06 COMERCIO Y MARKETING;243
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Actividades comerciales;243
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Comercialización de productos alimentarios;0
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;07 EDIFICACIÓN Y OBRA CIVIL;22
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Construcción;6
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Obras de interior, decoración y rehabilitación;16
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;08 ELECTRICIDAD Y ELECTRÓNICA;221
AMBOS SEXOS;03 PRINCIPADO DE ASTURIAS;Instalaciones de telecomunicaciones;88
AMBOS SEXOS;04 ISLAS BALEARES;Instalaciones eléctricas y automáticas;133
AMBOS SEXOS;04 ISLAS BALEARES;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;04 ISLAS BALEARES;Redes y estaciones de tratamiento de agua;0
AMBOS SEXOS;04 ISLAS BALEARES;10 FABRICACIÓN MECÁNICA;23
AMBOS SEXOS;04 ISLAS BALEARES;Conformado por moldeo de metales y polímeros;0
AMBOS SEXOS;04 ISLAS BALEARES;Joyería (LOGSE);0
AMBOS SEXOS;04 ISLAS BALEARES;Mecanizado;11
AMBOS SEXOS;04 ISLAS BALEARES;Soldadura y calderería;12
AMBOS SEXOS;04 ISLAS BALEARES;11 HOSTELERÍA Y TURISMO;228
AMBOS SEXOS;04 ISLAS BALEARES;Cocina y gastronomía;163
AMBOS SEXOS;04 ISLAS BALEARES;Servicios de restauración;65
AMBOS SEXOS;04 ISLAS BALEARES;12 IMAGEN PERSONAL;139
AMBOS SEXOS;04 ISLAS BALEARES;Estética y belleza;57
AMBOS SEXOS;04 ISLAS BALEARES;Peluquería y cosmética capilar;82
AMBOS SEXOS;04 ISLAS BALEARES;13 IMAGEN Y SONIDO;34
AMBOS SEXOS;04 ISLAS BALEARES;Vídeo, disc-jockey y sonido;34
AMBOS SEXOS;04 ISLAS BALEARES;14 INDUSTRIAS ALIMENTARIAS;22
AMBOS SEXOS;04 ISLAS BALEARES;Aceites de oliva y vinos;0
AMBOS SEXOS;04 ISLAS BALEARES;Elaboración de productos alimenticios;9
AMBOS SEXOS;04 ISLAS BALEARES;Panadería, repostería y confitería;13
AMBOS SEXOS;04 ISLAS BALEARES;15 INDUSTRIAS EXTRACTIVAS;0
AMBOS SEXOS;04 ISLAS BALEARES;Excavaciones y sondeos;0
AMBOS SEXOS;04 ISLAS BALEARES;Piedra natural;0
AMBOS SEXOS;04 ISLAS BALEARES;16 INFORMÁTICA Y COMUNICACIONES;322
AMBOS SEXOS;04 ISLAS BALEARES;Sistemas microinformáticos y redes;322
AMBOS SEXOS;04 ISLAS BALEARES;17 INSTALACIÓN Y MANTENIMIENTO;104
AMBOS SEXOS;04 ISLAS BALEARES;Instalaciones de producción de calor;23
AMBOS SEXOS;04 ISLAS BALEARES;Instalaciones frigoríficas y de climatización;66
AMBOS SEXOS;04 ISLAS BALEARES;Mantenimiento electromecánico;15
AMBOS SEXOS;04 ISLAS BALEARES;18 MADERA, MUEBLE Y CORCHO;27
AMBOS SEXOS;04 ISLAS BALEARES;Carpintería y mueble;4
AMBOS SEXOS;04 ISLAS BALEARES;Instalación y amueblamiento;23
AMBOS SEXOS;04 ISLAS BALEARES;19 MARÍTIMO-PESQUERA;22
AMBOS SEXOS;04 ISLAS BALEARES;Cultivos acuícolas;0
AMBOS SEXOS;04 ISLAS BALEARES;Mantenimiento y control de la maquinaria de buques y embarcaciones;0
AMBOS SEXOS;04 ISLAS BALEARES;Navegación y pesca de litoral;0
AMBOS SEXOS;04 ISLAS BALEARES;Operaciones subacuáticas y hiperbáricas;22
AMBOS SEXOS;04 ISLAS BALEARES;20 QUÍMICA;13
AMBOS SEXOS;04 ISLAS BALEARES;Operaciones de laboratorio;13
AMBOS SEXOS;04 ISLAS BALEARES;Planta química;0
AMBOS SEXOS;04 ISLAS BALEARES;21 SANIDAD;884
