Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
AMBOS SEXOS,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,80.4,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,AGRARIA,65.9,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,ARTES GRÁFICAS,92.1,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,COMERCIO Y MARKETING,84.7,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,77.0,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,83.3,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,ENERGÍA Y AGUA,74.6,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,FABRICACIÓN MECÁNICA,72.2,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,HOSTELERÍA Y TURISMO,79.1,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,IMAGEN PERSONAL,89.6,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,IMAGEN Y SONIDO,92.7,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,75.7,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,84.6,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,74.3,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",85.2,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,MARÍTIMO-PESQUERA,,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,QUÍMICA,72.2,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,SANIDAD,90.2,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,75.8,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,88.8,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",86.6,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,82.2,SUPERIOR
AMBOS SEXOS,Comunidad de Madrid,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.3,SUPERIOR
AMBOS SEXOS,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,85.2,SUPERIOR
AMBOS SEXOS,Región de Murcia,AGRARIA,87.4,SUPERIOR
AMBOS SEXOS,Región de Murcia,ARTES GRÁFICAS,58.8,SUPERIOR
AMBOS SEXOS,Región de Murcia,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,Región de Murcia,COMERCIO Y MARKETING,87.8,SUPERIOR
AMBOS SEXOS,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,70.3,SUPERIOR
AMBOS SEXOS,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,80.1,SUPERIOR
AMBOS SEXOS,Región de Murcia,ENERGÍA Y AGUA,80.0,SUPERIOR
AMBOS SEXOS,Región de Murcia,FABRICACIÓN MECÁNICA,76.6,SUPERIOR
AMBOS SEXOS,Región de Murcia,HOSTELERÍA Y TURISMO,76.5,SUPERIOR
AMBOS SEXOS,Región de Murcia,IMAGEN PERSONAL,84.6,SUPERIOR
AMBOS SEXOS,Región de Murcia,IMAGEN Y SONIDO,92.8,SUPERIOR
AMBOS SEXOS,Región de Murcia,INDUSTRIAS ALIMENTARIAS,85.2,SUPERIOR
AMBOS SEXOS,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,79.1,SUPERIOR
AMBOS SEXOS,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,77.6,SUPERIOR
AMBOS SEXOS,Región de Murcia,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
AMBOS SEXOS,Región de Murcia,MARÍTIMO-PESQUERA,78.7,SUPERIOR
AMBOS SEXOS,Región de Murcia,QUÍMICA,89.4,SUPERIOR
AMBOS SEXOS,Región de Murcia,SANIDAD,89.1,SUPERIOR
AMBOS SEXOS,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,83.0,SUPERIOR
AMBOS SEXOS,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,91.8,SUPERIOR
AMBOS SEXOS,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",92.2,SUPERIOR
AMBOS SEXOS,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,88.0,SUPERIOR
AMBOS SEXOS,Región de Murcia,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,94.9,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,92.3,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,AGRARIA,93.7,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ARTES GRÁFICAS,88.2,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,COMERCIO Y MARKETING,90.4,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,77.7,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,85.2,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,ENERGÍA Y AGUA,87.8,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,86.1,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,86.9,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,IMAGEN PERSONAL,88.8,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,IMAGEN Y SONIDO,88.5,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,79.8,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,85.0,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,87.5,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",94.4,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,QUÍMICA,93.4,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,SANIDAD,94.9,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,94.2,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.5,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,91.9,SUPERIOR
AMBOS SEXOS,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,98.1,SUPERIOR
AMBOS SEXOS,País Vasco,ADMINISTRACIÓN Y GESTIÓN,96.1,SUPERIOR
AMBOS SEXOS,País Vasco,AGRARIA,89.1,SUPERIOR
AMBOS SEXOS,País Vasco,ARTES GRÁFICAS,94.0,SUPERIOR
AMBOS SEXOS,País Vasco,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,País Vasco,COMERCIO Y MARKETING,96.3,SUPERIOR
AMBOS SEXOS,País Vasco,EDIFICACIÓN Y OBRA CIVIL,96.8,SUPERIOR
AMBOS SEXOS,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,94.1,SUPERIOR
AMBOS SEXOS,País Vasco,ENERGÍA Y AGUA,91.9,SUPERIOR
AMBOS SEXOS,País Vasco,FABRICACIÓN MECÁNICA,96.0,SUPERIOR
AMBOS SEXOS,País Vasco,HOSTELERÍA Y TURISMO,94.9,SUPERIOR
AMBOS SEXOS,País Vasco,IMAGEN PERSONAL,98.1,SUPERIOR
AMBOS SEXOS,País Vasco,IMAGEN Y SONIDO,95.3,SUPERIOR
AMBOS SEXOS,País Vasco,INDUSTRIAS ALIMENTARIAS,96.5,SUPERIOR
AMBOS SEXOS,País Vasco,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,País Vasco,INFORMÁTICA Y COMUNICACIONES,94.6,SUPERIOR
AMBOS SEXOS,País Vasco,INSTALACIÓN Y MANTENIMIENTO,94.7,SUPERIOR
AMBOS SEXOS,País Vasco,"MADERA, MUEBLE Y CORCHO",91.2,SUPERIOR
AMBOS SEXOS,País Vasco,MARÍTIMO-PESQUERA,94.5,SUPERIOR
AMBOS SEXOS,País Vasco,QUÍMICA,97.1,SUPERIOR
AMBOS SEXOS,País Vasco,SANIDAD,93.9,SUPERIOR
AMBOS SEXOS,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,92.6,SUPERIOR
AMBOS SEXOS,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,97.1,SUPERIOR
AMBOS SEXOS,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",94.0,SUPERIOR
AMBOS SEXOS,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,96.2,SUPERIOR
AMBOS SEXOS,País Vasco,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,83.9,SUPERIOR
AMBOS SEXOS,La Rioja,ADMINISTRACIÓN Y GESTIÓN,86.4,SUPERIOR
AMBOS SEXOS,La Rioja,AGRARIA,67.5,SUPERIOR
AMBOS SEXOS,La Rioja,ARTES GRÁFICAS,,SUPERIOR
AMBOS SEXOS,La Rioja,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,La Rioja,COMERCIO Y MARKETING,88.4,SUPERIOR
AMBOS SEXOS,La Rioja,EDIFICACIÓN Y OBRA CIVIL,80.5,SUPERIOR
AMBOS SEXOS,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,80.4,SUPERIOR
AMBOS SEXOS,La Rioja,ENERGÍA Y AGUA,98.2,SUPERIOR
AMBOS SEXOS,La Rioja,FABRICACIÓN MECÁNICA,84.7,SUPERIOR
AMBOS SEXOS,La Rioja,HOSTELERÍA Y TURISMO,90.5,SUPERIOR
AMBOS SEXOS,La Rioja,IMAGEN PERSONAL,89.5,SUPERIOR
AMBOS SEXOS,La Rioja,IMAGEN Y SONIDO,,SUPERIOR
AMBOS SEXOS,La Rioja,INDUSTRIAS ALIMENTARIAS,81.2,SUPERIOR
AMBOS SEXOS,La Rioja,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,La Rioja,INFORMÁTICA Y COMUNICACIONES,86.9,SUPERIOR
AMBOS SEXOS,La Rioja,INSTALACIÓN Y MANTENIMIENTO,85.5,SUPERIOR
AMBOS SEXOS,La Rioja,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
AMBOS SEXOS,La Rioja,MARÍTIMO-PESQUERA,,SUPERIOR
AMBOS SEXOS,La Rioja,QUÍMICA,90.2,SUPERIOR
AMBOS SEXOS,La Rioja,SANIDAD,90.1,SUPERIOR
AMBOS SEXOS,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,70.8,SUPERIOR
AMBOS SEXOS,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.0,SUPERIOR
AMBOS SEXOS,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",88.5,SUPERIOR
AMBOS SEXOS,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,89.8,SUPERIOR
AMBOS SEXOS,La Rioja,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,79.7,SUPERIOR
AMBOS SEXOS,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,SUPERIOR
AMBOS SEXOS,Ceuta,AGRARIA,58.8,SUPERIOR
AMBOS SEXOS,Ceuta,ARTES GRÁFICAS,,SUPERIOR
AMBOS SEXOS,Ceuta,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,Ceuta,COMERCIO Y MARKETING,0.0,SUPERIOR
AMBOS SEXOS,Ceuta,EDIFICACIÓN Y OBRA CIVIL,63.7,SUPERIOR
AMBOS SEXOS,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,69.3,SUPERIOR
AMBOS SEXOS,Ceuta,ENERGÍA Y AGUA,84.7,SUPERIOR
AMBOS SEXOS,Ceuta,FABRICACIÓN MECÁNICA,,SUPERIOR
AMBOS SEXOS,Ceuta,HOSTELERÍA Y TURISMO,76.7,SUPERIOR
AMBOS SEXOS,Ceuta,IMAGEN PERSONAL,78.3,SUPERIOR
AMBOS SEXOS,Ceuta,IMAGEN Y SONIDO,85.9,SUPERIOR
AMBOS SEXOS,Ceuta,INDUSTRIAS ALIMENTARIAS,,SUPERIOR
AMBOS SEXOS,Ceuta,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,SUPERIOR
AMBOS SEXOS,Ceuta,INSTALACIÓN Y MANTENIMIENTO,,SUPERIOR
AMBOS SEXOS,Ceuta,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
AMBOS SEXOS,Ceuta,MARÍTIMO-PESQUERA,,SUPERIOR
AMBOS SEXOS,Ceuta,QUÍMICA,,SUPERIOR
AMBOS SEXOS,Ceuta,SANIDAD,66.3,SUPERIOR
AMBOS SEXOS,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,59.7,SUPERIOR
AMBOS SEXOS,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.4,SUPERIOR
AMBOS SEXOS,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
AMBOS SEXOS,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,55.3,SUPERIOR
AMBOS SEXOS,Ceuta,VIDRIO Y CERÁMICA,,SUPERIOR
AMBOS SEXOS,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,60.8,SUPERIOR
AMBOS SEXOS,Melilla,ADMINISTRACIÓN Y GESTIÓN,68.4,SUPERIOR
AMBOS SEXOS,Melilla,AGRARIA,,SUPERIOR
AMBOS SEXOS,Melilla,ARTES GRÁFICAS,,SUPERIOR
AMBOS SEXOS,Melilla,ARTES Y ARTESANÍAS,,SUPERIOR
AMBOS SEXOS,Melilla,COMERCIO Y MARKETING,85.9,SUPERIOR
AMBOS SEXOS,Melilla,EDIFICACIÓN Y OBRA CIVIL,,SUPERIOR
AMBOS SEXOS,Melilla,ELECTRICIDAD Y ELECTRÓNICA,81.1,SUPERIOR
AMBOS SEXOS,Melilla,ENERGÍA Y AGUA,,SUPERIOR
AMBOS SEXOS,Melilla,FABRICACIÓN MECÁNICA,,SUPERIOR
AMBOS SEXOS,Melilla,HOSTELERÍA Y TURISMO,73.7,SUPERIOR
AMBOS SEXOS,Melilla,IMAGEN PERSONAL,,SUPERIOR
AMBOS SEXOS,Melilla,IMAGEN Y SONIDO,73.9,SUPERIOR
AMBOS SEXOS,Melilla,INDUSTRIAS ALIMENTARIAS,,SUPERIOR
AMBOS SEXOS,Melilla,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
AMBOS SEXOS,Melilla,INFORMÁTICA Y COMUNICACIONES,59.5,SUPERIOR
AMBOS SEXOS,Melilla,INSTALACIÓN Y MANTENIMIENTO,,SUPERIOR
AMBOS SEXOS,Melilla,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
AMBOS SEXOS,Melilla,MARÍTIMO-PESQUERA,,SUPERIOR
AMBOS SEXOS,Melilla,QUÍMICA,,SUPERIOR
AMBOS SEXOS,Melilla,SANIDAD,92.5,SUPERIOR
AMBOS SEXOS,Melilla,SEGURIDAD Y MEDIO AMBIENTE,48.3,SUPERIOR
AMBOS SEXOS,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,90.8,SUPERIOR
AMBOS SEXOS,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
AMBOS SEXOS,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,74.7,SUPERIOR
AMBOS SEXOS,Melilla,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,96.7,SUPERIOR
Hombres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,86.7,SUPERIOR
Hombres,Andalucía,AGRARIA,85.8,SUPERIOR
Hombres,Andalucía,ARTES GRÁFICAS,87.8,SUPERIOR
Hombres,Andalucía,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Andalucía,COMERCIO Y MARKETING,89.4,SUPERIOR
Hombres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,77.3,SUPERIOR
Hombres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,81.4,SUPERIOR
Hombres,Andalucía,ENERGÍA Y AGUA,83.6,SUPERIOR
Hombres,Andalucía,FABRICACIÓN MECÁNICA,82.1,SUPERIOR
Hombres,Andalucía,HOSTELERÍA Y TURISMO,82.9,SUPERIOR
Hombres,Andalucía,IMAGEN PERSONAL,88.8,SUPERIOR
Hombres,Andalucía,IMAGEN Y SONIDO,89.9,SUPERIOR
Hombres,Andalucía,INDUSTRIAS ALIMENTARIAS,82.2,SUPERIOR
Hombres,Andalucía,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Andalucía,INFORMÁTICA Y COMUNICACIONES,82.8,SUPERIOR
Hombres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,82.0,SUPERIOR
Hombres,Andalucía,"MADERA, MUEBLE Y CORCHO",80.9,SUPERIOR
Hombres,Andalucía,MARÍTIMO-PESQUERA,91.3,SUPERIOR
Hombres,Andalucía,QUÍMICA,82.8,SUPERIOR
Hombres,Andalucía,SANIDAD,96.7,SUPERIOR
Hombres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,87.8,SUPERIOR
Hombres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,91.8,SUPERIOR
Hombres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",82.1,SUPERIOR
Hombres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,88.7,SUPERIOR
Hombres,Andalucía,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,91.0,SUPERIOR
Hombres,Aragón,ADMINISTRACIÓN Y GESTIÓN,76.9,SUPERIOR
Hombres,Aragón,AGRARIA,79.4,SUPERIOR
Hombres,Aragón,ARTES GRÁFICAS,83.0,SUPERIOR
Hombres,Aragón,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Aragón,COMERCIO Y MARKETING,71.5,SUPERIOR
Hombres,Aragón,EDIFICACIÓN Y OBRA CIVIL,82.2,SUPERIOR
Hombres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,84.1,SUPERIOR
Hombres,Aragón,ENERGÍA Y AGUA,88.5,SUPERIOR
Hombres,Aragón,FABRICACIÓN MECÁNICA,81.4,SUPERIOR
Hombres,Aragón,HOSTELERÍA Y TURISMO,72.3,SUPERIOR
Hombres,Aragón,IMAGEN PERSONAL,81.4,SUPERIOR
Hombres,Aragón,IMAGEN Y SONIDO,89.1,SUPERIOR
Hombres,Aragón,INDUSTRIAS ALIMENTARIAS,74.3,SUPERIOR
Hombres,Aragón,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Aragón,INFORMÁTICA Y COMUNICACIONES,81.0,SUPERIOR
Hombres,Aragón,INSTALACIÓN Y MANTENIMIENTO,87.8,SUPERIOR
Hombres,Aragón,"MADERA, MUEBLE Y CORCHO",80.9,SUPERIOR
Hombres,Aragón,MARÍTIMO-PESQUERA,,SUPERIOR
Hombres,Aragón,QUÍMICA,84.2,SUPERIOR
Hombres,Aragón,SANIDAD,85.1,SUPERIOR
Hombres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,95.9,SUPERIOR
Hombres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,94.5,SUPERIOR
Hombres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",96.6,SUPERIOR
Hombres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,86.7,SUPERIOR
Hombres,Aragón,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,92.3,SUPERIOR
Hombres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,78.9,SUPERIOR
Hombres,Principado de Asturias,AGRARIA,82.5,SUPERIOR
Hombres,Principado de Asturias,ARTES GRÁFICAS,52.2,SUPERIOR
Hombres,Principado de Asturias,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Principado de Asturias,COMERCIO Y MARKETING,80.4,SUPERIOR
Hombres,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,60.4,SUPERIOR
Hombres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,74.8,SUPERIOR
Hombres,Principado de Asturias,ENERGÍA Y AGUA,76.2,SUPERIOR
Hombres,Principado de Asturias,FABRICACIÓN MECÁNICA,71.4,SUPERIOR
Hombres,Principado de Asturias,HOSTELERÍA Y TURISMO,77.6,SUPERIOR
Hombres,Principado de Asturias,IMAGEN PERSONAL,44.8,SUPERIOR
Hombres,Principado de Asturias,IMAGEN Y SONIDO,77.5,SUPERIOR
Hombres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,73.6,SUPERIOR
Hombres,Principado de Asturias,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,77.7,SUPERIOR
Hombres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,77.2,SUPERIOR
Hombres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",,SUPERIOR
Hombres,Principado de Asturias,MARÍTIMO-PESQUERA,80.0,SUPERIOR
Hombres,Principado de Asturias,QUÍMICA,83.1,SUPERIOR
Hombres,Principado de Asturias,SANIDAD,94.6,SUPERIOR
Hombres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,84.7,SUPERIOR
Hombres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,80.4,SUPERIOR
Hombres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
Hombres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,77.2,SUPERIOR
Hombres,Principado de Asturias,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,94.1,SUPERIOR
Hombres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,90.1,SUPERIOR
Hombres,Islas Baleares,AGRARIA,93.8,SUPERIOR
Hombres,Islas Baleares,ARTES GRÁFICAS,100.0,SUPERIOR
Hombres,Islas Baleares,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Islas Baleares,COMERCIO Y MARKETING,95.5,SUPERIOR
Hombres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,88.3,SUPERIOR
Hombres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,85.7,SUPERIOR
Hombres,Islas Baleares,ENERGÍA Y AGUA,97.1,SUPERIOR
Hombres,Islas Baleares,FABRICACIÓN MECÁNICA,,SUPERIOR
Hombres,Islas Baleares,HOSTELERÍA Y TURISMO,91.0,SUPERIOR
Hombres,Islas Baleares,IMAGEN PERSONAL,50.0,SUPERIOR
Hombres,Islas Baleares,IMAGEN Y SONIDO,93.8,SUPERIOR
Hombres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,79.3,SUPERIOR
Hombres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,90.2,SUPERIOR
Hombres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,91.3,SUPERIOR
Hombres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",100.0,SUPERIOR
Hombres,Islas Baleares,MARÍTIMO-PESQUERA,90.7,SUPERIOR
Hombres,Islas Baleares,QUÍMICA,92.4,SUPERIOR
Hombres,Islas Baleares,SANIDAD,91.8,SUPERIOR
Hombres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,,SUPERIOR
Hombres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,94.1,SUPERIOR
Hombres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,SUPERIOR
Hombres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,91.1,SUPERIOR
Hombres,Islas Baleares,VIDRIO Y CERÁMICA,,SUPERIOR
Hombres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,88.3,SUPERIOR
Hombres,Canarias,ADMINISTRACIÓN Y GESTIÓN,86.3,SUPERIOR
Hombres,Canarias,AGRARIA,78.6,SUPERIOR
Hombres,Canarias,ARTES GRÁFICAS,78.9,SUPERIOR
Hombres,Canarias,ARTES Y ARTESANÍAS,,SUPERIOR
Hombres,Canarias,COMERCIO Y MARKETING,90.8,SUPERIOR
Hombres,Canarias,EDIFICACIÓN Y OBRA CIVIL,81.2,SUPERIOR
Hombres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,85.9,SUPERIOR
Hombres,Canarias,ENERGÍA Y AGUA,87.2,SUPERIOR
Hombres,Canarias,FABRICACIÓN MECÁNICA,74.0,SUPERIOR
Hombres,Canarias,HOSTELERÍA Y TURISMO,84.8,SUPERIOR
Hombres,Canarias,IMAGEN PERSONAL,90.4,SUPERIOR
Hombres,Canarias,IMAGEN Y SONIDO,88.2,SUPERIOR
Hombres,Canarias,INDUSTRIAS ALIMENTARIAS,79.8,SUPERIOR
Hombres,Canarias,INDUSTRIAS EXTRACTIVAS,,SUPERIOR
Hombres,Canarias,INFORMÁTICA Y COMUNICACIONES,77.0,SUPERIOR
Hombres,Canarias,INSTALACIÓN Y MANTENIMIENTO,82.0,SUPERIOR
Hombres,Canarias,"MADERA, MUEBLE Y CORCHO",78.0,SUPERIOR
Hombres,Canarias,MARÍTIMO-PESQUERA,88.8,SUPERIOR
Hombres,Canarias,QUÍMICA,92.8,SUPERIOR
