Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
AMBOS SEXOS;Cádiz;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Cádiz;06 COMERCIO Y MARKETING;213
AMBOS SEXOS;Cádiz;Comercio internacional;66
AMBOS SEXOS;Cádiz;Gestión de ventas y espacios comerciales;54
AMBOS SEXOS;Cádiz;Marketing y publicidad;46
AMBOS SEXOS;Cádiz;Transporte y logística;47
AMBOS SEXOS;Cádiz;07 EDIFICACIÓN Y OBRA CIVIL;49
AMBOS SEXOS;Cádiz;Organización y control de obras de construcción;4
AMBOS SEXOS;Cádiz;Proyectos de edificación;30
AMBOS SEXOS;Cádiz;Proyectos de obra civil;15
AMBOS SEXOS;Cádiz;08 ELECTRICIDAD Y ELECTRÓNICA;168
AMBOS SEXOS;Cádiz;Automatización y robótica industrial;31
AMBOS SEXOS;Cádiz;Electromedicina clínica;0
AMBOS SEXOS;Cádiz;Mantenimiento electrónico;9
AMBOS SEXOS;Cádiz;Sistemas de telecomunicaciones e informáticos;38
AMBOS SEXOS;Cádiz;Sistemas electrotécnicos y automatizados;90
AMBOS SEXOS;Cádiz;09 ENERGÍA Y AGUA;9
AMBOS SEXOS;Cádiz;Eficiencia energética y energía solar térmica;9
AMBOS SEXOS;Cádiz;Energías renovables;0
AMBOS SEXOS;Cádiz;Centrales eléctricas;0
AMBOS SEXOS;Cádiz;Gestión de agua;0
AMBOS SEXOS;Cádiz;10 FABRICACIÓN MECÁNICA;122
AMBOS SEXOS;Cádiz;Construcciones metálicas;45
AMBOS SEXOS;Cádiz;Diseño en fabricación mecánica;11
AMBOS SEXOS;Cádiz;Óptica de anteojería (LOGSE);4
AMBOS SEXOS;Cádiz;Programación de la producción en fabricación mecánica;62
AMBOS SEXOS;Cádiz;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;Cádiz;11 HOSTELERÍA Y TURISMO;202
AMBOS SEXOS;Cádiz;Agencias de viajes y gestión de eventos;39
AMBOS SEXOS;Cádiz;Dirección de cocina;66
AMBOS SEXOS;Cádiz;Dirección de servicios de restauración;8
AMBOS SEXOS;Cádiz;Gestión de alojamientos turísticos;43
AMBOS SEXOS;Cádiz;Guía, información y asistencias turísticas;46
AMBOS SEXOS;Cádiz;12 IMAGEN PERSONAL;85
AMBOS SEXOS;Cádiz;Asesoría de imagen personal y corporativa;0
AMBOS SEXOS;Cádiz;Caracterización y maquillaje profesional;20
AMBOS SEXOS;Cádiz;Estética integral y bienestar;65
AMBOS SEXOS;Cádiz;Estilismo y dirección de peluquería;0
AMBOS SEXOS;Cádiz;Termalismo y bienestar;0
AMBOS SEXOS;Cádiz;13 IMAGEN Y SONIDO;63
AMBOS SEXOS;Cádiz;Animaciones 3D, juegos y entornos interactivos;0
AMBOS SEXOS;Cádiz;Iluminación, captación y tratamiento de Imagen;37
AMBOS SEXOS;Cádiz;Producción de audiovisuales y espectáculos;0
AMBOS SEXOS;Cádiz;Realización de proyectos de audiovisuales y espectáculos;26
AMBOS SEXOS;Cádiz;Sonido para audiovisuales y espectáculos;0
AMBOS SEXOS;Cádiz;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Cádiz;14 INDUSTRIAS ALIMENTARIAS;28
AMBOS SEXOS;Cádiz;Procesos y calidad en la industria alimentaria;0
AMBOS SEXOS;Cádiz;Vitivinicultura;28
AMBOS SEXOS;Cádiz;16 INFORMÁTICA Y COMUNICACIONES;289
AMBOS SEXOS;Cádiz;Administración de sistemas informáticos en red;135
AMBOS SEXOS;Cádiz;Desarrollo de aplicaciones multiplataforma;80
AMBOS SEXOS;Cádiz;Desarrollo de aplicaciones web;74
AMBOS SEXOS;Cádiz;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Cádiz;17 INSTALACIÓN Y MANTENIMIENTO;44
AMBOS SEXOS;Cádiz;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Cádiz;Mantenimiento de instalaciones térmicas y de fluidos;8
AMBOS SEXOS;Cádiz;Mecatrónica industrial;36
AMBOS SEXOS;Cádiz;18 MADERA, MUEBLE Y CORCHO;6
AMBOS SEXOS;Cádiz;Diseño y amueblamiento;6
AMBOS SEXOS;Cádiz;19 MARÍTIMO-PESQUERA;85
AMBOS SEXOS;Cádiz;Acuicultura;11
AMBOS SEXOS;Cádiz;Organización del mantenimiento de maquinaria de buques y embarcaciones;34
AMBOS SEXOS;Cádiz;Transporte marítimo y pesca de altura;40
AMBOS SEXOS;Cádiz;20 QUÍMICA;66
AMBOS SEXOS;Cádiz;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Cádiz;Laboratorio de análisis y de control de calidad;28
AMBOS SEXOS;Cádiz;Química industrial;38
AMBOS SEXOS;Cádiz;21 SANIDAD;739
AMBOS SEXOS;Cádiz;Anatomía patológica y citodiagnostico;56
AMBOS SEXOS;Cádiz;Audiología protésica;18
AMBOS SEXOS;Cádiz;Dietética (LOGSE);47
AMBOS SEXOS;Cádiz;Documentación y administración sanitaria;42
AMBOS SEXOS;Cádiz;Higiene bucodental;193
AMBOS SEXOS;Cádiz;Imagen para el diagnóstico y medicina nuclear;128
AMBOS SEXOS;Cádiz;Laboratorio clinico y biomédico;165
AMBOS SEXOS;Cádiz;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Cádiz;Prótesis dentales;45
AMBOS SEXOS;Cádiz;Radioterampia y dosimetría;45
AMBOS SEXOS;Cádiz;22 SEGURIDAD Y MEDIO AMBIENTE;56
AMBOS SEXOS;Cádiz;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Cádiz;Educación y control ambiental;0
AMBOS SEXOS;Cádiz;Prevención de riesgos profesionales (LOGSE);30
AMBOS SEXOS;Cádiz;Química y salud ambiental;26
AMBOS SEXOS;Cádiz;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;668
AMBOS SEXOS;Cádiz;Animación sociocultural y turística;33
AMBOS SEXOS;Cádiz;Educación infantil;349
AMBOS SEXOS;Cádiz;Integración social;220
AMBOS SEXOS;Cádiz;Mediación comunicativa;53
AMBOS SEXOS;Cádiz;Promoción de igualdad de género;13
AMBOS SEXOS;Cádiz;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Cádiz;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Cádiz;Patronaje y moda;0
AMBOS SEXOS;Cádiz;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Cádiz;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Cádiz;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;52
AMBOS SEXOS;Cádiz;Automoción;52
AMBOS SEXOS;Cádiz;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Cádiz;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Cádiz;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Cádiz;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Cádiz;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Cádiz;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Córdoba;00 TOTAL;2.890
AMBOS SEXOS;Córdoba;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;306
AMBOS SEXOS;Córdoba;Enseñanza y animación sociodeportiva;188
AMBOS SEXOS;Córdoba;Acondicionamiento físico;118
AMBOS SEXOS;Córdoba;02 ADMINISTRACIÓN Y GESTIÓN;395
AMBOS SEXOS;Córdoba;Administración y finanzas;338
AMBOS SEXOS;Córdoba;Asistencia a la dirección;57
AMBOS SEXOS;Córdoba;03 AGRARIA;103
AMBOS SEXOS;Córdoba;Ganadería y asistencia en sanidad animal;55
AMBOS SEXOS;Córdoba;Gestión forestal y del medio natural;16
AMBOS SEXOS;Córdoba;Paisajismo y medio rural;32
AMBOS SEXOS;Córdoba;04 ARTES GRÁFICAS;20
AMBOS SEXOS;Córdoba;Diseño y edición de publicaciones impresas y multimedia;20
AMBOS SEXOS;Córdoba;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Córdoba;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Córdoba;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Córdoba;06 COMERCIO Y MARKETING;159
AMBOS SEXOS;Córdoba;Comercio internacional;60
AMBOS SEXOS;Córdoba;Gestión de ventas y espacios comerciales;31
AMBOS SEXOS;Córdoba;Marketing y publicidad;43
AMBOS SEXOS;Córdoba;Transporte y logística;25
AMBOS SEXOS;Córdoba;07 EDIFICACIÓN Y OBRA CIVIL;17
AMBOS SEXOS;Córdoba;Organización y control de obras de construcción;0
AMBOS SEXOS;Córdoba;Proyectos de edificación;11
AMBOS SEXOS;Córdoba;Proyectos de obra civil;6
AMBOS SEXOS;Córdoba;08 ELECTRICIDAD Y ELECTRÓNICA;135
AMBOS SEXOS;Córdoba;Automatización y robótica industrial;38
AMBOS SEXOS;Córdoba;Electromedicina clínica;0
AMBOS SEXOS;Córdoba;Mantenimiento electrónico;16
AMBOS SEXOS;Córdoba;Sistemas de telecomunicaciones e informáticos;56
AMBOS SEXOS;Córdoba;Sistemas electrotécnicos y automatizados;25
AMBOS SEXOS;Córdoba;09 ENERGÍA Y AGUA;11
AMBOS SEXOS;Córdoba;Eficiencia energética y energía solar térmica;11
AMBOS SEXOS;Córdoba;Energías renovables;0
AMBOS SEXOS;Córdoba;Centrales eléctricas;0
AMBOS SEXOS;Córdoba;Gestión de agua;0
AMBOS SEXOS;Córdoba;10 FABRICACIÓN MECÁNICA;25
AMBOS SEXOS;Córdoba;Construcciones metálicas;11
AMBOS SEXOS;Córdoba;Diseño en fabricación mecánica;0
AMBOS SEXOS;Córdoba;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Córdoba;Programación de la producción en fabricación mecánica;14
AMBOS SEXOS;Córdoba;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;Córdoba;11 HOSTELERÍA Y TURISMO;67
AMBOS SEXOS;Córdoba;Agencias de viajes y gestión de eventos;10
AMBOS SEXOS;Córdoba;Dirección de cocina;22
AMBOS SEXOS;Córdoba;Dirección de servicios de restauración;8
AMBOS SEXOS;Córdoba;Gestión de alojamientos turísticos;16
AMBOS SEXOS;Córdoba;Guía, información y asistencias turísticas;11
AMBOS SEXOS;Córdoba;12 IMAGEN PERSONAL;56
AMBOS SEXOS;Córdoba;Asesoría de imagen personal y corporativa;7
AMBOS SEXOS;Córdoba;Caracterización y maquillaje profesional;0
AMBOS SEXOS;Córdoba;Estética integral y bienestar;33
AMBOS SEXOS;Córdoba;Estilismo y dirección de peluquería;16
AMBOS SEXOS;Córdoba;Termalismo y bienestar;0
AMBOS SEXOS;Córdoba;13 IMAGEN Y SONIDO;109
AMBOS SEXOS;Córdoba;Animaciones 3D, juegos y entornos interactivos;54
AMBOS SEXOS;Córdoba;Iluminación, captación y tratamiento de Imagen;17
AMBOS SEXOS;Córdoba;Producción de audiovisuales y espectáculos;18
AMBOS SEXOS;Córdoba;Realización de proyectos de audiovisuales y espectáculos;12
AMBOS SEXOS;Córdoba;Sonido para audiovisuales y espectáculos;8
AMBOS SEXOS;Córdoba;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Córdoba;14 INDUSTRIAS ALIMENTARIAS;18
AMBOS SEXOS;Córdoba;Procesos y calidad en la industria alimentaria;13
AMBOS SEXOS;Córdoba;Vitivinicultura;5
AMBOS SEXOS;Córdoba;16 INFORMÁTICA Y COMUNICACIONES;202
AMBOS SEXOS;Córdoba;Administración de sistemas informáticos en red;55
AMBOS SEXOS;Córdoba;Desarrollo de aplicaciones multiplataforma;80
AMBOS SEXOS;Córdoba;Desarrollo de aplicaciones web;67
AMBOS SEXOS;Córdoba;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Córdoba;17 INSTALACIÓN Y MANTENIMIENTO;27
AMBOS SEXOS;Córdoba;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Córdoba;Mantenimiento de instalaciones térmicas y de fluidos;9
AMBOS SEXOS;Córdoba;Mecatrónica industrial;18
AMBOS SEXOS;Córdoba;18 MADERA, MUEBLE Y CORCHO;4
AMBOS SEXOS;Córdoba;Diseño y amueblamiento;4
AMBOS SEXOS;Córdoba;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Córdoba;Acuicultura;0
AMBOS SEXOS;Córdoba;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Córdoba;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Córdoba;20 QUÍMICA;18
AMBOS SEXOS;Córdoba;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Córdoba;Laboratorio de análisis y de control de calidad;18
AMBOS SEXOS;Córdoba;Química industrial;0
AMBOS SEXOS;Córdoba;21 SANIDAD;698
AMBOS SEXOS;Córdoba;Anatomía patológica y citodiagnostico;91
AMBOS SEXOS;Córdoba;Audiología protésica;15
AMBOS SEXOS;Córdoba;Dietética (LOGSE);66
AMBOS SEXOS;Córdoba;Documentación y administración sanitaria;40
AMBOS SEXOS;Córdoba;Higiene bucodental;105
AMBOS SEXOS;Córdoba;Imagen para el diagnóstico y medicina nuclear;185
AMBOS SEXOS;Córdoba;Laboratorio clinico y biomédico;120
AMBOS SEXOS;Córdoba;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Córdoba;Prótesis dentales;16
AMBOS SEXOS;Córdoba;Radioterampia y dosimetría;60
AMBOS SEXOS;Córdoba;22 SEGURIDAD Y MEDIO AMBIENTE;26
AMBOS SEXOS;Córdoba;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Córdoba;Educación y control ambiental;0
AMBOS SEXOS;Córdoba;Prevención de riesgos profesionales (LOGSE);6
AMBOS SEXOS;Córdoba;Química y salud ambiental;20
AMBOS SEXOS;Córdoba;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;455
AMBOS SEXOS;Córdoba;Animación sociocultural y turística;19
AMBOS SEXOS;Córdoba;Educación infantil;219
AMBOS SEXOS;Córdoba;Integración social;185
AMBOS SEXOS;Córdoba;Mediación comunicativa;15
AMBOS SEXOS;Córdoba;Promoción de igualdad de género;17
AMBOS SEXOS;Córdoba;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Córdoba;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Córdoba;Patronaje y moda;0
AMBOS SEXOS;Córdoba;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Córdoba;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Córdoba;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;39
AMBOS SEXOS;Córdoba;Automoción;39
AMBOS SEXOS;Córdoba;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Córdoba;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Córdoba;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Córdoba;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Córdoba;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Córdoba;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Granada;00 TOTAL;4.143
AMBOS SEXOS;Granada;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;417
AMBOS SEXOS;Granada;Enseñanza y animación sociodeportiva;316
AMBOS SEXOS;Granada;Acondicionamiento físico;101
AMBOS SEXOS;Granada;02 ADMINISTRACIÓN Y GESTIÓN;452
AMBOS SEXOS;Granada;Administración y finanzas;418
AMBOS SEXOS;Granada;Asistencia a la dirección;34
AMBOS SEXOS;Granada;03 AGRARIA;73
AMBOS SEXOS;Granada;Ganadería y asistencia en sanidad animal;0
AMBOS SEXOS;Granada;Gestión forestal y del medio natural;60
AMBOS SEXOS;Granada;Paisajismo y medio rural;13
AMBOS SEXOS;Granada;04 ARTES GRÁFICAS;35
AMBOS SEXOS;Granada;Diseño y edición de publicaciones impresas y multimedia;35
AMBOS SEXOS;Granada;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Granada;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Granada;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Granada;06 COMERCIO Y MARKETING;235
AMBOS SEXOS;Granada;Comercio internacional;56
AMBOS SEXOS;Granada;Gestión de ventas y espacios comerciales;33
AMBOS SEXOS;Granada;Marketing y publicidad;122
AMBOS SEXOS;Granada;Transporte y logística;24
AMBOS SEXOS;Granada;07 EDIFICACIÓN Y OBRA CIVIL;45
AMBOS SEXOS;Granada;Organización y control de obras de construcción;8
AMBOS SEXOS;Granada;Proyectos de edificación;25
AMBOS SEXOS;Granada;Proyectos de obra civil;12
AMBOS SEXOS;Granada;08 ELECTRICIDAD Y ELECTRÓNICA;136
AMBOS SEXOS;Granada;Automatización y robótica industrial;43
AMBOS SEXOS;Granada;Electromedicina clínica;0
AMBOS SEXOS;Granada;Mantenimiento electrónico;11
AMBOS SEXOS;Granada;Sistemas de telecomunicaciones e informáticos;42
AMBOS SEXOS;Granada;Sistemas electrotécnicos y automatizados;40
AMBOS SEXOS;Granada;09 ENERGÍA Y AGUA;15
AMBOS SEXOS;Granada;Eficiencia energética y energía solar térmica;0
AMBOS SEXOS;Granada;Energías renovables;15
AMBOS SEXOS;Granada;Centrales eléctricas;0
AMBOS SEXOS;Granada;Gestión de agua;0
AMBOS SEXOS;Granada;10 FABRICACIÓN MECÁNICA;0
AMBOS SEXOS;Granada;Construcciones metálicas;0
AMBOS SEXOS;Granada;Diseño en fabricación mecánica;0
AMBOS SEXOS;Granada;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Granada;Programación de la producción en fabricación mecánica;0
AMBOS SEXOS;Granada;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;Granada;11 HOSTELERÍA Y TURISMO;221
AMBOS SEXOS;Granada;Agencias de viajes y gestión de eventos;20
AMBOS SEXOS;Granada;Dirección de cocina;53
AMBOS SEXOS;Granada;Dirección de servicios de restauración;18
AMBOS SEXOS;Granada;Gestión de alojamientos turísticos;54
AMBOS SEXOS;Granada;Guía, información y asistencias turísticas;76
AMBOS SEXOS;Granada;12 IMAGEN PERSONAL;115
AMBOS SEXOS;Granada;Asesoría de imagen personal y corporativa;28
AMBOS SEXOS;Granada;Caracterización y maquillaje profesional;0
AMBOS SEXOS;Granada;Estética integral y bienestar;63
AMBOS SEXOS;Granada;Estilismo y dirección de peluquería;24
AMBOS SEXOS;Granada;Termalismo y bienestar;0
AMBOS SEXOS;Granada;13 IMAGEN Y SONIDO;193
AMBOS SEXOS;Granada;Animaciones 3D, juegos y entornos interactivos;22
AMBOS SEXOS;Granada;Iluminación, captación y tratamiento de Imagen;41
AMBOS SEXOS;Granada;Producción de audiovisuales y espectáculos;14
AMBOS SEXOS;Granada;Realización de proyectos de audiovisuales y espectáculos;58
AMBOS SEXOS;Granada;Sonido para audiovisuales y espectáculos;58
AMBOS SEXOS;Granada;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Granada;14 INDUSTRIAS ALIMENTARIAS;9
AMBOS SEXOS;Granada;Procesos y calidad en la industria alimentaria;9
AMBOS SEXOS;Granada;Vitivinicultura;0
AMBOS SEXOS;Granada;16 INFORMÁTICA Y COMUNICACIONES;336
AMBOS SEXOS;Granada;Administración de sistemas informáticos en red;124
AMBOS SEXOS;Granada;Desarrollo de aplicaciones multiplataforma;87
AMBOS SEXOS;Granada;Desarrollo de aplicaciones web;125
AMBOS SEXOS;Granada;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Granada;17 INSTALACIÓN Y MANTENIMIENTO;35
AMBOS SEXOS;Granada;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Granada;Mantenimiento de instalaciones térmicas y de fluidos;14
AMBOS SEXOS;Granada;Mecatrónica industrial;21
AMBOS SEXOS;Granada;18 MADERA, MUEBLE Y CORCHO;9
AMBOS SEXOS;Granada;Diseño y amueblamiento;9
AMBOS SEXOS;Granada;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Granada;Acuicultura;0
AMBOS SEXOS;Granada;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Granada;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Granada;20 QUÍMICA;67
AMBOS SEXOS;Granada;Fabricación de Productos Farmaceuticos;14
AMBOS SEXOS;Granada;Laboratorio de análisis y de control de calidad;53
AMBOS SEXOS;Granada;Química industrial;0
AMBOS SEXOS;Granada;21 SANIDAD;1.058
AMBOS SEXOS;Granada;Anatomía patológica y citodiagnostico;184
AMBOS SEXOS;Granada;Audiología protésica;58
AMBOS SEXOS;Granada;Dietética (LOGSE);85
AMBOS SEXOS;Granada;Documentación y administración sanitaria;45
AMBOS SEXOS;Granada;Higiene bucodental;143
AMBOS SEXOS;Granada;Imagen para el diagnóstico y medicina nuclear;219
AMBOS SEXOS;Granada;Laboratorio clinico y biomédico;160
AMBOS SEXOS;Granada;Ortoprótesis y productos de apoyo;13
AMBOS SEXOS;Granada;Prótesis dentales;100
AMBOS SEXOS;Granada;Radioterampia y dosimetría;51
AMBOS SEXOS;Granada;22 SEGURIDAD Y MEDIO AMBIENTE;66
AMBOS SEXOS;Granada;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Granada;Educación y control ambiental;0
AMBOS SEXOS;Granada;Prevención de riesgos profesionales (LOGSE);37
AMBOS SEXOS;Granada;Química y salud ambiental;29
AMBOS SEXOS;Granada;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;556
AMBOS SEXOS;Granada;Animación sociocultural y turística;64
AMBOS SEXOS;Granada;Educación infantil;255
AMBOS SEXOS;Granada;Integración social;204
AMBOS SEXOS;Granada;Mediación comunicativa;33
AMBOS SEXOS;Granada;Promoción de igualdad de género;0
AMBOS SEXOS;Granada;24 TEXTIL, CONFECCIÓN Y PIEL;12
AMBOS SEXOS;Granada;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Granada;Patronaje y moda;12
AMBOS SEXOS;Granada;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Granada;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Granada;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;58
AMBOS SEXOS;Granada;Automoción;58
AMBOS SEXOS;Granada;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Granada;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Granada;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Granada;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Granada;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Granada;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Huelva;00 TOTAL;1.362
AMBOS SEXOS;Huelva;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;179
AMBOS SEXOS;Huelva;Enseñanza y animación sociodeportiva;128
AMBOS SEXOS;Huelva;Acondicionamiento físico;51
AMBOS SEXOS;Huelva;02 ADMINISTRACIÓN Y GESTIÓN;192
AMBOS SEXOS;Huelva;Administración y finanzas;192
AMBOS SEXOS;Huelva;Asistencia a la dirección;0
AMBOS SEXOS;Huelva;03 AGRARIA;73
AMBOS SEXOS;Huelva;Ganadería y asistencia en sanidad animal;13
AMBOS SEXOS;Huelva;Gestión forestal y del medio natural;34
AMBOS SEXOS;Huelva;Paisajismo y medio rural;26
AMBOS SEXOS;Huelva;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Huelva;Diseño y edición de publicaciones impresas y multimedia;0
AMBOS SEXOS;Huelva;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Huelva;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Huelva;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Huelva;06 COMERCIO Y MARKETING;24
AMBOS SEXOS;Huelva;Comercio internacional;0
AMBOS SEXOS;Huelva;Gestión de ventas y espacios comerciales;15
AMBOS SEXOS;Huelva;Marketing y publicidad;0
AMBOS SEXOS;Huelva;Transporte y logística;9
AMBOS SEXOS;Huelva;07 EDIFICACIÓN Y OBRA CIVIL;9
AMBOS SEXOS;Huelva;Organización y control de obras de construcción;0
AMBOS SEXOS;Huelva;Proyectos de edificación;4
AMBOS SEXOS;Huelva;Proyectos de obra civil;5
AMBOS SEXOS;Huelva;08 ELECTRICIDAD Y ELECTRÓNICA;64
AMBOS SEXOS;Huelva;Automatización y robótica industrial;0
AMBOS SEXOS;Huelva;Electromedicina clínica;11
AMBOS SEXOS;Huelva;Mantenimiento electrónico;0
AMBOS SEXOS;Huelva;Sistemas de telecomunicaciones e informáticos;23
AMBOS SEXOS;Huelva;Sistemas electrotécnicos y automatizados;30
AMBOS SEXOS;Huelva;09 ENERGÍA Y AGUA;0
AMBOS SEXOS;Huelva;Eficiencia energética y energía solar térmica;0
AMBOS SEXOS;Huelva;Energías renovables;0
AMBOS SEXOS;Huelva;Centrales eléctricas;0
AMBOS SEXOS;Huelva;Gestión de agua;0
AMBOS SEXOS;Huelva;10 FABRICACIÓN MECÁNICA;11
AMBOS SEXOS;Huelva;Construcciones metálicas;11
AMBOS SEXOS;Huelva;Diseño en fabricación mecánica;0
