Sexo;Comunidad autónoma/provincia (1);Ciclo formativo (2);Total
AMBOS SEXOS;Badajoz;Realización de proyectos de audiovisuales y espectáculos;10
AMBOS SEXOS;Badajoz;Sonido para audiovisuales y espectáculos;19
AMBOS SEXOS;Badajoz;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Badajoz;14 INDUSTRIAS ALIMENTARIAS;20
AMBOS SEXOS;Badajoz;Procesos y calidad en la industria alimentaria;17
AMBOS SEXOS;Badajoz;Vitivinicultura;3
AMBOS SEXOS;Badajoz;16 INFORMÁTICA Y COMUNICACIONES;199
AMBOS SEXOS;Badajoz;Administración de sistemas informáticos en red;85
AMBOS SEXOS;Badajoz;Desarrollo de aplicaciones multiplataforma;64
AMBOS SEXOS;Badajoz;Desarrollo de aplicaciones web;50
AMBOS SEXOS;Badajoz;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Badajoz;17 INSTALACIÓN Y MANTENIMIENTO;32
AMBOS SEXOS;Badajoz;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Badajoz;Mantenimiento de instalaciones térmicas y de fluidos;9
AMBOS SEXOS;Badajoz;Mecatrónica industrial;23
AMBOS SEXOS;Badajoz;18 MADERA, MUEBLE Y CORCHO;6
AMBOS SEXOS;Badajoz;Diseño y amueblamiento;6
AMBOS SEXOS;Badajoz;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Badajoz;Acuicultura;0
AMBOS SEXOS;Badajoz;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Badajoz;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Badajoz;20 QUÍMICA;6
AMBOS SEXOS;Badajoz;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Badajoz;Laboratorio de análisis y de control de calidad;6
AMBOS SEXOS;Badajoz;Química industrial;0
AMBOS SEXOS;Badajoz;21 SANIDAD;314
AMBOS SEXOS;Badajoz;Anatomía patológica y citodiagnostico;61
AMBOS SEXOS;Badajoz;Audiología protésica;0
AMBOS SEXOS;Badajoz;Dietética (LOGSE);0
AMBOS SEXOS;Badajoz;Documentación y administración sanitaria;0
AMBOS SEXOS;Badajoz;Higiene bucodental;75
AMBOS SEXOS;Badajoz;Imagen para el diagnóstico y medicina nuclear;76
AMBOS SEXOS;Badajoz;Laboratorio clinico y biomédico;73
AMBOS SEXOS;Badajoz;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Badajoz;Prótesis dentales;15
AMBOS SEXOS;Badajoz;Radioterampia y dosimetría;14
AMBOS SEXOS;Badajoz;22 SEGURIDAD Y MEDIO AMBIENTE;20
AMBOS SEXOS;Badajoz;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Badajoz;Educación y control ambiental;0
AMBOS SEXOS;Badajoz;Prevención de riesgos profesionales (LOGSE);20
AMBOS SEXOS;Badajoz;Química y salud ambiental;0
AMBOS SEXOS;Badajoz;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;228
AMBOS SEXOS;Badajoz;Animación sociocultural y turística;18
AMBOS SEXOS;Badajoz;Educación infantil;125
AMBOS SEXOS;Badajoz;Integración social;47
AMBOS SEXOS;Badajoz;Mediación comunicativa;16
AMBOS SEXOS;Badajoz;Promoción de igualdad de género;22
AMBOS SEXOS;Badajoz;24 TEXTIL, CONFECCIÓN Y PIEL;0
AMBOS SEXOS;Badajoz;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Badajoz;Patronaje y moda;0
AMBOS SEXOS;Badajoz;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Badajoz;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Badajoz;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;54
AMBOS SEXOS;Badajoz;Automoción;54
AMBOS SEXOS;Badajoz;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Badajoz;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Badajoz;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Badajoz;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Badajoz;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Badajoz;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;Cáceres;00 TOTAL;1.117
AMBOS SEXOS;Cáceres;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;85
AMBOS SEXOS;Cáceres;Enseñanza y animación sociodeportiva;75
AMBOS SEXOS;Cáceres;Acondicionamiento físico;10
AMBOS SEXOS;Cáceres;02 ADMINISTRACIÓN Y GESTIÓN;142
AMBOS SEXOS;Cáceres;Administración y finanzas;135
AMBOS SEXOS;Cáceres;Asistencia a la dirección;7
AMBOS SEXOS;Cáceres;03 AGRARIA;38
AMBOS SEXOS;Cáceres;Ganadería y asistencia en sanidad animal;18
AMBOS SEXOS;Cáceres;Gestión forestal y del medio natural;20
AMBOS SEXOS;Cáceres;Paisajismo y medio rural;0
AMBOS SEXOS;Cáceres;04 ARTES GRÁFICAS;0
AMBOS SEXOS;Cáceres;Diseño y edición de publicaciones impresas y multimedia;0
AMBOS SEXOS;Cáceres;Diseño y gestión de la producción gráfica;0
AMBOS SEXOS;Cáceres;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;Cáceres;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;Cáceres;06 COMERCIO Y MARKETING;73
AMBOS SEXOS;Cáceres;Comercio internacional;14
AMBOS SEXOS;Cáceres;Gestión de ventas y espacios comerciales;33
AMBOS SEXOS;Cáceres;Marketing y publicidad;26
AMBOS SEXOS;Cáceres;Transporte y logística;0
AMBOS SEXOS;Cáceres;07 EDIFICACIÓN Y OBRA CIVIL;9
AMBOS SEXOS;Cáceres;Organización y control de obras de construcción;0
AMBOS SEXOS;Cáceres;Proyectos de edificación;7
AMBOS SEXOS;Cáceres;Proyectos de obra civil;2
AMBOS SEXOS;Cáceres;08 ELECTRICIDAD Y ELECTRÓNICA;60
AMBOS SEXOS;Cáceres;Automatización y robótica industrial;18
AMBOS SEXOS;Cáceres;Electromedicina clínica;0
AMBOS SEXOS;Cáceres;Mantenimiento electrónico;7
AMBOS SEXOS;Cáceres;Sistemas de telecomunicaciones e informáticos;9
AMBOS SEXOS;Cáceres;Sistemas electrotécnicos y automatizados;26
AMBOS SEXOS;Cáceres;09 ENERGÍA Y AGUA;10
AMBOS SEXOS;Cáceres;Eficiencia energética y energía solar térmica;0
AMBOS SEXOS;Cáceres;Energías renovables;10
AMBOS SEXOS;Cáceres;Centrales eléctricas;0
AMBOS SEXOS;Cáceres;Gestión de agua;0
AMBOS SEXOS;Cáceres;10 FABRICACIÓN MECÁNICA;0
AMBOS SEXOS;Cáceres;Construcciones metálicas;0
AMBOS SEXOS;Cáceres;Diseño en fabricación mecánica;0
AMBOS SEXOS;Cáceres;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;Cáceres;Programación de la producción en fabricación mecánica;0
AMBOS SEXOS;Cáceres;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;Cáceres;11 HOSTELERÍA Y TURISMO;39
AMBOS SEXOS;Cáceres;Agencias de viajes y gestión de eventos;0
AMBOS SEXOS;Cáceres;Dirección de cocina;11
AMBOS SEXOS;Cáceres;Dirección de servicios de restauración;0
AMBOS SEXOS;Cáceres;Gestión de alojamientos turísticos;10
AMBOS SEXOS;Cáceres;Guía, información y asistencias turísticas;18
AMBOS SEXOS;Cáceres;12 IMAGEN PERSONAL;46
AMBOS SEXOS;Cáceres;Asesoría de imagen personal y corporativa;26
AMBOS SEXOS;Cáceres;Caracterización y maquillaje profesional;0
AMBOS SEXOS;Cáceres;Estética integral y bienestar;11
AMBOS SEXOS;Cáceres;Estilismo y dirección de peluquería;9
AMBOS SEXOS;Cáceres;Termalismo y bienestar;0
AMBOS SEXOS;Cáceres;13 IMAGEN Y SONIDO;38
AMBOS SEXOS;Cáceres;Animaciones 3D, juegos y entornos interactivos;0
AMBOS SEXOS;Cáceres;Iluminación, captación y tratamiento de Imagen;19
AMBOS SEXOS;Cáceres;Producción de audiovisuales y espectáculos;19
AMBOS SEXOS;Cáceres;Realización de proyectos de audiovisuales y espectáculos;0
AMBOS SEXOS;Cáceres;Sonido para audiovisuales y espectáculos;0
AMBOS SEXOS;Cáceres;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Cáceres;14 INDUSTRIAS ALIMENTARIAS;19
AMBOS SEXOS;Cáceres;Procesos y calidad en la industria alimentaria;19
AMBOS SEXOS;Cáceres;Vitivinicultura;0
AMBOS SEXOS;Cáceres;16 INFORMÁTICA Y COMUNICACIONES;138
AMBOS SEXOS;Cáceres;Administración de sistemas informáticos en red;55
AMBOS SEXOS;Cáceres;Desarrollo de aplicaciones multiplataforma;53
AMBOS SEXOS;Cáceres;Desarrollo de aplicaciones web;30
AMBOS SEXOS;Cáceres;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;Cáceres;17 INSTALACIÓN Y MANTENIMIENTO;0
AMBOS SEXOS;Cáceres;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Cáceres;Mantenimiento de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;Cáceres;Mecatrónica industrial;0
AMBOS SEXOS;Cáceres;18 MADERA, MUEBLE Y CORCHO;4
AMBOS SEXOS;Cáceres;Diseño y amueblamiento;4
AMBOS SEXOS;Cáceres;19 MARÍTIMO-PESQUERA;0
AMBOS SEXOS;Cáceres;Acuicultura;0
AMBOS SEXOS;Cáceres;Organización del mantenimiento de maquinaria de buques y embarcaciones;0
AMBOS SEXOS;Cáceres;Transporte marítimo y pesca de altura;0
AMBOS SEXOS;Cáceres;20 QUÍMICA;0
AMBOS SEXOS;Cáceres;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;Cáceres;Laboratorio de análisis y de control de calidad;0
AMBOS SEXOS;Cáceres;Química industrial;0
AMBOS SEXOS;Cáceres;21 SANIDAD;188
AMBOS SEXOS;Cáceres;Anatomía patológica y citodiagnostico;20
AMBOS SEXOS;Cáceres;Audiología protésica;0
AMBOS SEXOS;Cáceres;Dietética (LOGSE);11
AMBOS SEXOS;Cáceres;Documentación y administración sanitaria;0
AMBOS SEXOS;Cáceres;Higiene bucodental;56
AMBOS SEXOS;Cáceres;Imagen para el diagnóstico y medicina nuclear;13
AMBOS SEXOS;Cáceres;Laboratorio clinico y biomédico;64
AMBOS SEXOS;Cáceres;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;Cáceres;Prótesis dentales;24
AMBOS SEXOS;Cáceres;Radioterampia y dosimetría;0
AMBOS SEXOS;Cáceres;22 SEGURIDAD Y MEDIO AMBIENTE;11
AMBOS SEXOS;Cáceres;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;Cáceres;Educación y control ambiental;0
AMBOS SEXOS;Cáceres;Prevención de riesgos profesionales (LOGSE);11
AMBOS SEXOS;Cáceres;Química y salud ambiental;0
AMBOS SEXOS;Cáceres;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;168
AMBOS SEXOS;Cáceres;Animación sociocultural y turística;0
AMBOS SEXOS;Cáceres;Educación infantil;100
AMBOS SEXOS;Cáceres;Integración social;57
AMBOS SEXOS;Cáceres;Mediación comunicativa;0
AMBOS SEXOS;Cáceres;Promoción de igualdad de género;11
AMBOS SEXOS;Cáceres;24 TEXTIL, CONFECCIÓN Y PIEL;18
AMBOS SEXOS;Cáceres;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;Cáceres;Patronaje y moda;18
AMBOS SEXOS;Cáceres;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;Cáceres;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;Cáceres;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;31
AMBOS SEXOS;Cáceres;Automoción;31
AMBOS SEXOS;Cáceres;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;0
AMBOS SEXOS;Cáceres;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;Cáceres;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;Cáceres;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;Cáceres;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;Cáceres;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;12 GALICIA;00 TOTAL;7.930
AMBOS SEXOS;12 GALICIA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;391
AMBOS SEXOS;12 GALICIA;Enseñanza y animación sociodeportiva;286
AMBOS SEXOS;12 GALICIA;Acondicionamiento físico;105
AMBOS SEXOS;12 GALICIA;02 ADMINISTRACIÓN Y GESTIÓN;1.096
AMBOS SEXOS;12 GALICIA;Administración y finanzas;917
AMBOS SEXOS;12 GALICIA;Asistencia a la dirección;179
AMBOS SEXOS;12 GALICIA;03 AGRARIA;222
AMBOS SEXOS;12 GALICIA;Ganadería y asistencia en sanidad animal;38
AMBOS SEXOS;12 GALICIA;Gestión forestal y del medio natural;165
AMBOS SEXOS;12 GALICIA;Paisajismo y medio rural;19
AMBOS SEXOS;12 GALICIA;04 ARTES GRÁFICAS;42
AMBOS SEXOS;12 GALICIA;Diseño y edición de publicaciones impresas y multimedia;17
AMBOS SEXOS;12 GALICIA;Diseño y gestión de la producción gráfica;25
AMBOS SEXOS;12 GALICIA;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;12 GALICIA;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;12 GALICIA;06 COMERCIO Y MARKETING;463
AMBOS SEXOS;12 GALICIA;Comercio internacional;112
AMBOS SEXOS;12 GALICIA;Gestión de ventas y espacios comerciales;211
AMBOS SEXOS;12 GALICIA;Marketing y publicidad;108
AMBOS SEXOS;12 GALICIA;Transporte y logística;32
AMBOS SEXOS;12 GALICIA;07 EDIFICACIÓN Y OBRA CIVIL;79
AMBOS SEXOS;12 GALICIA;Organización y control de obras de construcción;0
AMBOS SEXOS;12 GALICIA;Proyectos de edificación;57
AMBOS SEXOS;12 GALICIA;Proyectos de obra civil;22
AMBOS SEXOS;12 GALICIA;08 ELECTRICIDAD Y ELECTRÓNICA;558
AMBOS SEXOS;12 GALICIA;Automatización y robótica industrial;196
AMBOS SEXOS;12 GALICIA;Electromedicina clínica;0
AMBOS SEXOS;12 GALICIA;Mantenimiento electrónico;107
AMBOS SEXOS;12 GALICIA;Sistemas de telecomunicaciones e informáticos;118
AMBOS SEXOS;12 GALICIA;Sistemas electrotécnicos y automatizados;137
AMBOS SEXOS;12 GALICIA;09 ENERGÍA Y AGUA;71
AMBOS SEXOS;12 GALICIA;Eficiencia energética y energía solar térmica;44
AMBOS SEXOS;12 GALICIA;Energías renovables;27
AMBOS SEXOS;12 GALICIA;Centrales eléctricas;0
AMBOS SEXOS;12 GALICIA;Gestión de agua;0
AMBOS SEXOS;12 GALICIA;10 FABRICACIÓN MECÁNICA;168
AMBOS SEXOS;12 GALICIA;Construcciones metálicas;56
AMBOS SEXOS;12 GALICIA;Diseño en fabricación mecánica;27
AMBOS SEXOS;12 GALICIA;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;12 GALICIA;Programación de la producción en fabricación mecánica;79
AMBOS SEXOS;12 GALICIA;Programación de la producción en moldeo de metales y polímeros;6
AMBOS SEXOS;12 GALICIA;11 HOSTELERÍA Y TURISMO;466
AMBOS SEXOS;12 GALICIA;Agencias de viajes y gestión de eventos;79
AMBOS SEXOS;12 GALICIA;Dirección de cocina;150
AMBOS SEXOS;12 GALICIA;Dirección de servicios de restauración;68
AMBOS SEXOS;12 GALICIA;Gestión de alojamientos turísticos;79
AMBOS SEXOS;12 GALICIA;Guía, información y asistencias turísticas;90
AMBOS SEXOS;12 GALICIA;12 IMAGEN PERSONAL;168
AMBOS SEXOS;12 GALICIA;Asesoría de imagen personal y corporativa;20
AMBOS SEXOS;12 GALICIA;Caracterización y maquillaje profesional;14
AMBOS SEXOS;12 GALICIA;Estética integral y bienestar;122
AMBOS SEXOS;12 GALICIA;Estilismo y dirección de peluquería;6
AMBOS SEXOS;12 GALICIA;Termalismo y bienestar;6
AMBOS SEXOS;12 GALICIA;13 IMAGEN Y SONIDO;287
AMBOS SEXOS;12 GALICIA;Animaciones 3D, juegos y entornos interactivos;48
AMBOS SEXOS;12 GALICIA;Iluminación, captación y tratamiento de Imagen;57
AMBOS SEXOS;12 GALICIA;Producción de audiovisuales y espectáculos;76
AMBOS SEXOS;12 GALICIA;Realización de proyectos de audiovisuales y espectáculos;58
AMBOS SEXOS;12 GALICIA;Sonido para audiovisuales y espectáculos;48
AMBOS SEXOS;12 GALICIA;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;12 GALICIA;14 INDUSTRIAS ALIMENTARIAS;56
AMBOS SEXOS;12 GALICIA;Procesos y calidad en la industria alimentaria;32
AMBOS SEXOS;12 GALICIA;Vitivinicultura;24
AMBOS SEXOS;12 GALICIA;16 INFORMÁTICA Y COMUNICACIONES;848
AMBOS SEXOS;12 GALICIA;Administración de sistemas informáticos en red;275
AMBOS SEXOS;12 GALICIA;Desarrollo de aplicaciones multiplataforma;374
AMBOS SEXOS;12 GALICIA;Desarrollo de aplicaciones web;199
AMBOS SEXOS;12 GALICIA;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;12 GALICIA;17 INSTALACIÓN Y MANTENIMIENTO;194
AMBOS SEXOS;12 GALICIA;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;12 GALICIA;Mantenimiento de instalaciones térmicas y de fluidos;42
AMBOS SEXOS;12 GALICIA;Mecatrónica industrial;152
AMBOS SEXOS;12 GALICIA;18 MADERA, MUEBLE Y CORCHO;45
AMBOS SEXOS;12 GALICIA;Diseño y amueblamiento;45
AMBOS SEXOS;12 GALICIA;19 MARÍTIMO-PESQUERA;138
AMBOS SEXOS;12 GALICIA;Acuicultura;22
AMBOS SEXOS;12 GALICIA;Organización del mantenimiento de maquinaria de buques y embarcaciones;72
AMBOS SEXOS;12 GALICIA;Transporte marítimo y pesca de altura;44
AMBOS SEXOS;12 GALICIA;20 QUÍMICA;167
AMBOS SEXOS;12 GALICIA;Fabricación de Productos Farmaceuticos;9
AMBOS SEXOS;12 GALICIA;Laboratorio de análisis y de control de calidad;123
AMBOS SEXOS;12 GALICIA;Química industrial;35
AMBOS SEXOS;12 GALICIA;21 SANIDAD;1.095
AMBOS SEXOS;12 GALICIA;Anatomía patológica y citodiagnostico;206
AMBOS SEXOS;12 GALICIA;Audiología protésica;32
AMBOS SEXOS;12 GALICIA;Dietética (LOGSE);122
AMBOS SEXOS;12 GALICIA;Documentación y administración sanitaria;92
AMBOS SEXOS;12 GALICIA;Higiene bucodental;145
AMBOS SEXOS;12 GALICIA;Imagen para el diagnóstico y medicina nuclear;133
AMBOS SEXOS;12 GALICIA;Laboratorio clinico y biomédico;254
AMBOS SEXOS;12 GALICIA;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;12 GALICIA;Prótesis dentales;85
AMBOS SEXOS;12 GALICIA;Radioterampia y dosimetría;26
AMBOS SEXOS;12 GALICIA;22 SEGURIDAD Y MEDIO AMBIENTE;81
AMBOS SEXOS;12 GALICIA;Coordinación de emergencias y protección civil;0
AMBOS SEXOS;12 GALICIA;Educación y control ambiental;7
AMBOS SEXOS;12 GALICIA;Prevención de riesgos profesionales (LOGSE);26
AMBOS SEXOS;12 GALICIA;Química y salud ambiental;48
AMBOS SEXOS;12 GALICIA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;1.017
AMBOS SEXOS;12 GALICIA;Animación sociocultural y turística;89
AMBOS SEXOS;12 GALICIA;Educación infantil;619
AMBOS SEXOS;12 GALICIA;Integración social;235
AMBOS SEXOS;12 GALICIA;Mediación comunicativa;50
AMBOS SEXOS;12 GALICIA;Promoción de igualdad de género;24
AMBOS SEXOS;12 GALICIA;24 TEXTIL, CONFECCIÓN Y PIEL;42
AMBOS SEXOS;12 GALICIA;Diseño y producción de calzado y complementos;0
AMBOS SEXOS;12 GALICIA;Patronaje y moda;42
AMBOS SEXOS;12 GALICIA;Vestuario a medida y de espectáculos;0
AMBOS SEXOS;12 GALICIA;Diseño Técnico en Textil y Piel;0
AMBOS SEXOS;12 GALICIA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;236
AMBOS SEXOS;12 GALICIA;Automoción;221
AMBOS SEXOS;12 GALICIA;Mantenimiento Aeromecánico de Aviones con Motor de Turbina;15
AMBOS SEXOS;12 GALICIA;Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves;0
AMBOS SEXOS;12 GALICIA;Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón;0
AMBOS SEXOS;12 GALICIA;Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina;0
AMBOS SEXOS;12 GALICIA;26 VIDRIO Y CERÁMICA;0
AMBOS SEXOS;12 GALICIA;Desarrollo y fabricación de productos cerámicos;0
AMBOS SEXOS;A Coruña;00 TOTAL;3.707
AMBOS SEXOS;A Coruña;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;191
AMBOS SEXOS;A Coruña;Enseñanza y animación sociodeportiva;161
AMBOS SEXOS;A Coruña;Acondicionamiento físico;30
AMBOS SEXOS;A Coruña;02 ADMINISTRACIÓN Y GESTIÓN;475
AMBOS SEXOS;A Coruña;Administración y finanzas;389
AMBOS SEXOS;A Coruña;Asistencia a la dirección;86
AMBOS SEXOS;A Coruña;03 AGRARIA;102
AMBOS SEXOS;A Coruña;Ganadería y asistencia en sanidad animal;38
AMBOS SEXOS;A Coruña;Gestión forestal y del medio natural;46
AMBOS SEXOS;A Coruña;Paisajismo y medio rural;18
AMBOS SEXOS;A Coruña;04 ARTES GRÁFICAS;30
AMBOS SEXOS;A Coruña;Diseño y edición de publicaciones impresas y multimedia;17
AMBOS SEXOS;A Coruña;Diseño y gestión de la producción gráfica;13
AMBOS SEXOS;A Coruña;05 ARTES Y ARTESANÍAS;0
AMBOS SEXOS;A Coruña;Artista fallero y construcción de escenografías;0
AMBOS SEXOS;A Coruña;06 COMERCIO Y MARKETING;209
AMBOS SEXOS;A Coruña;Comercio internacional;48
AMBOS SEXOS;A Coruña;Gestión de ventas y espacios comerciales;101
AMBOS SEXOS;A Coruña;Marketing y publicidad;46
AMBOS SEXOS;A Coruña;Transporte y logística;14
AMBOS SEXOS;A Coruña;07 EDIFICACIÓN Y OBRA CIVIL;40
AMBOS SEXOS;A Coruña;Organización y control de obras de construcción;0
AMBOS SEXOS;A Coruña;Proyectos de edificación;27
AMBOS SEXOS;A Coruña;Proyectos de obra civil;13
AMBOS SEXOS;A Coruña;08 ELECTRICIDAD Y ELECTRÓNICA;221
AMBOS SEXOS;A Coruña;Automatización y robótica industrial;51
AMBOS SEXOS;A Coruña;Electromedicina clínica;0
AMBOS SEXOS;A Coruña;Mantenimiento electrónico;48
AMBOS SEXOS;A Coruña;Sistemas de telecomunicaciones e informáticos;53
AMBOS SEXOS;A Coruña;Sistemas electrotécnicos y automatizados;69
AMBOS SEXOS;A Coruña;09 ENERGÍA Y AGUA;36
AMBOS SEXOS;A Coruña;Eficiencia energética y energía solar térmica;16
AMBOS SEXOS;A Coruña;Energías renovables;20
AMBOS SEXOS;A Coruña;Centrales eléctricas;0
AMBOS SEXOS;A Coruña;Gestión de agua;0
AMBOS SEXOS;A Coruña;10 FABRICACIÓN MECÁNICA;49
AMBOS SEXOS;A Coruña;Construcciones metálicas;29
AMBOS SEXOS;A Coruña;Diseño en fabricación mecánica;7
AMBOS SEXOS;A Coruña;Óptica de anteojería (LOGSE);0
AMBOS SEXOS;A Coruña;Programación de la producción en fabricación mecánica;13
AMBOS SEXOS;A Coruña;Programación de la producción en moldeo de metales y polímeros;0
AMBOS SEXOS;A Coruña;11 HOSTELERÍA Y TURISMO;243
AMBOS SEXOS;A Coruña;Agencias de viajes y gestión de eventos;42
AMBOS SEXOS;A Coruña;Dirección de cocina;69
AMBOS SEXOS;A Coruña;Dirección de servicios de restauración;44
AMBOS SEXOS;A Coruña;Gestión de alojamientos turísticos;34
AMBOS SEXOS;A Coruña;Guía, información y asistencias turísticas;54
AMBOS SEXOS;A Coruña;12 IMAGEN PERSONAL;67
AMBOS SEXOS;A Coruña;Asesoría de imagen personal y corporativa;8
AMBOS SEXOS;A Coruña;Caracterización y maquillaje profesional;0
AMBOS SEXOS;A Coruña;Estética integral y bienestar;56
AMBOS SEXOS;A Coruña;Estilismo y dirección de peluquería;3
AMBOS SEXOS;A Coruña;Termalismo y bienestar;0
AMBOS SEXOS;A Coruña;13 IMAGEN Y SONIDO;123
AMBOS SEXOS;A Coruña;Animaciones 3D, juegos y entornos interactivos;24
AMBOS SEXOS;A Coruña;Iluminación, captación y tratamiento de Imagen;14
AMBOS SEXOS;A Coruña;Producción de audiovisuales y espectáculos;29
AMBOS SEXOS;A Coruña;Realización de proyectos de audiovisuales y espectáculos;25
AMBOS SEXOS;A Coruña;Sonido para audiovisuales y espectáculos;31
AMBOS SEXOS;A Coruña;Imagen y sonido sin distribuir (para centros extranjeros);0
AMBOS SEXOS;A Coruña;14 INDUSTRIAS ALIMENTARIAS;30
AMBOS SEXOS;A Coruña;Procesos y calidad en la industria alimentaria;30
AMBOS SEXOS;A Coruña;Vitivinicultura;0
AMBOS SEXOS;A Coruña;16 INFORMÁTICA Y COMUNICACIONES;414
AMBOS SEXOS;A Coruña;Administración de sistemas informáticos en red;142
AMBOS SEXOS;A Coruña;Desarrollo de aplicaciones multiplataforma;179
AMBOS SEXOS;A Coruña;Desarrollo de aplicaciones web;93
AMBOS SEXOS;A Coruña;Informatica y comunicaciones sin distribuir (para centros extranjeros);0
AMBOS SEXOS;A Coruña;17 INSTALACIÓN Y MANTENIMIENTO;81
AMBOS SEXOS;A Coruña;Desarrollo de proyectos de instalaciones térmicas y de fluidos;0
AMBOS SEXOS;A Coruña;Mantenimiento de instalaciones térmicas y de fluidos;15
AMBOS SEXOS;A Coruña;Mecatrónica industrial;66
AMBOS SEXOS;A Coruña;18 MADERA, MUEBLE Y CORCHO;26
AMBOS SEXOS;A Coruña;Diseño y amueblamiento;26
AMBOS SEXOS;A Coruña;19 MARÍTIMO-PESQUERA;79
AMBOS SEXOS;A Coruña;Acuicultura;0
AMBOS SEXOS;A Coruña;Organización del mantenimiento de maquinaria de buques y embarcaciones;50
AMBOS SEXOS;A Coruña;Transporte marítimo y pesca de altura;29
AMBOS SEXOS;A Coruña;20 QUÍMICA;83
AMBOS SEXOS;A Coruña;Fabricación de Productos Farmaceuticos;0
AMBOS SEXOS;A Coruña;Laboratorio de análisis y de control de calidad;67
AMBOS SEXOS;A Coruña;Química industrial;16
AMBOS SEXOS;A Coruña;21 SANIDAD;502
AMBOS SEXOS;A Coruña;Anatomía patológica y citodiagnostico;78
AMBOS SEXOS;A Coruña;Audiología protésica;18
AMBOS SEXOS;A Coruña;Dietética (LOGSE);56
AMBOS SEXOS;A Coruña;Documentación y administración sanitaria;50
AMBOS SEXOS;A Coruña;Higiene bucodental;59
AMBOS SEXOS;A Coruña;Imagen para el diagnóstico y medicina nuclear;81
AMBOS SEXOS;A Coruña;Laboratorio clinico y biomédico;115
AMBOS SEXOS;A Coruña;Ortoprótesis y productos de apoyo;0
AMBOS SEXOS;A Coruña;Prótesis dentales;34
