Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo
AMBOS SEXOS,Salamanca,Aprovechamiento y conservación del medio natural,14.0,MEDIO
AMBOS SEXOS,Segovia,Jardinería y floristería,1.0,MEDIO
AMBOS SEXOS,Segovia,Producción agroecológica,1.0,MEDIO
AMBOS SEXOS,Segovia,Producción agropecuaria,43.0,MEDIO
AMBOS SEXOS,Segovia,04 ARTES GRÁFICAS,43.0,MEDIO
AMBOS SEXOS,Segovia,Impresión gráfica,18.0,MEDIO
AMBOS SEXOS,Segovia,Postimpresión y acabados gráficos,0.0,MEDIO
AMBOS SEXOS,Segovia,Preimpresión digital,25.0,MEDIO
AMBOS SEXOS,Segovia,06 COMERCIO Y MARKETING,133.0,MEDIO
AMBOS SEXOS,Segovia,Actividades comerciales,123.0,MEDIO
AMBOS SEXOS,Segovia,Comercialización de productos alimentarios,10.0,MEDIO
AMBOS SEXOS,Segovia,07 EDIFICACIÓN Y OBRA CIVIL,1.0,MEDIO
AMBOS SEXOS,Segovia,Construcción,1.0,MEDIO
AMBOS SEXOS,Segovia,"Obras de interior, decoración y rehabilitación",0.0,MEDIO
AMBOS SEXOS,Segovia,08 ELECTRICIDAD Y ELECTRÓNICA,191.0,MEDIO
AMBOS SEXOS,Segovia,Instalaciones de telecomunicaciones,73.0,MEDIO
AMBOS SEXOS,Segovia,Instalaciones eléctricas y automáticas,118.0,MEDIO
AMBOS SEXOS,Segovia,09 ENERGÍA Y AGUA,0.0,MEDIO
AMBOS SEXOS,Segovia,Redes y estaciones de tratamiento de agua,0.0,MEDIO
AMBOS SEXOS,Segovia,10 FABRICACIÓN MECÁNICA,147.0,MEDIO
AMBOS SEXOS,Segovia,Conformado por moldeo de metales y polímeros,0.0,MEDIO
AMBOS SEXOS,Segovia,Joyería (LOGSE),0.0,MEDIO
AMBOS SEXOS,Segovia,Mecanizado,40.0,MEDIO
AMBOS SEXOS,Segovia,Soldadura y calderería,107.0,MEDIO
AMBOS SEXOS,Segovia,11 HOSTELERÍA Y TURISMO,130.0,MEDIO
AMBOS SEXOS,Segovia,Cocina y gastronomía,102.0,MEDIO
AMBOS SEXOS,Segovia,Servicios de restauración,28.0,MEDIO
AMBOS SEXOS,Segovia,12 IMAGEN PERSONAL,121.0,MEDIO
AMBOS SEXOS,Segovia,Estética y belleza,50.0,MEDIO
AMBOS SEXOS,Segovia,Peluquería y cosmética capilar,71.0,MEDIO
AMBOS SEXOS,Segovia,13 IMAGEN Y SONIDO,51.0,MEDIO
AMBOS SEXOS,Segovia,"Vídeo, disc-jockey y sonido",51.0,MEDIO
AMBOS SEXOS,Segovia,14 INDUSTRIAS ALIMENTARIAS,52.0,MEDIO
AMBOS SEXOS,Segovia,Aceites de oliva y vinos,0.0,MEDIO
AMBOS SEXOS,Segovia,Elaboración de productos alimenticios,21.0,MEDIO
AMBOS SEXOS,Segovia,"Panadería, repostería y confitería",31.0,MEDIO
AMBOS SEXOS,Segovia,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO
AMBOS SEXOS,Segovia,Excavaciones y sondeos,0.0,MEDIO
AMBOS SEXOS,Segovia,Piedra natural,0.0,MEDIO
AMBOS SEXOS,Segovia,16 INFORMÁTICA Y COMUNICACIONES,158.0,MEDIO
AMBOS SEXOS,Segovia,Sistemas microinformáticos y redes,158.0,MEDIO
AMBOS SEXOS,Segovia,17 INSTALACIÓN Y MANTENIMIENTO,73.0,MEDIO
AMBOS SEXOS,Segovia,Instalaciones de producción de calor,10.0,MEDIO
AMBOS SEXOS,Segovia,Instalaciones frigoríficas y de climatización,34.0,MEDIO
AMBOS SEXOS,Segovia,Mantenimiento electromecánico,29.0,MEDIO
AMBOS SEXOS,Segovia,"18 MADERA, MUEBLE Y CORCHO",59.0,MEDIO
AMBOS SEXOS,Segovia,Carpintería y mueble,49.0,MEDIO
AMBOS SEXOS,Segovia,Instalación y amueblamiento,10.0,MEDIO
AMBOS SEXOS,Segovia,19 MARÍTIMO-PESQUERA,49.0,MEDIO
AMBOS SEXOS,Soria,Cultivos acuícolas,0.0,MEDIO
AMBOS SEXOS,Soria,Mantenimiento y control de la maquinaria de buques y embarcaciones,29.0,MEDIO
AMBOS SEXOS,Soria,Navegación y pesca de litoral,20.0,MEDIO
AMBOS SEXOS,Soria,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO
AMBOS SEXOS,Soria,20 QUÍMICA,34.0,MEDIO
AMBOS SEXOS,Soria,Operaciones de laboratorio,34.0,MEDIO
AMBOS SEXOS,Soria,Planta química,0.0,MEDIO
AMBOS SEXOS,Soria,21 SANIDAD,544.0,MEDIO
AMBOS SEXOS,Soria,Cuidados auxiliares de enfermería (LOGSE),362.0,MEDIO
AMBOS SEXOS,Soria,Emergencias sanitarias,68.0,MEDIO
AMBOS SEXOS,Soria,Farmacia y parafarmacia,114.0,MEDIO
AMBOS SEXOS,Soria,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO
AMBOS SEXOS,Soria,Emergencias y protección civil,0.0,MEDIO
AMBOS SEXOS,Soria,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,118.0,MEDIO
AMBOS SEXOS,Soria,Atención a personas en situación de dependencia,118.0,MEDIO
AMBOS SEXOS,Soria,"24 TEXTIL, CONFECCIÓN Y PIEL",11.0,MEDIO
AMBOS SEXOS,Soria,Calzado y complementos de moda,0.0,MEDIO
AMBOS SEXOS,Soria,Confección y moda,11.0,MEDIO
AMBOS SEXOS,Soria,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO
AMBOS SEXOS,Soria,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,203.0,MEDIO
AMBOS SEXOS,Soria,Carrocería,49.0,MEDIO
AMBOS SEXOS,Soria,Conducción de vehículos de transporte por carretera,0.0,MEDIO
AMBOS SEXOS,Soria,Electromecánica de maquinaria,6.0,MEDIO
AMBOS SEXOS,Soria,Electromecánica de vehículos automóviles,143.0,MEDIO
AMBOS SEXOS,Soria,Mantenimiento de material rodante ferroviario,0.0,MEDIO
AMBOS SEXOS,Soria,Mantenimiento de embarcaciones de recreo,0.0,MEDIO
AMBOS SEXOS,Soria,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,5.0,MEDIO
AMBOS SEXOS,Soria,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO
AMBOS SEXOS,Soria,26 VIDRIO Y CERÁMICA,0.0,MEDIO
AMBOS SEXOS,Soria,Fabricación de productos cerámicos,0.0,MEDIO
AMBOS SEXOS,Soria,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,MEDIO
AMBOS SEXOS,Soria,Guía en el medio natural y de tiempo libre,0.0,MEDIO
AMBOS SEXOS,Soria,Actividades ecuestres,0.0,MEDIO
AMBOS SEXOS,Soria,02 ADMINISTRACIÓN Y GESTIÓN,52.0,MEDIO
AMBOS SEXOS,Soria,Gestión administrativa,52.0,MEDIO
AMBOS SEXOS,Soria,Administración y gestión (n.d.),0.0,MEDIO
AMBOS SEXOS,Soria,03 AGRARIA,20.0,MEDIO
AMBOS SEXOS,Soria,Aprovechamiento y conservación del medio natural,20.0,MEDIO
AMBOS SEXOS,Soria,Jardinería y floristería,0.0,MEDIO
AMBOS SEXOS,Soria,Producción agroecológica,0.0,MEDIO
AMBOS SEXOS,Soria,Producción agropecuaria,0.0,MEDIO
AMBOS SEXOS,Soria,04 ARTES GRÁFICAS,0.0,MEDIO
AMBOS SEXOS,Soria,Impresión gráfica,0.0,MEDIO
AMBOS SEXOS,Soria,Postimpresión y acabados gráficos,0.0,MEDIO
AMBOS SEXOS,Soria,Preimpresión digital,0.0,MEDIO
AMBOS SEXOS,Soria,06 COMERCIO Y MARKETING,14.0,MEDIO
AMBOS SEXOS,Soria,Actividades comerciales,14.0,MEDIO
AMBOS SEXOS,Valladolid,Comercialización de productos alimentarios,0.0,MEDIO
AMBOS SEXOS,Valladolid,07 EDIFICACIÓN Y OBRA CIVIL,6.0,MEDIO
AMBOS SEXOS,Valladolid,Construcción,3.0,MEDIO
AMBOS SEXOS,Valladolid,"Obras de interior, decoración y rehabilitación",3.0,MEDIO
AMBOS SEXOS,Valladolid,08 ELECTRICIDAD Y ELECTRÓNICA,41.0,MEDIO
AMBOS SEXOS,Valladolid,Instalaciones de telecomunicaciones,17.0,MEDIO
AMBOS SEXOS,Valladolid,Instalaciones eléctricas y automáticas,24.0,MEDIO
AMBOS SEXOS,Valladolid,09 ENERGÍA Y AGUA,0.0,MEDIO
AMBOS SEXOS,Valladolid,Redes y estaciones de tratamiento de agua,0.0,MEDIO
AMBOS SEXOS,Valladolid,10 FABRICACIÓN MECÁNICA,27.0,MEDIO
AMBOS SEXOS,Valladolid,Conformado por moldeo de metales y polímeros,0.0,MEDIO
AMBOS SEXOS,Valladolid,Joyería (LOGSE),0.0,MEDIO
AMBOS SEXOS,Valladolid,Mecanizado,14.0,MEDIO
AMBOS SEXOS,Valladolid,Soldadura y calderería,13.0,MEDIO
AMBOS SEXOS,Valladolid,11 HOSTELERÍA Y TURISMO,45.0,MEDIO
AMBOS SEXOS,Valladolid,Cocina y gastronomía,31.0,MEDIO
AMBOS SEXOS,Valladolid,Servicios de restauración,14.0,MEDIO
AMBOS SEXOS,Valladolid,12 IMAGEN PERSONAL,26.0,MEDIO
AMBOS SEXOS,Valladolid,Estética y belleza,10.0,MEDIO
AMBOS SEXOS,Valladolid,Peluquería y cosmética capilar,16.0,MEDIO
AMBOS SEXOS,Valladolid,13 IMAGEN Y SONIDO,0.0,MEDIO
AMBOS SEXOS,Valladolid,"Vídeo, disc-jockey y sonido",0.0,MEDIO
AMBOS SEXOS,Valladolid,14 INDUSTRIAS ALIMENTARIAS,0.0,MEDIO
AMBOS SEXOS,Valladolid,Aceites de oliva y vinos,0.0,MEDIO
AMBOS SEXOS,Valladolid,Elaboración de productos alimenticios,0.0,MEDIO
AMBOS SEXOS,Valladolid,"Panadería, repostería y confitería",0.0,MEDIO
AMBOS SEXOS,Valladolid,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO
AMBOS SEXOS,Valladolid,Excavaciones y sondeos,0.0,MEDIO
AMBOS SEXOS,Valladolid,Piedra natural,0.0,MEDIO
AMBOS SEXOS,Valladolid,16 INFORMÁTICA Y COMUNICACIONES,36.0,MEDIO
AMBOS SEXOS,Valladolid,Sistemas microinformáticos y redes,36.0,MEDIO
AMBOS SEXOS,Valladolid,17 INSTALACIÓN Y MANTENIMIENTO,10.0,MEDIO
AMBOS SEXOS,Valladolid,Instalaciones de producción de calor,0.0,MEDIO
AMBOS SEXOS,Valladolid,Instalaciones frigoríficas y de climatización,7.0,MEDIO
AMBOS SEXOS,Valladolid,Mantenimiento electromecánico,3.0,MEDIO
AMBOS SEXOS,Valladolid,"18 MADERA, MUEBLE Y CORCHO",4.0,MEDIO
AMBOS SEXOS,Valladolid,Carpintería y mueble,4.0,MEDIO
AMBOS SEXOS,Valladolid,Instalación y amueblamiento,0.0,MEDIO
AMBOS SEXOS,Valladolid,19 MARÍTIMO-PESQUERA,0.0,MEDIO
AMBOS SEXOS,Valladolid,Cultivos acuícolas,0.0,MEDIO
AMBOS SEXOS,Valladolid,Mantenimiento y control de la maquinaria de buques y embarcaciones,0.0,MEDIO
AMBOS SEXOS,Valladolid,Navegación y pesca de litoral,0.0,MEDIO
AMBOS SEXOS,Valladolid,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO
AMBOS SEXOS,Valladolid,20 QUÍMICA,3.0,MEDIO
AMBOS SEXOS,Valladolid,Operaciones de laboratorio,3.0,MEDIO
AMBOS SEXOS,Valladolid,Planta química,0.0,MEDIO
AMBOS SEXOS,Valladolid,21 SANIDAD,136.0,MEDIO
AMBOS SEXOS,Valladolid,Cuidados auxiliares de enfermería (LOGSE),104.0,MEDIO
AMBOS SEXOS,Zamora,Emergencias sanitarias,17.0,MEDIO
AMBOS SEXOS,Zamora,Farmacia y parafarmacia,15.0,MEDIO
AMBOS SEXOS,Zamora,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO
AMBOS SEXOS,Zamora,Emergencias y protección civil,0.0,MEDIO
AMBOS SEXOS,Zamora,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,43.0,MEDIO
AMBOS SEXOS,Zamora,Atención a personas en situación de dependencia,43.0,MEDIO
AMBOS SEXOS,Zamora,"24 TEXTIL, CONFECCIÓN Y PIEL",6.0,MEDIO
AMBOS SEXOS,Zamora,Calzado y complementos de moda,6.0,MEDIO
AMBOS SEXOS,Zamora,Confección y moda,0.0,MEDIO
AMBOS SEXOS,Zamora,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO
AMBOS SEXOS,Zamora,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,57.0,MEDIO
AMBOS SEXOS,Zamora,Carrocería,6.0,MEDIO
AMBOS SEXOS,Zamora,Conducción de vehículos de transporte por carretera,0.0,MEDIO
AMBOS SEXOS,Zamora,Electromecánica de maquinaria,0.0,MEDIO
AMBOS SEXOS,Zamora,Electromecánica de vehículos automóviles,51.0,MEDIO
AMBOS SEXOS,Zamora,Mantenimiento de material rodante ferroviario,0.0,MEDIO
AMBOS SEXOS,Zamora,Mantenimiento de embarcaciones de recreo,0.0,MEDIO
AMBOS SEXOS,Zamora,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,0.0,MEDIO
AMBOS SEXOS,Zamora,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO
AMBOS SEXOS,Zamora,26 VIDRIO Y CERÁMICA,0.0,MEDIO
AMBOS SEXOS,Zamora,Fabricación de productos cerámicos,0.0,MEDIO
AMBOS SEXOS,Zamora,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,0.0,MEDIO
AMBOS SEXOS,Zamora,Guía en el medio natural y de tiempo libre,0.0,MEDIO
AMBOS SEXOS,Zamora,Actividades ecuestres,0.0,MEDIO
AMBOS SEXOS,Zamora,02 ADMINISTRACIÓN Y GESTIÓN,73.0,MEDIO
AMBOS SEXOS,Zamora,Gestión administrativa,73.0,MEDIO
AMBOS SEXOS,Zamora,Administración y gestión (n.d.),0.0,MEDIO
AMBOS SEXOS,Zamora,03 AGRARIA,17.0,MEDIO
AMBOS SEXOS,Zamora,Aprovechamiento y conservación del medio natural,10.0,MEDIO
AMBOS SEXOS,Zamora,Jardinería y floristería,4.0,MEDIO
AMBOS SEXOS,Zamora,Producción agroecológica,0.0,MEDIO
AMBOS SEXOS,Zamora,Producción agropecuaria,3.0,MEDIO
AMBOS SEXOS,Zamora,04 ARTES GRÁFICAS,0.0,MEDIO
AMBOS SEXOS,Zamora,Impresión gráfica,0.0,MEDIO
AMBOS SEXOS,Zamora,Postimpresión y acabados gráficos,0.0,MEDIO
AMBOS SEXOS,Zamora,Preimpresión digital,0.0,MEDIO
AMBOS SEXOS,Zamora,06 COMERCIO Y MARKETING,17.0,MEDIO
AMBOS SEXOS,Zamora,Actividades comerciales,15.0,MEDIO
AMBOS SEXOS,Zamora,Comercialización de productos alimentarios,2.0,MEDIO
AMBOS SEXOS,Zamora,07 EDIFICACIÓN Y OBRA CIVIL,5.0,MEDIO
AMBOS SEXOS,Zamora,Construcción,2.0,MEDIO
AMBOS SEXOS,Zamora,"Obras de interior, decoración y rehabilitación",3.0,MEDIO
AMBOS SEXOS,Zamora,08 ELECTRICIDAD Y ELECTRÓNICA,35.0,MEDIO
AMBOS SEXOS,Zamora,Instalaciones de telecomunicaciones,11.0,MEDIO
AMBOS SEXOS,Zamora,Instalaciones eléctricas y automáticas,24.0,MEDIO
AMBOS SEXOS,Zamora,09 ENERGÍA Y AGUA,0.0,MEDIO
AMBOS SEXOS,Zamora,Redes y estaciones de tratamiento de agua,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,10 FABRICACIÓN MECÁNICA,8.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Conformado por moldeo de metales y polímeros,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Joyería (LOGSE),0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mecanizado,8.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Soldadura y calderería,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,11 HOSTELERÍA Y TURISMO,26.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cocina y gastronomía,18.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Servicios de restauración,8.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,12 IMAGEN PERSONAL,25.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Estética y belleza,9.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Peluquería y cosmética capilar,16.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,13 IMAGEN Y SONIDO,13.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"Vídeo, disc-jockey y sonido",13.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,14 INDUSTRIAS ALIMENTARIAS,14.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Aceites de oliva y vinos,8.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Elaboración de productos alimenticios,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"Panadería, repostería y confitería",6.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Excavaciones y sondeos,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Piedra natural,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,16 INFORMÁTICA Y COMUNICACIONES,42.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Sistemas microinformáticos y redes,42.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,17 INSTALACIÓN Y MANTENIMIENTO,2.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalaciones de producción de calor,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalaciones frigoríficas y de climatización,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento electromecánico,2.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"18 MADERA, MUEBLE Y CORCHO",0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Carpintería y mueble,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Instalación y amueblamiento,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,19 MARÍTIMO-PESQUERA,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cultivos acuícolas,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Mantenimiento y control de la maquinaria de buques y embarcaciones,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Navegación y pesca de litoral,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,20 QUÍMICA,6.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Operaciones de laboratorio,6.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Planta química,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,21 SANIDAD,210.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Cuidados auxiliares de enfermería (LOGSE),157.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Emergencias sanitarias,16.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Farmacia y parafarmacia,37.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Emergencias y protección civil,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,21.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Atención a personas en situación de dependencia,21.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Calzado y complementos de moda,0.0,MEDIO
AMBOS SEXOS,08 CASTILLA LA MANCHA,Confección y moda,0.0,MEDIO
AMBOS SEXOS,Albacete,Fabricación y ennoblecimiento de productos textiles,0.0,MEDIO
AMBOS SEXOS,Albacete,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.0,MEDIO
AMBOS SEXOS,Albacete,Carrocería,21.0,MEDIO
AMBOS SEXOS,Albacete,Conducción de vehículos de transporte por carretera,0.0,MEDIO
AMBOS SEXOS,Albacete,Electromecánica de maquinaria,6.0,MEDIO
AMBOS SEXOS,Albacete,Electromecánica de vehículos automóviles,42.0,MEDIO
AMBOS SEXOS,Albacete,Mantenimiento de material rodante ferroviario,0.0,MEDIO
AMBOS SEXOS,Albacete,Mantenimiento de embarcaciones de recreo,0.0,MEDIO
AMBOS SEXOS,Albacete,Mantenimiento de estructuras de madera y mobiliario de embarcaciones,0.0,MEDIO
AMBOS SEXOS,Albacete,Montaje de estructuras e instalación de sistemas aeronáuticos,0.0,MEDIO
AMBOS SEXOS,Albacete,26 VIDRIO Y CERÁMICA,0.0,MEDIO
AMBOS SEXOS,Albacete,Fabricación de productos cerámicos,0.0,MEDIO
AMBOS SEXOS,Albacete,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,61.0,MEDIO
AMBOS SEXOS,Albacete,Guía en el medio natural y de tiempo libre,61.0,MEDIO
AMBOS SEXOS,Albacete,Actividades ecuestres,0.0,MEDIO
AMBOS SEXOS,Albacete,02 ADMINISTRACIÓN Y GESTIÓN,255.0,MEDIO
AMBOS SEXOS,Albacete,Gestión administrativa,255.0,MEDIO
AMBOS SEXOS,Albacete,Administración y gestión (n.d.),0.0,MEDIO
AMBOS SEXOS,Albacete,03 AGRARIA,38.0,MEDIO
AMBOS SEXOS,Albacete,Aprovechamiento y conservación del medio natural,22.0,MEDIO
AMBOS SEXOS,Albacete,Jardinería y floristería,5.0,MEDIO
AMBOS SEXOS,Albacete,Producción agroecológica,11.0,MEDIO
AMBOS SEXOS,Albacete,Producción agropecuaria,0.0,MEDIO
AMBOS SEXOS,Albacete,04 ARTES GRÁFICAS,59.0,MEDIO
AMBOS SEXOS,Albacete,Impresión gráfica,30.0,MEDIO
AMBOS SEXOS,Albacete,Postimpresión y acabados gráficos,0.0,MEDIO
AMBOS SEXOS,Albacete,Preimpresión digital,29.0,MEDIO
AMBOS SEXOS,Albacete,06 COMERCIO Y MARKETING,168.0,MEDIO
AMBOS SEXOS,Albacete,Actividades comerciales,159.0,MEDIO
AMBOS SEXOS,Albacete,Comercialización de productos alimentarios,9.0,MEDIO
AMBOS SEXOS,Albacete,07 EDIFICACIÓN Y OBRA CIVIL,0.0,MEDIO
AMBOS SEXOS,Albacete,Construcción,0.0,MEDIO
AMBOS SEXOS,Albacete,"Obras de interior, decoración y rehabilitación",0.0,MEDIO
AMBOS SEXOS,Albacete,08 ELECTRICIDAD Y ELECTRÓNICA,252.0,MEDIO
AMBOS SEXOS,Albacete,Instalaciones de telecomunicaciones,109.0,MEDIO
AMBOS SEXOS,Albacete,Instalaciones eléctricas y automáticas,143.0,MEDIO
AMBOS SEXOS,Albacete,09 ENERGÍA Y AGUA,0.0,MEDIO
AMBOS SEXOS,Albacete,Redes y estaciones de tratamiento de agua,0.0,MEDIO
AMBOS SEXOS,Albacete,10 FABRICACIÓN MECÁNICA,174.0,MEDIO
AMBOS SEXOS,Albacete,Conformado por moldeo de metales y polímeros,0.0,MEDIO
AMBOS SEXOS,Albacete,Joyería (LOGSE),0.0,MEDIO
AMBOS SEXOS,Albacete,Mecanizado,73.0,MEDIO
AMBOS SEXOS,Albacete,Soldadura y calderería,101.0,MEDIO
AMBOS SEXOS,Albacete,11 HOSTELERÍA Y TURISMO,88.0,MEDIO
AMBOS SEXOS,Albacete,Cocina y gastronomía,65.0,MEDIO
AMBOS SEXOS,Albacete,Servicios de restauración,23.0,MEDIO
AMBOS SEXOS,Albacete,12 IMAGEN PERSONAL,104.0,MEDIO
AMBOS SEXOS,Ciudad Real,Estética y belleza,63.0,MEDIO
AMBOS SEXOS,Ciudad Real,Peluquería y cosmética capilar,41.0,MEDIO
AMBOS SEXOS,Ciudad Real,13 IMAGEN Y SONIDO,23.0,MEDIO
AMBOS SEXOS,Ciudad Real,"Vídeo, disc-jockey y sonido",23.0,MEDIO
AMBOS SEXOS,Ciudad Real,14 INDUSTRIAS ALIMENTARIAS,61.0,MEDIO
AMBOS SEXOS,Ciudad Real,Aceites de oliva y vinos,9.0,MEDIO
AMBOS SEXOS,Ciudad Real,Elaboración de productos alimenticios,4.0,MEDIO
AMBOS SEXOS,Ciudad Real,"Panadería, repostería y confitería",48.0,MEDIO
AMBOS SEXOS,Ciudad Real,15 INDUSTRIAS EXTRACTIVAS,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,Excavaciones y sondeos,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,Piedra natural,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,16 INFORMÁTICA Y COMUNICACIONES,170.0,MEDIO
AMBOS SEXOS,Ciudad Real,Sistemas microinformáticos y redes,170.0,MEDIO
AMBOS SEXOS,Ciudad Real,17 INSTALACIÓN Y MANTENIMIENTO,45.0,MEDIO
AMBOS SEXOS,Ciudad Real,Instalaciones de producción de calor,7.0,MEDIO
AMBOS SEXOS,Ciudad Real,Instalaciones frigoríficas y de climatización,13.0,MEDIO
AMBOS SEXOS,Ciudad Real,Mantenimiento electromecánico,25.0,MEDIO
AMBOS SEXOS,Ciudad Real,"18 MADERA, MUEBLE Y CORCHO",48.0,MEDIO
AMBOS SEXOS,Ciudad Real,Carpintería y mueble,26.0,MEDIO
AMBOS SEXOS,Ciudad Real,Instalación y amueblamiento,22.0,MEDIO
AMBOS SEXOS,Ciudad Real,19 MARÍTIMO-PESQUERA,39.0,MEDIO
AMBOS SEXOS,Ciudad Real,Cultivos acuícolas,13.0,MEDIO
AMBOS SEXOS,Ciudad Real,Mantenimiento y control de la maquinaria de buques y embarcaciones,16.0,MEDIO
AMBOS SEXOS,Ciudad Real,Navegación y pesca de litoral,10.0,MEDIO
AMBOS SEXOS,Ciudad Real,Operaciones subacuáticas y hiperbáricas,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,20 QUÍMICA,16.0,MEDIO
AMBOS SEXOS,Ciudad Real,Operaciones de laboratorio,16.0,MEDIO
AMBOS SEXOS,Ciudad Real,Planta química,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,21 SANIDAD,449.0,MEDIO
AMBOS SEXOS,Ciudad Real,Cuidados auxiliares de enfermería (LOGSE),332.0,MEDIO
AMBOS SEXOS,Ciudad Real,Emergencias sanitarias,21.0,MEDIO
AMBOS SEXOS,Ciudad Real,Farmacia y parafarmacia,96.0,MEDIO
AMBOS SEXOS,Ciudad Real,22 SEGURIDAD Y MEDIO AMBIENTE,0.0,MEDIO
AMBOS SEXOS,Ciudad Real,Emergencias y protección civil,0.0,MEDIO
