Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
AMBOS SEXOS,Comunidad de Madrid,IMAGEN Y SONIDO,86.6,MEDIO
AMBOS SEXOS,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,55.0,MEDIO
AMBOS SEXOS,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,80.1,MEDIO
AMBOS SEXOS,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,68.5,MEDIO
AMBOS SEXOS,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",75.0,MEDIO
AMBOS SEXOS,Comunidad de Madrid,MARÍTIMO-PESQUERA,,MEDIO
AMBOS SEXOS,Comunidad de Madrid,QUÍMICA,69.7,MEDIO
AMBOS SEXOS,Comunidad de Madrid,SANIDAD,81.1,MEDIO
AMBOS SEXOS,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,46.3,MEDIO
AMBOS SEXOS,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,78.0,MEDIO
AMBOS SEXOS,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",72.3,MEDIO
AMBOS SEXOS,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,67.3,MEDIO
AMBOS SEXOS,Comunidad de Madrid,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,84.7,MEDIO
AMBOS SEXOS,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,72.1,MEDIO
AMBOS SEXOS,Región de Murcia,AGRARIA,70.9,MEDIO
AMBOS SEXOS,Región de Murcia,ARTES GRÁFICAS,60.7,MEDIO
AMBOS SEXOS,Región de Murcia,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,Región de Murcia,COMERCIO Y MARKETING,74.7,MEDIO
AMBOS SEXOS,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,82.5,MEDIO
AMBOS SEXOS,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,67.3,MEDIO
AMBOS SEXOS,Región de Murcia,ENERGÍA Y AGUA,,MEDIO
AMBOS SEXOS,Región de Murcia,FABRICACIÓN MECÁNICA,77.2,MEDIO
AMBOS SEXOS,Región de Murcia,HOSTELERÍA Y TURISMO,63.7,MEDIO
AMBOS SEXOS,Región de Murcia,IMAGEN PERSONAL,79.6,MEDIO
AMBOS SEXOS,Región de Murcia,IMAGEN Y SONIDO,78.2,MEDIO
AMBOS SEXOS,Región de Murcia,INDUSTRIAS ALIMENTARIAS,66.9,MEDIO
AMBOS SEXOS,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,73.5,MEDIO
AMBOS SEXOS,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,70.0,MEDIO
AMBOS SEXOS,Región de Murcia,"MADERA, MUEBLE Y CORCHO",79.3,MEDIO
AMBOS SEXOS,Región de Murcia,MARÍTIMO-PESQUERA,70.5,MEDIO
AMBOS SEXOS,Región de Murcia,QUÍMICA,66.3,MEDIO
AMBOS SEXOS,Región de Murcia,SANIDAD,79.6,MEDIO
AMBOS SEXOS,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,96.2,MEDIO
AMBOS SEXOS,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,83.0,MEDIO
AMBOS SEXOS,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",63.9,MEDIO
AMBOS SEXOS,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,63.7,MEDIO
AMBOS SEXOS,Región de Murcia,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.1,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,90.4,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,AGRARIA,90.2,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ARTES GRÁFICAS,78.2,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,COMERCIO Y MARKETING,81.1,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,80.3,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,ENERGÍA Y AGUA,74.7,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,84.3,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,71.9,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,IMAGEN PERSONAL,85.1,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,IMAGEN Y SONIDO,80.1,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,79.7,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,90.8,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,90.0,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,83.2,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",85.4,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,QUÍMICA,84.4,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,SANIDAD,94.3,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.7,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",92.5,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,85.4,MEDIO
AMBOS SEXOS,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,91.8,MEDIO
AMBOS SEXOS,País Vasco,ADMINISTRACIÓN Y GESTIÓN,92.8,MEDIO
AMBOS SEXOS,País Vasco,AGRARIA,83.3,MEDIO
AMBOS SEXOS,País Vasco,ARTES GRÁFICAS,91.8,MEDIO
AMBOS SEXOS,País Vasco,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,País Vasco,COMERCIO Y MARKETING,93.3,MEDIO
AMBOS SEXOS,País Vasco,EDIFICACIÓN Y OBRA CIVIL,94.4,MEDIO
AMBOS SEXOS,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,90.1,MEDIO
AMBOS SEXOS,País Vasco,ENERGÍA Y AGUA,,MEDIO
AMBOS SEXOS,País Vasco,FABRICACIÓN MECÁNICA,91.3,MEDIO
AMBOS SEXOS,País Vasco,HOSTELERÍA Y TURISMO,90.7,MEDIO
AMBOS SEXOS,País Vasco,IMAGEN PERSONAL,96.2,MEDIO
AMBOS SEXOS,País Vasco,IMAGEN Y SONIDO,99.1,MEDIO
AMBOS SEXOS,País Vasco,INDUSTRIAS ALIMENTARIAS,92.9,MEDIO
AMBOS SEXOS,País Vasco,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,País Vasco,INFORMÁTICA Y COMUNICACIONES,92.8,MEDIO
AMBOS SEXOS,País Vasco,INSTALACIÓN Y MANTENIMIENTO,92.5,MEDIO
AMBOS SEXOS,País Vasco,"MADERA, MUEBLE Y CORCHO",87.9,MEDIO
AMBOS SEXOS,País Vasco,MARÍTIMO-PESQUERA,89.5,MEDIO
AMBOS SEXOS,País Vasco,QUÍMICA,92.3,MEDIO
AMBOS SEXOS,País Vasco,SANIDAD,87.2,MEDIO
AMBOS SEXOS,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
AMBOS SEXOS,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.4,MEDIO
AMBOS SEXOS,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",76.5,MEDIO
AMBOS SEXOS,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,90.0,MEDIO
AMBOS SEXOS,País Vasco,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,89.4,MEDIO
AMBOS SEXOS,La Rioja,ADMINISTRACIÓN Y GESTIÓN,77.7,MEDIO
AMBOS SEXOS,La Rioja,AGRARIA,69.4,MEDIO
AMBOS SEXOS,La Rioja,ARTES GRÁFICAS,81.2,MEDIO
AMBOS SEXOS,La Rioja,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,La Rioja,COMERCIO Y MARKETING,83.7,MEDIO
AMBOS SEXOS,La Rioja,EDIFICACIÓN Y OBRA CIVIL,84.0,MEDIO
AMBOS SEXOS,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,73.9,MEDIO
AMBOS SEXOS,La Rioja,ENERGÍA Y AGUA,,MEDIO
AMBOS SEXOS,La Rioja,FABRICACIÓN MECÁNICA,69.8,MEDIO
AMBOS SEXOS,La Rioja,HOSTELERÍA Y TURISMO,76.1,MEDIO
AMBOS SEXOS,La Rioja,IMAGEN PERSONAL,74.9,MEDIO
AMBOS SEXOS,La Rioja,IMAGEN Y SONIDO,,MEDIO
AMBOS SEXOS,La Rioja,INDUSTRIAS ALIMENTARIAS,83.0,MEDIO
AMBOS SEXOS,La Rioja,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,La Rioja,INFORMÁTICA Y COMUNICACIONES,82.8,MEDIO
AMBOS SEXOS,La Rioja,INSTALACIÓN Y MANTENIMIENTO,79.5,MEDIO
AMBOS SEXOS,La Rioja,"MADERA, MUEBLE Y CORCHO",72.6,MEDIO
AMBOS SEXOS,La Rioja,MARÍTIMO-PESQUERA,,MEDIO
AMBOS SEXOS,La Rioja,QUÍMICA,91.4,MEDIO
AMBOS SEXOS,La Rioja,SANIDAD,74.6,MEDIO
AMBOS SEXOS,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
AMBOS SEXOS,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.8,MEDIO
AMBOS SEXOS,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
AMBOS SEXOS,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.8,MEDIO
AMBOS SEXOS,La Rioja,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,57.2,MEDIO
AMBOS SEXOS,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,MEDIO
AMBOS SEXOS,Ceuta,AGRARIA,47.0,MEDIO
AMBOS SEXOS,Ceuta,ARTES GRÁFICAS,,MEDIO
AMBOS SEXOS,Ceuta,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,Ceuta,COMERCIO Y MARKETING,0.0,MEDIO
AMBOS SEXOS,Ceuta,EDIFICACIÓN Y OBRA CIVIL,75.8,MEDIO
AMBOS SEXOS,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,56.0,MEDIO
AMBOS SEXOS,Ceuta,ENERGÍA Y AGUA,,MEDIO
AMBOS SEXOS,Ceuta,FABRICACIÓN MECÁNICA,,MEDIO
AMBOS SEXOS,Ceuta,HOSTELERÍA Y TURISMO,57.0,MEDIO
AMBOS SEXOS,Ceuta,IMAGEN PERSONAL,65.1,MEDIO
AMBOS SEXOS,Ceuta,IMAGEN Y SONIDO,65.3,MEDIO
AMBOS SEXOS,Ceuta,INDUSTRIAS ALIMENTARIAS,82.8,MEDIO
AMBOS SEXOS,Ceuta,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,MEDIO
AMBOS SEXOS,Ceuta,INSTALACIÓN Y MANTENIMIENTO,48.3,MEDIO
AMBOS SEXOS,Ceuta,"MADERA, MUEBLE Y CORCHO",,MEDIO
AMBOS SEXOS,Ceuta,MARÍTIMO-PESQUERA,,MEDIO
AMBOS SEXOS,Ceuta,QUÍMICA,,MEDIO
AMBOS SEXOS,Ceuta,SANIDAD,44.8,MEDIO
AMBOS SEXOS,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
AMBOS SEXOS,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,72.0,MEDIO
AMBOS SEXOS,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
AMBOS SEXOS,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,41.5,MEDIO
AMBOS SEXOS,Ceuta,VIDRIO Y CERÁMICA,,MEDIO
AMBOS SEXOS,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,77.8,MEDIO
AMBOS SEXOS,Melilla,ADMINISTRACIÓN Y GESTIÓN,67.5,MEDIO
AMBOS SEXOS,Melilla,AGRARIA,71.0,MEDIO
AMBOS SEXOS,Melilla,ARTES GRÁFICAS,,MEDIO
AMBOS SEXOS,Melilla,ARTES Y ARTESANÍAS,,MEDIO
AMBOS SEXOS,Melilla,COMERCIO Y MARKETING,55.6,MEDIO
AMBOS SEXOS,Melilla,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
AMBOS SEXOS,Melilla,ELECTRICIDAD Y ELECTRÓNICA,55.9,MEDIO
AMBOS SEXOS,Melilla,ENERGÍA Y AGUA,,MEDIO
AMBOS SEXOS,Melilla,FABRICACIÓN MECÁNICA,,MEDIO
AMBOS SEXOS,Melilla,HOSTELERÍA Y TURISMO,69.5,MEDIO
AMBOS SEXOS,Melilla,IMAGEN PERSONAL,88.1,MEDIO
AMBOS SEXOS,Melilla,IMAGEN Y SONIDO,61.7,MEDIO
AMBOS SEXOS,Melilla,INDUSTRIAS ALIMENTARIAS,,MEDIO
AMBOS SEXOS,Melilla,INDUSTRIAS EXTRACTIVAS,,MEDIO
AMBOS SEXOS,Melilla,INFORMÁTICA Y COMUNICACIONES,74.2,MEDIO
AMBOS SEXOS,Melilla,INSTALACIÓN Y MANTENIMIENTO,57.4,MEDIO
AMBOS SEXOS,Melilla,"MADERA, MUEBLE Y CORCHO",,MEDIO
AMBOS SEXOS,Melilla,MARÍTIMO-PESQUERA,,MEDIO
AMBOS SEXOS,Melilla,QUÍMICA,,MEDIO
AMBOS SEXOS,Melilla,SANIDAD,67.4,MEDIO
AMBOS SEXOS,Melilla,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
AMBOS SEXOS,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,82.5,MEDIO
AMBOS SEXOS,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
AMBOS SEXOS,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,55.5,MEDIO
AMBOS SEXOS,Melilla,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,88.1,MEDIO
Hombres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,70.7,MEDIO
Hombres,Andalucía,AGRARIA,83.2,MEDIO
Hombres,Andalucía,ARTES GRÁFICAS,82.6,MEDIO
Hombres,Andalucía,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Andalucía,COMERCIO Y MARKETING,77.6,MEDIO
Hombres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,71.4,MEDIO
Hombres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,70.8,MEDIO
Hombres,Andalucía,ENERGÍA Y AGUA,100.0,MEDIO
Hombres,Andalucía,FABRICACIÓN MECÁNICA,70.2,MEDIO
Hombres,Andalucía,HOSTELERÍA Y TURISMO,71.3,MEDIO
Hombres,Andalucía,IMAGEN PERSONAL,71.5,MEDIO
Hombres,Andalucía,IMAGEN Y SONIDO,83.3,MEDIO
Hombres,Andalucía,INDUSTRIAS ALIMENTARIAS,72.6,MEDIO
Hombres,Andalucía,INDUSTRIAS EXTRACTIVAS,78.5,MEDIO
Hombres,Andalucía,INFORMÁTICA Y COMUNICACIONES,78.4,MEDIO
Hombres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,73.2,MEDIO
Hombres,Andalucía,"MADERA, MUEBLE Y CORCHO",71.1,MEDIO
Hombres,Andalucía,MARÍTIMO-PESQUERA,85.4,MEDIO
Hombres,Andalucía,QUÍMICA,69.3,MEDIO
Hombres,Andalucía,SANIDAD,87.4,MEDIO
Hombres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,89.1,MEDIO
Hombres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,82.1,MEDIO
Hombres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",73.1,MEDIO
Hombres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,71.0,MEDIO
Hombres,Andalucía,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.0,MEDIO
Hombres,Aragón,ADMINISTRACIÓN Y GESTIÓN,71.9,MEDIO
Hombres,Aragón,AGRARIA,82.0,MEDIO
Hombres,Aragón,ARTES GRÁFICAS,82.6,MEDIO
Hombres,Aragón,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Aragón,COMERCIO Y MARKETING,80.4,MEDIO
Hombres,Aragón,EDIFICACIÓN Y OBRA CIVIL,73.8,MEDIO
Hombres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,70.8,MEDIO
Hombres,Aragón,ENERGÍA Y AGUA,,MEDIO
Hombres,Aragón,FABRICACIÓN MECÁNICA,72.9,MEDIO
Hombres,Aragón,HOSTELERÍA Y TURISMO,77.3,MEDIO
Hombres,Aragón,IMAGEN PERSONAL,81.5,MEDIO
Hombres,Aragón,IMAGEN Y SONIDO,88.8,MEDIO
Hombres,Aragón,INDUSTRIAS ALIMENTARIAS,66.2,MEDIO
Hombres,Aragón,INDUSTRIAS EXTRACTIVAS,92.6,MEDIO
Hombres,Aragón,INFORMÁTICA Y COMUNICACIONES,84.4,MEDIO
Hombres,Aragón,INSTALACIÓN Y MANTENIMIENTO,77.4,MEDIO
Hombres,Aragón,"MADERA, MUEBLE Y CORCHO",80.5,MEDIO
Hombres,Aragón,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Aragón,QUÍMICA,71.6,MEDIO
Hombres,Aragón,SANIDAD,81.5,MEDIO
Hombres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,86.8,MEDIO
Hombres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,78.9,MEDIO
Hombres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",74.6,MEDIO
Hombres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,67.8,MEDIO
Hombres,Aragón,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,52.1,MEDIO
Hombres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,59.6,MEDIO
Hombres,Principado de Asturias,AGRARIA,72.8,MEDIO
Hombres,Principado de Asturias,ARTES GRÁFICAS,58.2,MEDIO
Hombres,Principado de Asturias,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Principado de Asturias,COMERCIO Y MARKETING,69.6,MEDIO
Hombres,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
Hombres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,62.8,MEDIO
Hombres,Principado de Asturias,ENERGÍA Y AGUA,,MEDIO
Hombres,Principado de Asturias,FABRICACIÓN MECÁNICA,68.1,MEDIO
Hombres,Principado de Asturias,HOSTELERÍA Y TURISMO,63.1,MEDIO
Hombres,Principado de Asturias,IMAGEN PERSONAL,50.5,MEDIO
Hombres,Principado de Asturias,IMAGEN Y SONIDO,88.3,MEDIO
Hombres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,68.3,MEDIO
Hombres,Principado de Asturias,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,73.7,MEDIO
Hombres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,66.6,MEDIO
Hombres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",64.7,MEDIO
Hombres,Principado de Asturias,MARÍTIMO-PESQUERA,72.0,MEDIO
Hombres,Principado de Asturias,QUÍMICA,55.4,MEDIO
Hombres,Principado de Asturias,SANIDAD,84.7,MEDIO
Hombres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,63.9,MEDIO
Hombres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",65.7,MEDIO
Hombres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.7,MEDIO
Hombres,Principado de Asturias,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,86.3,MEDIO
Hombres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,79.0,MEDIO
Hombres,Islas Baleares,AGRARIA,80.1,MEDIO
Hombres,Islas Baleares,ARTES GRÁFICAS,87.6,MEDIO
Hombres,Islas Baleares,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Islas Baleares,COMERCIO Y MARKETING,79.5,MEDIO
Hombres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,69.1,MEDIO
Hombres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,75.6,MEDIO
Hombres,Islas Baleares,ENERGÍA Y AGUA,,MEDIO
Hombres,Islas Baleares,FABRICACIÓN MECÁNICA,74.5,MEDIO
Hombres,Islas Baleares,HOSTELERÍA Y TURISMO,80.5,MEDIO
Hombres,Islas Baleares,IMAGEN PERSONAL,89.4,MEDIO
Hombres,Islas Baleares,IMAGEN Y SONIDO,86.8,MEDIO
Hombres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,86.7,MEDIO
Hombres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,85.7,MEDIO
Hombres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,76.9,MEDIO
Hombres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",78.7,MEDIO
Hombres,Islas Baleares,MARÍTIMO-PESQUERA,70.8,MEDIO
Hombres,Islas Baleares,QUÍMICA,,MEDIO
Hombres,Islas Baleares,SANIDAD,87.1,MEDIO
Hombres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,96.3,MEDIO
Hombres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.3,MEDIO
Hombres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Hombres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,87.2,MEDIO
Hombres,Islas Baleares,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,MEDIO
Hombres,Canarias,ADMINISTRACIÓN Y GESTIÓN,69.3,MEDIO
Hombres,Canarias,AGRARIA,77.9,MEDIO
Hombres,Canarias,ARTES GRÁFICAS,57.9,MEDIO
Hombres,Canarias,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Canarias,COMERCIO Y MARKETING,78.4,MEDIO
Hombres,Canarias,EDIFICACIÓN Y OBRA CIVIL,77.2,MEDIO
Hombres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,70.0,MEDIO
Hombres,Canarias,ENERGÍA Y AGUA,59.9,MEDIO
Hombres,Canarias,FABRICACIÓN MECÁNICA,78.3,MEDIO
Hombres,Canarias,HOSTELERÍA Y TURISMO,69.3,MEDIO
Hombres,Canarias,IMAGEN PERSONAL,61.9,MEDIO
Hombres,Canarias,IMAGEN Y SONIDO,74.0,MEDIO
Hombres,Canarias,INDUSTRIAS ALIMENTARIAS,69.2,MEDIO
Hombres,Canarias,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Canarias,INFORMÁTICA Y COMUNICACIONES,69.9,MEDIO
Hombres,Canarias,INSTALACIÓN Y MANTENIMIENTO,75.7,MEDIO
Hombres,Canarias,"MADERA, MUEBLE Y CORCHO",71.1,MEDIO
Hombres,Canarias,MARÍTIMO-PESQUERA,79.0,MEDIO
Hombres,Canarias,QUÍMICA,78.3,MEDIO
Hombres,Canarias,SANIDAD,85.7,MEDIO
Hombres,Canarias,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,80.6,MEDIO
Hombres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",70.8,MEDIO
Hombres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.5,MEDIO
Hombres,Canarias,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,92.0,MEDIO
Hombres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,83.5,MEDIO
Hombres,Cantabria,AGRARIA,74.8,MEDIO
Hombres,Cantabria,ARTES GRÁFICAS,90.4,MEDIO
Hombres,Cantabria,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Cantabria,COMERCIO Y MARKETING,83.9,MEDIO
Hombres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,93.2,MEDIO
Hombres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,80.9,MEDIO
Hombres,Cantabria,ENERGÍA Y AGUA,,MEDIO
Hombres,Cantabria,FABRICACIÓN MECÁNICA,78.7,MEDIO
Hombres,Cantabria,HOSTELERÍA Y TURISMO,82.7,MEDIO
Hombres,Cantabria,IMAGEN PERSONAL,84.4,MEDIO
Hombres,Cantabria,IMAGEN Y SONIDO,,MEDIO
Hombres,Cantabria,INDUSTRIAS ALIMENTARIAS,83.3,MEDIO
Hombres,Cantabria,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Cantabria,INFORMÁTICA Y COMUNICACIONES,86.7,MEDIO
Hombres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,82.5,MEDIO
Hombres,Cantabria,"MADERA, MUEBLE Y CORCHO",83.3,MEDIO
Hombres,Cantabria,MARÍTIMO-PESQUERA,76.9,MEDIO
Hombres,Cantabria,QUÍMICA,85.8,MEDIO
Hombres,Cantabria,SANIDAD,91.3,MEDIO
Hombres,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,82.9,MEDIO
