Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Hombres,Extremadura,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Extremadura,COMERCIO Y MARKETING,76.9,MEDIO
Hombres,Extremadura,EDIFICACIÓN Y OBRA CIVIL,75.5,MEDIO
Hombres,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,70.9,MEDIO
Hombres,Extremadura,ENERGÍA Y AGUA,,MEDIO
Hombres,Extremadura,FABRICACIÓN MECÁNICA,77.5,MEDIO
Hombres,Extremadura,HOSTELERÍA Y TURISMO,63.4,MEDIO
Hombres,Extremadura,IMAGEN PERSONAL,86.6,MEDIO
Hombres,Extremadura,IMAGEN Y SONIDO,,MEDIO
Hombres,Extremadura,INDUSTRIAS ALIMENTARIAS,81.1,MEDIO
Hombres,Extremadura,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Extremadura,INFORMÁTICA Y COMUNICACIONES,82.3,MEDIO
Hombres,Extremadura,INSTALACIÓN Y MANTENIMIENTO,71.8,MEDIO
Hombres,Extremadura,"MADERA, MUEBLE Y CORCHO",74.1,MEDIO
Hombres,Extremadura,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Extremadura,QUÍMICA,82.7,MEDIO
Hombres,Extremadura,SANIDAD,83.2,MEDIO
Hombres,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,88.1,MEDIO
Hombres,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,83.1,MEDIO
Hombres,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Hombres,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,68.7,MEDIO
Hombres,Extremadura,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,85.1,MEDIO
Hombres,Galicia,ADMINISTRACIÓN Y GESTIÓN,69.9,MEDIO
Hombres,Galicia,AGRARIA,84.8,MEDIO
Hombres,Galicia,ARTES GRÁFICAS,74.5,MEDIO
Hombres,Galicia,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Galicia,COMERCIO Y MARKETING,80.2,MEDIO
Hombres,Galicia,EDIFICACIÓN Y OBRA CIVIL,68.5,MEDIO
Hombres,Galicia,ELECTRICIDAD Y ELECTRÓNICA,71.8,MEDIO
Hombres,Galicia,ENERGÍA Y AGUA,100.0,MEDIO
Hombres,Galicia,FABRICACIÓN MECÁNICA,70.5,MEDIO
Hombres,Galicia,HOSTELERÍA Y TURISMO,75.6,MEDIO
Hombres,Galicia,IMAGEN PERSONAL,72.2,MEDIO
Hombres,Galicia,IMAGEN Y SONIDO,77.4,MEDIO
Hombres,Galicia,INDUSTRIAS ALIMENTARIAS,78.0,MEDIO
Hombres,Galicia,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Galicia,INFORMÁTICA Y COMUNICACIONES,75.9,MEDIO
Hombres,Galicia,INSTALACIÓN Y MANTENIMIENTO,68.9,MEDIO
Hombres,Galicia,"MADERA, MUEBLE Y CORCHO",77.6,MEDIO
Hombres,Galicia,MARÍTIMO-PESQUERA,81.6,MEDIO
Hombres,Galicia,QUÍMICA,70.8,MEDIO
Hombres,Galicia,SANIDAD,83.8,MEDIO
Hombres,Galicia,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,89.3,MEDIO
Hombres,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",69.4,MEDIO
Hombres,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,74.5,MEDIO
Hombres,Galicia,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,82.7,MEDIO
Hombres,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,73.6,MEDIO
Hombres,Comunidad de Madrid,AGRARIA,62.4,MEDIO
Hombres,Comunidad de Madrid,ARTES GRÁFICAS,78.6,MEDIO
Hombres,Comunidad de Madrid,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Comunidad de Madrid,COMERCIO Y MARKETING,81.9,MEDIO
Hombres,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,88.2,MEDIO
Hombres,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,72.7,MEDIO
Hombres,Comunidad de Madrid,ENERGÍA Y AGUA,41.6,MEDIO
Hombres,Comunidad de Madrid,FABRICACIÓN MECÁNICA,55.9,MEDIO
Hombres,Comunidad de Madrid,HOSTELERÍA Y TURISMO,69.8,MEDIO
Hombres,Comunidad de Madrid,IMAGEN PERSONAL,66.1,MEDIO
Hombres,Comunidad de Madrid,IMAGEN Y SONIDO,86.6,MEDIO
Hombres,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,59.3,MEDIO
Hombres,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,80.4,MEDIO
Hombres,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,68.3,MEDIO
Hombres,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",73.2,MEDIO
Hombres,Comunidad de Madrid,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Comunidad de Madrid,QUÍMICA,66.5,MEDIO
Hombres,Comunidad de Madrid,SANIDAD,79.3,MEDIO
Hombres,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,48.1,MEDIO
Hombres,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,70.9,MEDIO
Hombres,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",74.5,MEDIO
Hombres,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,67.3,MEDIO
Hombres,Comunidad de Madrid,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,85.0,MEDIO
Hombres,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,69.2,MEDIO
Hombres,Región de Murcia,AGRARIA,66.6,MEDIO
Hombres,Región de Murcia,ARTES GRÁFICAS,62.4,MEDIO
Hombres,Región de Murcia,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Región de Murcia,COMERCIO Y MARKETING,70.3,MEDIO
Hombres,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,76.5,MEDIO
Hombres,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,67.2,MEDIO
Hombres,Región de Murcia,ENERGÍA Y AGUA,,MEDIO
Hombres,Región de Murcia,FABRICACIÓN MECÁNICA,76.3,MEDIO
Hombres,Región de Murcia,HOSTELERÍA Y TURISMO,59.8,MEDIO
Hombres,Región de Murcia,IMAGEN PERSONAL,67.0,MEDIO
Hombres,Región de Murcia,IMAGEN Y SONIDO,73.5,MEDIO
Hombres,Región de Murcia,INDUSTRIAS ALIMENTARIAS,64.4,MEDIO
Hombres,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,74.3,MEDIO
Hombres,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,69.9,MEDIO
Hombres,Región de Murcia,"MADERA, MUEBLE Y CORCHO",77.0,MEDIO
Hombres,Región de Murcia,MARÍTIMO-PESQUERA,69.0,MEDIO
Hombres,Región de Murcia,QUÍMICA,54.3,MEDIO
Hombres,Región de Murcia,SANIDAD,80.6,MEDIO
Hombres,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,96.0,MEDIO
Hombres,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,77.9,MEDIO
Hombres,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",83.0,MEDIO
Hombres,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,63.3,MEDIO
Hombres,Región de Murcia,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,87.1,MEDIO
Hombres,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,88.1,MEDIO
Hombres,Comunidad Foral de Navarra,AGRARIA,88.7,MEDIO
Hombres,Comunidad Foral de Navarra,ARTES GRÁFICAS,72.5,MEDIO
Hombres,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Comunidad Foral de Navarra,COMERCIO Y MARKETING,78.6,MEDIO
Hombres,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
Hombres,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,80.1,MEDIO
Hombres,Comunidad Foral de Navarra,ENERGÍA Y AGUA,73.1,MEDIO
Hombres,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,84.4,MEDIO
Hombres,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,70.7,MEDIO
Hombres,Comunidad Foral de Navarra,IMAGEN PERSONAL,73.7,MEDIO
Hombres,Comunidad Foral de Navarra,IMAGEN Y SONIDO,79.9,MEDIO
Hombres,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,79.9,MEDIO
Hombres,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,90.4,MEDIO
Hombres,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,90.0,MEDIO
Hombres,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,83.4,MEDIO
Hombres,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",83.8,MEDIO
Hombres,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Comunidad Foral de Navarra,QUÍMICA,82.8,MEDIO
Hombres,Comunidad Foral de Navarra,SANIDAD,95.2,MEDIO
Hombres,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,80.4,MEDIO
Hombres,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",95.8,MEDIO
Hombres,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,84.7,MEDIO
Hombres,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,MEDIO
Hombres,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,91.9,MEDIO
Hombres,País Vasco,ADMINISTRACIÓN Y GESTIÓN,92.2,MEDIO
Hombres,País Vasco,AGRARIA,82.6,MEDIO
Hombres,País Vasco,ARTES GRÁFICAS,89.8,MEDIO
Hombres,País Vasco,ARTES Y ARTESANÍAS,,MEDIO
Hombres,País Vasco,COMERCIO Y MARKETING,92.6,MEDIO
Hombres,País Vasco,EDIFICACIÓN Y OBRA CIVIL,95.4,MEDIO
Hombres,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,90.3,MEDIO
Hombres,País Vasco,ENERGÍA Y AGUA,,MEDIO
Hombres,País Vasco,FABRICACIÓN MECÁNICA,91.2,MEDIO
Hombres,País Vasco,HOSTELERÍA Y TURISMO,90.2,MEDIO
Hombres,País Vasco,IMAGEN PERSONAL,93.3,MEDIO
Hombres,País Vasco,IMAGEN Y SONIDO,98.8,MEDIO
Hombres,País Vasco,INDUSTRIAS ALIMENTARIAS,93.0,MEDIO
Hombres,País Vasco,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,País Vasco,INFORMÁTICA Y COMUNICACIONES,92.7,MEDIO
Hombres,País Vasco,INSTALACIÓN Y MANTENIMIENTO,92.4,MEDIO
Hombres,País Vasco,"MADERA, MUEBLE Y CORCHO",86.7,MEDIO
Hombres,País Vasco,MARÍTIMO-PESQUERA,89.4,MEDIO
Hombres,País Vasco,QUÍMICA,93.1,MEDIO
Hombres,País Vasco,SANIDAD,87.6,MEDIO
Hombres,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.5,MEDIO
Hombres,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",66.7,MEDIO
Hombres,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,90.0,MEDIO
Hombres,País Vasco,VIDRIO Y CERÁMICA,,MEDIO
Hombres,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,87.0,MEDIO
Hombres,La Rioja,ADMINISTRACIÓN Y GESTIÓN,76.1,MEDIO
Hombres,La Rioja,AGRARIA,67.4,MEDIO
Hombres,La Rioja,ARTES GRÁFICAS,83.8,MEDIO
Hombres,La Rioja,ARTES Y ARTESANÍAS,,MEDIO
Hombres,La Rioja,COMERCIO Y MARKETING,80.9,MEDIO
Hombres,La Rioja,EDIFICACIÓN Y OBRA CIVIL,86.6,MEDIO
Hombres,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,74.3,MEDIO
Hombres,La Rioja,ENERGÍA Y AGUA,,MEDIO
Hombres,La Rioja,FABRICACIÓN MECÁNICA,70.3,MEDIO
Hombres,La Rioja,HOSTELERÍA Y TURISMO,76.2,MEDIO
Hombres,La Rioja,IMAGEN PERSONAL,78.9,MEDIO
Hombres,La Rioja,IMAGEN Y SONIDO,,MEDIO
Hombres,La Rioja,INDUSTRIAS ALIMENTARIAS,84.8,MEDIO
Hombres,La Rioja,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,La Rioja,INFORMÁTICA Y COMUNICACIONES,83.8,MEDIO
Hombres,La Rioja,INSTALACIÓN Y MANTENIMIENTO,80.3,MEDIO
Hombres,La Rioja,"MADERA, MUEBLE Y CORCHO",70.5,MEDIO
Hombres,La Rioja,MARÍTIMO-PESQUERA,,MEDIO
Hombres,La Rioja,QUÍMICA,95.8,MEDIO
Hombres,La Rioja,SANIDAD,68.6,MEDIO
Hombres,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,83.2,MEDIO
Hombres,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Hombres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,76.0,MEDIO
Hombres,La Rioja,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,62.0,MEDIO
Hombres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,0.0,MEDIO
Hombres,Ceuta,AGRARIA,47.7,MEDIO
Hombres,Ceuta,ARTES GRÁFICAS,,MEDIO
Hombres,Ceuta,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Ceuta,COMERCIO Y MARKETING,0.0,MEDIO
Hombres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,76.6,MEDIO
Hombres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,56.0,MEDIO
Hombres,Ceuta,ENERGÍA Y AGUA,,MEDIO
Hombres,Ceuta,FABRICACIÓN MECÁNICA,,MEDIO
Hombres,Ceuta,HOSTELERÍA Y TURISMO,50.7,MEDIO
Hombres,Ceuta,IMAGEN PERSONAL,63.3,MEDIO
Hombres,Ceuta,IMAGEN Y SONIDO,62.1,MEDIO
Hombres,Ceuta,INDUSTRIAS ALIMENTARIAS,50.0,MEDIO
Hombres,Ceuta,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Ceuta,INFORMÁTICA Y COMUNICACIONES,0.0,MEDIO
Hombres,Ceuta,INSTALACIÓN Y MANTENIMIENTO,48.3,MEDIO
Hombres,Ceuta,"MADERA, MUEBLE Y CORCHO",,MEDIO
Hombres,Ceuta,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Ceuta,QUÍMICA,,MEDIO
Hombres,Ceuta,SANIDAD,28.5,MEDIO
Hombres,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,75.0,MEDIO
Hombres,Ceuta,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Hombres,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,41.5,MEDIO
Hombres,Ceuta,VIDRIO Y CERÁMICA,,MEDIO
Hombres,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,80.4,MEDIO
Hombres,Melilla,ADMINISTRACIÓN Y GESTIÓN,82.3,MEDIO
Hombres,Melilla,AGRARIA,71.6,MEDIO
Hombres,Melilla,ARTES GRÁFICAS,,MEDIO
Hombres,Melilla,ARTES Y ARTESANÍAS,,MEDIO
Hombres,Melilla,COMERCIO Y MARKETING,54.3,MEDIO
Hombres,Melilla,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
Hombres,Melilla,ELECTRICIDAD Y ELECTRÓNICA,54.5,MEDIO
Hombres,Melilla,ENERGÍA Y AGUA,,MEDIO
Hombres,Melilla,FABRICACIÓN MECÁNICA,,MEDIO
Hombres,Melilla,HOSTELERÍA Y TURISMO,68.1,MEDIO
Hombres,Melilla,IMAGEN PERSONAL,84.6,MEDIO
Hombres,Melilla,IMAGEN Y SONIDO,65.3,MEDIO
Hombres,Melilla,INDUSTRIAS ALIMENTARIAS,,MEDIO
Hombres,Melilla,INDUSTRIAS EXTRACTIVAS,,MEDIO
Hombres,Melilla,INFORMÁTICA Y COMUNICACIONES,75.6,MEDIO
Hombres,Melilla,INSTALACIÓN Y MANTENIMIENTO,55.6,MEDIO
Hombres,Melilla,"MADERA, MUEBLE Y CORCHO",,MEDIO
Hombres,Melilla,MARÍTIMO-PESQUERA,,MEDIO
Hombres,Melilla,QUÍMICA,,MEDIO
Hombres,Melilla,SANIDAD,68.0,MEDIO
Hombres,Melilla,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Hombres,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.9,MEDIO
Hombres,Melilla,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Hombres,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,54.9,MEDIO
Hombres,Melilla,VIDRIO Y CERÁMICA,,MEDIO
Mujeres,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,90.1,MEDIO
Mujeres,Andalucía,ADMINISTRACIÓN Y GESTIÓN,76.6,MEDIO
Mujeres,Andalucía,AGRARIA,84.9,MEDIO
Mujeres,Andalucía,ARTES GRÁFICAS,78.5,MEDIO
Mujeres,Andalucía,ARTES Y ARTESANÍAS,,MEDIO
Mujeres,Andalucía,COMERCIO Y MARKETING,80.5,MEDIO
Mujeres,Andalucía,EDIFICACIÓN Y OBRA CIVIL,83.8,MEDIO
Mujeres,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,71.0,MEDIO
Mujeres,Andalucía,ENERGÍA Y AGUA,100.0,MEDIO
Mujeres,Andalucía,FABRICACIÓN MECÁNICA,80.1,MEDIO
Mujeres,Andalucía,HOSTELERÍA Y TURISMO,80.4,MEDIO
Mujeres,Andalucía,IMAGEN PERSONAL,78.7,MEDIO
Mujeres,Andalucía,IMAGEN Y SONIDO,80.6,MEDIO
Mujeres,Andalucía,INDUSTRIAS ALIMENTARIAS,83.5,MEDIO
Mujeres,Andalucía,INDUSTRIAS EXTRACTIVAS,100.0,MEDIO
Mujeres,Andalucía,INFORMÁTICA Y COMUNICACIONES,75.8,MEDIO
Mujeres,Andalucía,INSTALACIÓN Y MANTENIMIENTO,58.4,MEDIO
Mujeres,Andalucía,"MADERA, MUEBLE Y CORCHO",80.8,MEDIO
Mujeres,Andalucía,MARÍTIMO-PESQUERA,76.0,MEDIO
Mujeres,Andalucía,QUÍMICA,73.0,MEDIO
Mujeres,Andalucía,SANIDAD,89.4,MEDIO
Mujeres,Andalucía,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO
Mujeres,Andalucía,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,87.5,MEDIO
Mujeres,Andalucía,"TEXTIL, CONFECCIÓN Y PIEL",86.1,MEDIO
Mujeres,Andalucía,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,65.6,MEDIO
Mujeres,Andalucía,VIDRIO Y CERÁMICA,,MEDIO
Mujeres,Aragón,ACTIVIDADES FÍSICAS Y DEPORTIVAS,83.9,MEDIO
Mujeres,Aragón,ADMINISTRACIÓN Y GESTIÓN,73.4,MEDIO
Mujeres,Aragón,AGRARIA,84.4,MEDIO
Mujeres,Aragón,ARTES GRÁFICAS,86.5,MEDIO
Mujeres,Aragón,ARTES Y ARTESANÍAS,,MEDIO
Mujeres,Aragón,COMERCIO Y MARKETING,77.8,MEDIO
Mujeres,Aragón,EDIFICACIÓN Y OBRA CIVIL,85.0,MEDIO
Mujeres,Aragón,ELECTRICIDAD Y ELECTRÓNICA,69.7,MEDIO
Mujeres,Aragón,ENERGÍA Y AGUA,,MEDIO
Mujeres,Aragón,FABRICACIÓN MECÁNICA,67.9,MEDIO
Mujeres,Aragón,HOSTELERÍA Y TURISMO,77.6,MEDIO
Mujeres,Aragón,IMAGEN PERSONAL,86.3,MEDIO
Mujeres,Aragón,IMAGEN Y SONIDO,90.4,MEDIO
Mujeres,Aragón,INDUSTRIAS ALIMENTARIAS,77.2,MEDIO
Mujeres,Aragón,INDUSTRIAS EXTRACTIVAS,,MEDIO
Mujeres,Aragón,INFORMÁTICA Y COMUNICACIONES,82.2,MEDIO
Mujeres,Aragón,INSTALACIÓN Y MANTENIMIENTO,75.0,MEDIO
Mujeres,Aragón,"MADERA, MUEBLE Y CORCHO",66.7,MEDIO
Mujeres,Aragón,MARÍTIMO-PESQUERA,,MEDIO
Mujeres,Aragón,QUÍMICA,66.0,MEDIO
Mujeres,Aragón,SANIDAD,71.7,MEDIO
Mujeres,Aragón,SEGURIDAD Y MEDIO AMBIENTE,65.6,MEDIO
Mujeres,Aragón,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,85.1,MEDIO
Mujeres,Aragón,"TEXTIL, CONFECCIÓN Y PIEL",83.2,MEDIO
Mujeres,Aragón,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.0,MEDIO
Mujeres,Aragón,VIDRIO Y CERÁMICA,,MEDIO
Mujeres,Principado de Asturias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,55.8,MEDIO
Mujeres,Principado de Asturias,ADMINISTRACIÓN Y GESTIÓN,64.2,MEDIO
Mujeres,Principado de Asturias,AGRARIA,66.1,MEDIO
Mujeres,Principado de Asturias,ARTES GRÁFICAS,61.5,MEDIO
Mujeres,Principado de Asturias,ARTES Y ARTESANÍAS,,MEDIO
Mujeres,Principado de Asturias,COMERCIO Y MARKETING,65.3,MEDIO
Mujeres,Principado de Asturias,EDIFICACIÓN Y OBRA CIVIL,,MEDIO
Mujeres,Principado de Asturias,ELECTRICIDAD Y ELECTRÓNICA,92.3,MEDIO
Mujeres,Principado de Asturias,ENERGÍA Y AGUA,,MEDIO
Mujeres,Principado de Asturias,FABRICACIÓN MECÁNICA,66.1,MEDIO
Mujeres,Principado de Asturias,HOSTELERÍA Y TURISMO,63.1,MEDIO
Mujeres,Principado de Asturias,IMAGEN PERSONAL,72.1,MEDIO
Mujeres,Principado de Asturias,IMAGEN Y SONIDO,75.0,MEDIO
Mujeres,Principado de Asturias,INDUSTRIAS ALIMENTARIAS,77.1,MEDIO
Mujeres,Principado de Asturias,INDUSTRIAS EXTRACTIVAS,,MEDIO
Mujeres,Principado de Asturias,INFORMÁTICA Y COMUNICACIONES,82.2,MEDIO
Mujeres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,68.8,MEDIO
Mujeres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",75.4,MEDIO
Mujeres,Principado de Asturias,MARÍTIMO-PESQUERA,78.4,MEDIO
Mujeres,Principado de Asturias,QUÍMICA,80.3,MEDIO
Mujeres,Principado de Asturias,SANIDAD,89.3,MEDIO
Mujeres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,,MEDIO
Mujeres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,81.6,MEDIO
Mujeres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",61.8,MEDIO
Mujeres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,66.7,MEDIO
Mujeres,Principado de Asturias,VIDRIO Y CERÁMICA,,MEDIO
Mujeres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,87.4,MEDIO
Mujeres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,86.0,MEDIO
Mujeres,Islas Baleares,AGRARIA,88.1,MEDIO
Mujeres,Islas Baleares,ARTES GRÁFICAS,89.7,MEDIO
Mujeres,Islas Baleares,ARTES Y ARTESANÍAS,,MEDIO
Mujeres,Islas Baleares,COMERCIO Y MARKETING,81.8,MEDIO
Mujeres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,84.9,MEDIO
Mujeres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,78.0,MEDIO
Mujeres,Islas Baleares,ENERGÍA Y AGUA,,MEDIO
Mujeres,Islas Baleares,FABRICACIÓN MECÁNICA,100.0,MEDIO
Mujeres,Islas Baleares,HOSTELERÍA Y TURISMO,84.6,MEDIO
Mujeres,Islas Baleares,IMAGEN PERSONAL,87.8,MEDIO
Mujeres,Islas Baleares,IMAGEN Y SONIDO,93.7,MEDIO
Mujeres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,91.6,MEDIO
Mujeres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,MEDIO
Mujeres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,84.0,MEDIO
Mujeres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,,MEDIO
Mujeres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",87.0,MEDIO
Mujeres,Islas Baleares,MARÍTIMO-PESQUERA,79.2,MEDIO
Mujeres,Islas Baleares,QUÍMICA,,MEDIO
Mujeres,Islas Baleares,SANIDAD,89.0,MEDIO
Mujeres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,100.0,MEDIO
Mujeres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,94.1,MEDIO
Mujeres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,MEDIO
Mujeres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,83.3,MEDIO
Mujeres,Islas Baleares,VIDRIO Y CERÁMICA,,MEDIO
Mujeres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,MEDIO
Mujeres,Canarias,ADMINISTRACIÓN Y GESTIÓN,74.8,MEDIO
Mujeres,Canarias,AGRARIA,83.1,MEDIO
Mujeres,Canarias,ARTES GRÁFICAS,83.5,MEDIO
Mujeres,Canarias,ARTES Y ARTESANÍAS,,MEDIO
Mujeres,Canarias,COMERCIO Y MARKETING,83.9,MEDIO
Mujeres,Canarias,EDIFICACIÓN Y OBRA CIVIL,62.9,MEDIO
Mujeres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,51.3,MEDIO
Mujeres,Canarias,ENERGÍA Y AGUA,63.6,MEDIO
Mujeres,Canarias,FABRICACIÓN MECÁNICA,76.5,MEDIO
Mujeres,Canarias,HOSTELERÍA Y TURISMO,78.6,MEDIO
Mujeres,Canarias,IMAGEN PERSONAL,77.2,MEDIO
