Sexo,Comunidad autónoma,Familia profesional,Porcentajes total de módulos aprobados,nivel_educativo
Hombres,Principado de Asturias,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Principado de Asturias,"MADERA, MUEBLE Y CORCHO",67.8,BASICO
Hombres,Principado de Asturias,MARÍTIMO-PESQUERA,,BASICO
Hombres,Principado de Asturias,QUÍMICA,,BASICO
Hombres,Principado de Asturias,SANIDAD,,BASICO
Hombres,Principado de Asturias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Principado de Asturias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Principado de Asturias,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Principado de Asturias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,61.3,BASICO
Hombres,Principado de Asturias,VIDRIO Y CERÁMICA,,BASICO
Hombres,Islas Baleares,ACTIVIDADES FÍSICAS Y DEPORTIVAS,80.5,BASICO
Hombres,Islas Baleares,ADMINISTRACIÓN Y GESTIÓN,75.6,BASICO
Hombres,Islas Baleares,AGRARIA,76.3,BASICO
Hombres,Islas Baleares,ARTES GRÁFICAS,100.0,BASICO
Hombres,Islas Baleares,ARTES Y ARTESANÍAS,,BASICO
Hombres,Islas Baleares,COMERCIO Y MARKETING,77.0,BASICO
Hombres,Islas Baleares,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Islas Baleares,ELECTRICIDAD Y ELECTRÓNICA,80.9,BASICO
Hombres,Islas Baleares,ENERGÍA Y AGUA,,BASICO
Hombres,Islas Baleares,FABRICACIÓN MECÁNICA,75.0,BASICO
Hombres,Islas Baleares,HOSTELERÍA Y TURISMO,77.8,BASICO
Hombres,Islas Baleares,IMAGEN PERSONAL,72.3,BASICO
Hombres,Islas Baleares,IMAGEN Y SONIDO,,BASICO
Hombres,Islas Baleares,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Islas Baleares,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Islas Baleares,INFORMÁTICA Y COMUNICACIONES,78.3,BASICO
Hombres,Islas Baleares,INSTALACIÓN Y MANTENIMIENTO,80.6,BASICO
Hombres,Islas Baleares,"MADERA, MUEBLE Y CORCHO",51.8,BASICO
Hombres,Islas Baleares,MARÍTIMO-PESQUERA,,BASICO
Hombres,Islas Baleares,QUÍMICA,,BASICO
Hombres,Islas Baleares,SANIDAD,,BASICO
Hombres,Islas Baleares,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Islas Baleares,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Islas Baleares,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Islas Baleares,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.6,BASICO
Hombres,Islas Baleares,VIDRIO Y CERÁMICA,,BASICO
Hombres,Canarias,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Canarias,ADMINISTRACIÓN Y GESTIÓN,64.2,BASICO
Hombres,Canarias,AGRARIA,66.2,BASICO
Hombres,Canarias,ARTES GRÁFICAS,,BASICO
Hombres,Canarias,ARTES Y ARTESANÍAS,,BASICO
Hombres,Canarias,COMERCIO Y MARKETING,72.9,BASICO
Hombres,Canarias,EDIFICACIÓN Y OBRA CIVIL,64.6,BASICO
Hombres,Canarias,ELECTRICIDAD Y ELECTRÓNICA,62.3,BASICO
Hombres,Canarias,ENERGÍA Y AGUA,,BASICO
Hombres,Canarias,FABRICACIÓN MECÁNICA,61.2,BASICO
Hombres,Canarias,HOSTELERÍA Y TURISMO,69.7,BASICO
Hombres,Canarias,IMAGEN PERSONAL,60.6,BASICO
Hombres,Canarias,IMAGEN Y SONIDO,,BASICO
Hombres,Canarias,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Canarias,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Canarias,INFORMÁTICA Y COMUNICACIONES,68.9,BASICO
Hombres,Canarias,INSTALACIÓN Y MANTENIMIENTO,67.6,BASICO
Hombres,Canarias,"MADERA, MUEBLE Y CORCHO",68.9,BASICO
Hombres,Canarias,MARÍTIMO-PESQUERA,,BASICO
Hombres,Canarias,QUÍMICA,,BASICO
Hombres,Canarias,SANIDAD,,BASICO
Hombres,Canarias,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Canarias,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,71.8,BASICO
Hombres,Canarias,"TEXTIL, CONFECCIÓN Y PIEL",77.7,BASICO
Hombres,Canarias,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,62.4,BASICO
Hombres,Canarias,VIDRIO Y CERÁMICA,,BASICO
Hombres,Cantabria,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Cantabria,ADMINISTRACIÓN Y GESTIÓN,86.4,BASICO
Hombres,Cantabria,AGRARIA,90.3,BASICO
Hombres,Cantabria,ARTES GRÁFICAS,94.0,BASICO
Hombres,Cantabria,ARTES Y ARTESANÍAS,,BASICO
Hombres,Cantabria,COMERCIO Y MARKETING,100.0,BASICO
Hombres,Cantabria,EDIFICACIÓN Y OBRA CIVIL,100.0,BASICO
Hombres,Cantabria,ELECTRICIDAD Y ELECTRÓNICA,79.3,BASICO
Hombres,Cantabria,ENERGÍA Y AGUA,,BASICO
Hombres,Cantabria,FABRICACIÓN MECÁNICA,71.6,BASICO
Hombres,Cantabria,HOSTELERÍA Y TURISMO,75.4,BASICO
Hombres,Cantabria,IMAGEN PERSONAL,0.0,BASICO
Hombres,Cantabria,IMAGEN Y SONIDO,,BASICO
Hombres,Cantabria,INDUSTRIAS ALIMENTARIAS,80.0,BASICO
Hombres,Cantabria,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Cantabria,INFORMÁTICA Y COMUNICACIONES,92.5,BASICO
Hombres,Cantabria,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Cantabria,"MADERA, MUEBLE Y CORCHO",87.4,BASICO
Hombres,Cantabria,MARÍTIMO-PESQUERA,,BASICO
Hombres,Cantabria,QUÍMICA,,BASICO
Hombres,Cantabria,SANIDAD,,BASICO
Hombres,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Cantabria,"TEXTIL, CONFECCIÓN Y PIEL",81.8,BASICO
Hombres,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,71.8,BASICO
Hombres,Cantabria,VIDRIO Y CERÁMICA,,BASICO
Hombres,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,66.2,BASICO
Hombres,Castilla y León,AGRARIA,63.0,BASICO
Hombres,Castilla y León,ARTES GRÁFICAS,,BASICO
Hombres,Castilla y León,ARTES Y ARTESANÍAS,,BASICO
Hombres,Castilla y León,COMERCIO Y MARKETING,70.6,BASICO
Hombres,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,78.7,BASICO
Hombres,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,66.0,BASICO
Hombres,Castilla y León,ENERGÍA Y AGUA,,BASICO
Hombres,Castilla y León,FABRICACIÓN MECÁNICA,65.7,BASICO
Hombres,Castilla y León,HOSTELERÍA Y TURISMO,64.8,BASICO
Hombres,Castilla y León,IMAGEN PERSONAL,49.0,BASICO
Hombres,Castilla y León,IMAGEN Y SONIDO,,BASICO
Hombres,Castilla y León,INDUSTRIAS ALIMENTARIAS,65.4,BASICO
Hombres,Castilla y León,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Castilla y León,INFORMÁTICA Y COMUNICACIONES,66.9,BASICO
Hombres,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Castilla y León,"MADERA, MUEBLE Y CORCHO",69.8,BASICO
Hombres,Castilla y León,MARÍTIMO-PESQUERA,,BASICO
Hombres,Castilla y León,QUÍMICA,,BASICO
Hombres,Castilla y León,SANIDAD,,BASICO
Hombres,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",55.6,BASICO
Hombres,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,66.2,BASICO
Hombres,Castilla y León,VIDRIO Y CERÁMICA,,BASICO
Hombres,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,69.1,BASICO
Hombres,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,78.6,BASICO
Hombres,Castilla La Mancha,AGRARIA,74.9,BASICO
Hombres,Castilla La Mancha,ARTES GRÁFICAS,65.9,BASICO
Hombres,Castilla La Mancha,ARTES Y ARTESANÍAS,,BASICO
Hombres,Castilla La Mancha,COMERCIO Y MARKETING,69.0,BASICO
Hombres,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,73.5,BASICO
Hombres,Castilla La Mancha,ENERGÍA Y AGUA,,BASICO
Hombres,Castilla La Mancha,FABRICACIÓN MECÁNICA,68.9,BASICO
Hombres,Castilla La Mancha,HOSTELERÍA Y TURISMO,77.4,BASICO
Hombres,Castilla La Mancha,IMAGEN PERSONAL,64.6,BASICO
Hombres,Castilla La Mancha,IMAGEN Y SONIDO,,BASICO
Hombres,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,64.7,BASICO
Hombres,Castilla La Mancha,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,75.7,BASICO
Hombres,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,73.6,BASICO
Hombres,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",93.4,BASICO
Hombres,Castilla La Mancha,MARÍTIMO-PESQUERA,,BASICO
Hombres,Castilla La Mancha,QUÍMICA,,BASICO
Hombres,Castilla La Mancha,SANIDAD,,BASICO
Hombres,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",48.6,BASICO
Hombres,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,68.0,BASICO
Hombres,Castilla La Mancha,VIDRIO Y CERÁMICA,,BASICO
Hombres,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,82.7,BASICO
Hombres,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,78.9,BASICO
Hombres,Comunitat Valenciana,AGRARIA,77.1,BASICO
Hombres,Comunitat Valenciana,ARTES GRÁFICAS,78.6,BASICO
Hombres,Comunitat Valenciana,ARTES Y ARTESANÍAS,,BASICO
Hombres,Comunitat Valenciana,COMERCIO Y MARKETING,76.6,BASICO
Hombres,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,68.6,BASICO
Hombres,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,75.4,BASICO
Hombres,Comunitat Valenciana,ENERGÍA Y AGUA,,BASICO
Hombres,Comunitat Valenciana,FABRICACIÓN MECÁNICA,73.9,BASICO
Hombres,Comunitat Valenciana,HOSTELERÍA Y TURISMO,74.3,BASICO
Hombres,Comunitat Valenciana,IMAGEN PERSONAL,66.8,BASICO
Hombres,Comunitat Valenciana,IMAGEN Y SONIDO,,BASICO
Hombres,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,83.2,BASICO
Hombres,Comunitat Valenciana,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,79.8,BASICO
Hombres,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,66.6,BASICO
Hombres,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",76.3,BASICO
Hombres,Comunitat Valenciana,MARÍTIMO-PESQUERA,60.6,BASICO
Hombres,Comunitat Valenciana,QUÍMICA,,BASICO
Hombres,Comunitat Valenciana,SANIDAD,,BASICO
Hombres,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,52.4,BASICO
Hombres,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",66.1,BASICO
Hombres,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,78.8,BASICO
Hombres,Comunitat Valenciana,VIDRIO Y CERÁMICA,80.2,BASICO
Hombres,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Extremadura,ADMINISTRACIÓN Y GESTIÓN,71.1,BASICO
Hombres,Extremadura,AGRARIA,76.1,BASICO
Hombres,Extremadura,ARTES GRÁFICAS,75.2,BASICO
Hombres,Extremadura,ARTES Y ARTESANÍAS,,BASICO
Hombres,Extremadura,COMERCIO Y MARKETING,76.4,BASICO
Hombres,Extremadura,EDIFICACIÓN Y OBRA CIVIL,74.4,BASICO
Hombres,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,68.9,BASICO
Hombres,Extremadura,ENERGÍA Y AGUA,,BASICO
Hombres,Extremadura,FABRICACIÓN MECÁNICA,67.7,BASICO
Hombres,Extremadura,HOSTELERÍA Y TURISMO,70.8,BASICO
Hombres,Extremadura,IMAGEN PERSONAL,53.5,BASICO
Hombres,Extremadura,IMAGEN Y SONIDO,,BASICO
Hombres,Extremadura,INDUSTRIAS ALIMENTARIAS,85.1,BASICO
Hombres,Extremadura,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Extremadura,INFORMÁTICA Y COMUNICACIONES,67.4,BASICO
Hombres,Extremadura,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Extremadura,"MADERA, MUEBLE Y CORCHO",62.8,BASICO
Hombres,Extremadura,MARÍTIMO-PESQUERA,,BASICO
Hombres,Extremadura,QUÍMICA,,BASICO
Hombres,Extremadura,SANIDAD,,BASICO
Hombres,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,99.2,BASICO
Hombres,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,64.3,BASICO
Hombres,Extremadura,VIDRIO Y CERÁMICA,,BASICO
Hombres,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Galicia,ADMINISTRACIÓN Y GESTIÓN,78.7,BASICO
Hombres,Galicia,AGRARIA,78.0,BASICO
Hombres,Galicia,ARTES GRÁFICAS,73.9,BASICO
Hombres,Galicia,ARTES Y ARTESANÍAS,,BASICO
Hombres,Galicia,COMERCIO Y MARKETING,78.3,BASICO
Hombres,Galicia,EDIFICACIÓN Y OBRA CIVIL,66.7,BASICO
Hombres,Galicia,ELECTRICIDAD Y ELECTRÓNICA,75.3,BASICO
Hombres,Galicia,ENERGÍA Y AGUA,,BASICO
Hombres,Galicia,FABRICACIÓN MECÁNICA,75.9,BASICO
Hombres,Galicia,HOSTELERÍA Y TURISMO,87.1,BASICO
Hombres,Galicia,IMAGEN PERSONAL,77.1,BASICO
Hombres,Galicia,IMAGEN Y SONIDO,,BASICO
Hombres,Galicia,INDUSTRIAS ALIMENTARIAS,80.4,BASICO
Hombres,Galicia,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Galicia,INFORMÁTICA Y COMUNICACIONES,81.5,BASICO
Hombres,Galicia,INSTALACIÓN Y MANTENIMIENTO,71.4,BASICO
Hombres,Galicia,"MADERA, MUEBLE Y CORCHO",74.6,BASICO
Hombres,Galicia,MARÍTIMO-PESQUERA,88.2,BASICO
Hombres,Galicia,QUÍMICA,,BASICO
Hombres,Galicia,SANIDAD,,BASICO
Hombres,Galicia,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,92.9,BASICO
Hombres,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",46.2,BASICO
Hombres,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,70.8,BASICO
Hombres,Galicia,VIDRIO Y CERÁMICA,,BASICO
Hombres,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,61.5,BASICO
Hombres,Comunidad de Madrid,AGRARIA,74.8,BASICO
Hombres,Comunidad de Madrid,ARTES GRÁFICAS,71.3,BASICO
Hombres,Comunidad de Madrid,ARTES Y ARTESANÍAS,,BASICO
Hombres,Comunidad de Madrid,COMERCIO Y MARKETING,66.0,BASICO
Hombres,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,59.9,BASICO
Hombres,Comunidad de Madrid,ENERGÍA Y AGUA,,BASICO
Hombres,Comunidad de Madrid,FABRICACIÓN MECÁNICA,65.3,BASICO
Hombres,Comunidad de Madrid,HOSTELERÍA Y TURISMO,66.7,BASICO
Hombres,Comunidad de Madrid,IMAGEN PERSONAL,58.0,BASICO
Hombres,Comunidad de Madrid,IMAGEN Y SONIDO,,BASICO
Hombres,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,Comunidad de Madrid,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,65.2,BASICO
Hombres,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",72.9,BASICO
Hombres,Comunidad de Madrid,MARÍTIMO-PESQUERA,,BASICO
Hombres,Comunidad de Madrid,QUÍMICA,,BASICO
Hombres,Comunidad de Madrid,SANIDAD,,BASICO
Hombres,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",,BASICO
Hombres,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,57.7,BASICO
Hombres,Comunidad de Madrid,VIDRIO Y CERÁMICA,,BASICO
Hombres,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,70.3,BASICO
Hombres,Región de Murcia,AGRARIA,80.3,BASICO
Hombres,Región de Murcia,ARTES GRÁFICAS,79.0,BASICO
Hombres,Región de Murcia,ARTES Y ARTESANÍAS,,BASICO
Hombres,Región de Murcia,COMERCIO Y MARKETING,78.6,BASICO
Hombres,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,67.5,BASICO
Hombres,Región de Murcia,ENERGÍA Y AGUA,,BASICO
Hombres,Región de Murcia,FABRICACIÓN MECÁNICA,72.9,BASICO
Hombres,Región de Murcia,HOSTELERÍA Y TURISMO,80.9,BASICO
Hombres,Región de Murcia,IMAGEN PERSONAL,70.7,BASICO
Hombres,Región de Murcia,IMAGEN Y SONIDO,,BASICO
Hombres,Región de Murcia,INDUSTRIAS ALIMENTARIAS,69.9,BASICO
Hombres,Región de Murcia,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,72.8,BASICO
Hombres,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,68.4,BASICO
Hombres,Región de Murcia,"MADERA, MUEBLE Y CORCHO",60.1,BASICO
Hombres,Región de Murcia,MARÍTIMO-PESQUERA,,BASICO
Hombres,Región de Murcia,QUÍMICA,,BASICO
Hombres,Región de Murcia,SANIDAD,,BASICO
Hombres,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",41.9,BASICO
Hombres,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,69.3,BASICO
Hombres,Región de Murcia,VIDRIO Y CERÁMICA,,BASICO
Hombres,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,93.9,BASICO
Hombres,Comunidad Foral de Navarra,AGRARIA,75.3,BASICO
Hombres,Comunidad Foral de Navarra,ARTES GRÁFICAS,66.7,BASICO
Hombres,Comunidad Foral de Navarra,ARTES Y ARTESANÍAS,,BASICO
Hombres,Comunidad Foral de Navarra,COMERCIO Y MARKETING,73.1,BASICO
Hombres,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,59.0,BASICO
Hombres,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,80.5,BASICO
Hombres,Comunidad Foral de Navarra,ENERGÍA Y AGUA,,BASICO
Hombres,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,80.3,BASICO
Hombres,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,83.1,BASICO
Hombres,Comunidad Foral de Navarra,IMAGEN PERSONAL,72.4,BASICO
Hombres,Comunidad Foral de Navarra,IMAGEN Y SONIDO,,BASICO
Hombres,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,51.7,BASICO
Hombres,Comunidad Foral de Navarra,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,82.4,BASICO
Hombres,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",98.6,BASICO
Hombres,Comunidad Foral de Navarra,MARÍTIMO-PESQUERA,,BASICO
Hombres,Comunidad Foral de Navarra,QUÍMICA,,BASICO
Hombres,Comunidad Foral de Navarra,SANIDAD,,BASICO
Hombres,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,,BASICO
Hombres,Comunidad Foral de Navarra,"TEXTIL, CONFECCIÓN Y PIEL",63.6,BASICO
Hombres,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,80.6,BASICO
Hombres,Comunidad Foral de Navarra,VIDRIO Y CERÁMICA,,BASICO
Hombres,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,,BASICO
Hombres,País Vasco,ADMINISTRACIÓN Y GESTIÓN,95.3,BASICO
Hombres,País Vasco,AGRARIA,89.6,BASICO
Hombres,País Vasco,ARTES GRÁFICAS,96.2,BASICO
Hombres,País Vasco,ARTES Y ARTESANÍAS,,BASICO
Hombres,País Vasco,COMERCIO Y MARKETING,88.6,BASICO
Hombres,País Vasco,EDIFICACIÓN Y OBRA CIVIL,96.7,BASICO
Hombres,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,80.2,BASICO
Hombres,País Vasco,ENERGÍA Y AGUA,,BASICO
Hombres,País Vasco,FABRICACIÓN MECÁNICA,77.9,BASICO
Hombres,País Vasco,HOSTELERÍA Y TURISMO,76.7,BASICO
Hombres,País Vasco,IMAGEN PERSONAL,84.8,BASICO
Hombres,País Vasco,IMAGEN Y SONIDO,,BASICO
Hombres,País Vasco,INDUSTRIAS ALIMENTARIAS,37.9,BASICO
Hombres,País Vasco,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,País Vasco,INFORMÁTICA Y COMUNICACIONES,92.1,BASICO
Hombres,País Vasco,INSTALACIÓN Y MANTENIMIENTO,84.6,BASICO
Hombres,País Vasco,"MADERA, MUEBLE Y CORCHO",77.4,BASICO
Hombres,País Vasco,MARÍTIMO-PESQUERA,,BASICO
Hombres,País Vasco,QUÍMICA,,BASICO
Hombres,País Vasco,SANIDAD,,BASICO
Hombres,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,96.1,BASICO
Hombres,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",67.5,BASICO
Hombres,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,85.6,BASICO
Hombres,País Vasco,VIDRIO Y CERÁMICA,,BASICO
Hombres,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,63.6,BASICO
Hombres,La Rioja,ADMINISTRACIÓN Y GESTIÓN,70.4,BASICO
Hombres,La Rioja,AGRARIA,64.6,BASICO
Hombres,La Rioja,ARTES GRÁFICAS,,BASICO
Hombres,La Rioja,ARTES Y ARTESANÍAS,,BASICO
Hombres,La Rioja,COMERCIO Y MARKETING,78.8,BASICO
Hombres,La Rioja,EDIFICACIÓN Y OBRA CIVIL,,BASICO
Hombres,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,60.4,BASICO
Hombres,La Rioja,ENERGÍA Y AGUA,,BASICO
Hombres,La Rioja,FABRICACIÓN MECÁNICA,63.1,BASICO
Hombres,La Rioja,HOSTELERÍA Y TURISMO,48.5,BASICO
Hombres,La Rioja,IMAGEN PERSONAL,72.0,BASICO
Hombres,La Rioja,IMAGEN Y SONIDO,,BASICO
Hombres,La Rioja,INDUSTRIAS ALIMENTARIAS,,BASICO
Hombres,La Rioja,INDUSTRIAS EXTRACTIVAS,,BASICO
Hombres,La Rioja,INFORMÁTICA Y COMUNICACIONES,60.7,BASICO
Hombres,La Rioja,INSTALACIÓN Y MANTENIMIENTO,,BASICO
Hombres,La Rioja,"MADERA, MUEBLE Y CORCHO",78.2,BASICO
Hombres,La Rioja,MARÍTIMO-PESQUERA,,BASICO
Hombres,La Rioja,QUÍMICA,,BASICO
Hombres,La Rioja,SANIDAD,,BASICO
Hombres,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,,BASICO
Hombres,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,33.3,BASICO
Hombres,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",78.9,BASICO
Hombres,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,73.8,BASICO
Hombres,La Rioja,VIDRIO Y CERÁMICA,,BASICO
Hombres,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,92.2,BASICO
Hombres,Ceuta,ADMINISTRACIÓN Y GESTIÓN,,BASICO
Hombres,Ceuta,AGRARIA,36.8,BASICO
Hombres,Ceuta,ARTES GRÁFICAS,,BASICO
Hombres,Ceuta,ARTES Y ARTESANÍAS,,BASICO
Hombres,Ceuta,COMERCIO Y MARKETING,66.4,BASICO
Hombres,Ceuta,EDIFICACIÓN Y OBRA CIVIL,42.5,BASICO
Hombres,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,58.0,BASICO
Hombres,Ceuta,ENERGÍA Y AGUA,,BASICO
