Sexo;Comunidad autónoma/provincia;Ciclo formativo (1);Total
Hombres;14 MURCIA, REGIÓN DE;Tapicería y cortinaje;0
Hombres;14 MURCIA, REGIÓN DE;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;119
Hombres;14 MURCIA, REGIÓN DE;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;14 MURCIA, REGIÓN DE;Mantenimiento de vehículos;119
Hombres;14 MURCIA, REGIÓN DE;26 VIDRIO Y CERÁMICA;0
Hombres;14 MURCIA, REGIÓN DE;Vidriería y alfarería;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;00 TOTAL;239
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;02 ADMINISTRACIÓN Y GESTIÓN;19
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Servicios administrativos;19
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;03 AGRARIA;21
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Actividades agropecuarias;9
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Agro-jardinería y composiciones florales;12
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Aprovechamientos forestales;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;04 ARTES GRÁFICAS;3
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Artes gráficas;3
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;06 COMERCIO Y MARKETING;16
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Servicios comerciales;16
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;07 EDIFICACIÓN Y OBRA CIVIL;10
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Reforma y mantenimiento de edificios;10
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;08 ELECTRICIDAD Y ELECTRÓNICA;28
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Electricidad y electrónica;28
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Instalaciones electrotécnicas y mecánica;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;10 FABRICACIÓN MECÁNICA;45
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Fabricación de elementos metálicos;29
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Fabricación y montaje;16
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;11 HOSTELERÍA Y TURISMO;23
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Actividades de panadería y pastelería;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Alojamiento y lavandería;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Cocina y restauración;23
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;12 IMAGEN PERSONAL;4
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Peluquería y estética;4
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;14 INDUSTRIAS ALIMENTARIAS;3
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Industrias alimentarias;3
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;16 INFORMÁTICA Y COMUNICACIONES;32
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Informática de oficina;32
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Informática y comunicaciones;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;17 INSTALACIÓN Y MANTENIMIENTO;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Mantenimiento de viviendas;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;18 MADERA, MUEBLE Y CORCHO;18
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Carpintería y mueble;18
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;19 MARÍTIMO-PESQUERA;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Actividades marítimo-pesqueras;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Actividades domésticas y limpieza de edificios;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;24 TEXTIL, CONFECCIÓN Y PIEL;4
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Arreglo y reparación de artículos textiles y de piel;4
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Tapicería y cortinaje;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;13
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Mantenimiento de vehículos;13
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;26 VIDRIO Y CERÁMICA;0
Hombres;15 NAVARRA, COMUNIDAD FORAL DE;Vidriería y alfarería;0
Hombres;16 PAÍS VASCO;00 TOTAL;975
Hombres;16 PAÍS VASCO;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;16 PAÍS VASCO;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;16 PAÍS VASCO;02 ADMINISTRACIÓN Y GESTIÓN;22
Hombres;16 PAÍS VASCO;Servicios administrativos;22
Hombres;16 PAÍS VASCO;03 AGRARIA;26
Hombres;16 PAÍS VASCO;Actividades agropecuarias;0
Hombres;16 PAÍS VASCO;Agro-jardinería y composiciones florales;26
Hombres;16 PAÍS VASCO;Aprovechamientos forestales;0
Hombres;16 PAÍS VASCO;04 ARTES GRÁFICAS;9
Hombres;16 PAÍS VASCO;Artes gráficas;9
Hombres;16 PAÍS VASCO;06 COMERCIO Y MARKETING;46
Hombres;16 PAÍS VASCO;Servicios comerciales;46
Hombres;16 PAÍS VASCO;07 EDIFICACIÓN Y OBRA CIVIL;13
Hombres;16 PAÍS VASCO;Reforma y mantenimiento de edificios;13
Hombres;16 PAÍS VASCO;08 ELECTRICIDAD Y ELECTRÓNICA;148
Hombres;16 PAÍS VASCO;Electricidad y electrónica;131
Hombres;16 PAÍS VASCO;Instalaciones electrotécnicas y mecánica;17
Hombres;16 PAÍS VASCO;10 FABRICACIÓN MECÁNICA;204
Hombres;16 PAÍS VASCO;Fabricación de elementos metálicos;204
Hombres;16 PAÍS VASCO;Fabricación y montaje;0
Hombres;16 PAÍS VASCO;11 HOSTELERÍA Y TURISMO;133
Hombres;16 PAÍS VASCO;Actividades de panadería y pastelería;18
Hombres;16 PAÍS VASCO;Alojamiento y lavandería;0
Hombres;16 PAÍS VASCO;Cocina y restauración;115
Hombres;16 PAÍS VASCO;12 IMAGEN PERSONAL;21
Hombres;16 PAÍS VASCO;Peluquería y estética;21
Hombres;16 PAÍS VASCO;14 INDUSTRIAS ALIMENTARIAS;1
Hombres;16 PAÍS VASCO;Industrias alimentarias;1
Hombres;16 PAÍS VASCO;16 INFORMÁTICA Y COMUNICACIONES;63
Hombres;16 PAÍS VASCO;Informática de oficina;6
Hombres;16 PAÍS VASCO;Informática y comunicaciones;57
Hombres;16 PAÍS VASCO;17 INSTALACIÓN Y MANTENIMIENTO;89
Hombres;16 PAÍS VASCO;Mantenimiento de viviendas;89
Hombres;16 PAÍS VASCO;18 MADERA, MUEBLE Y CORCHO;61
Hombres;16 PAÍS VASCO;Carpintería y mueble;61
Hombres;16 PAÍS VASCO;19 MARÍTIMO-PESQUERA;0
Hombres;16 PAÍS VASCO;Actividades marítimo-pesqueras;0
Hombres;16 PAÍS VASCO;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;14
Hombres;16 PAÍS VASCO;Actividades domésticas y limpieza de edificios;14
Hombres;16 PAÍS VASCO;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;16 PAÍS VASCO;Arreglo y reparación de artículos textiles y de piel;0
Hombres;16 PAÍS VASCO;Tapicería y cortinaje;0
Hombres;16 PAÍS VASCO;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;125
Hombres;16 PAÍS VASCO;Mantenimiento de embarcaciones deportivas y de recreo;7
Hombres;16 PAÍS VASCO;Mantenimiento de vehículos;118
Hombres;16 PAÍS VASCO;26 VIDRIO Y CERÁMICA;0
Hombres;16 PAÍS VASCO;Vidriería y alfarería;0
Hombres;Araba/Álava;00 TOTAL;125
Hombres;Araba/Álava;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;Araba/Álava;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;Araba/Álava;02 ADMINISTRACIÓN Y GESTIÓN;0
Hombres;Araba/Álava;Servicios administrativos;0
Hombres;Araba/Álava;03 AGRARIA;12
Hombres;Araba/Álava;Actividades agropecuarias;0
Hombres;Araba/Álava;Agro-jardinería y composiciones florales;12
Hombres;Araba/Álava;Aprovechamientos forestales;0
Hombres;Araba/Álava;04 ARTES GRÁFICAS;0
Hombres;Araba/Álava;Artes gráficas;0
Hombres;Araba/Álava;06 COMERCIO Y MARKETING;5
Hombres;Araba/Álava;Servicios comerciales;5
Hombres;Araba/Álava;07 EDIFICACIÓN Y OBRA CIVIL;0
Hombres;Araba/Álava;Reforma y mantenimiento de edificios;0
Hombres;Araba/Álava;08 ELECTRICIDAD Y ELECTRÓNICA;15
Hombres;Araba/Álava;Electricidad y electrónica;7
Hombres;Araba/Álava;Instalaciones electrotécnicas y mecánica;8
Hombres;Araba/Álava;10 FABRICACIÓN MECÁNICA;43
Hombres;Araba/Álava;Fabricación de elementos metálicos;43
Hombres;Araba/Álava;Fabricación y montaje;0
Hombres;Araba/Álava;11 HOSTELERÍA Y TURISMO;5
Hombres;Araba/Álava;Actividades de panadería y pastelería;2
Hombres;Araba/Álava;Alojamiento y lavandería;0
Hombres;Araba/Álava;Cocina y restauración;3
Hombres;Araba/Álava;12 IMAGEN PERSONAL;2
Hombres;Araba/Álava;Peluquería y estética;2
Hombres;Araba/Álava;14 INDUSTRIAS ALIMENTARIAS;0
Hombres;Araba/Álava;Industrias alimentarias;0
Hombres;Araba/Álava;16 INFORMÁTICA Y COMUNICACIONES;13
Hombres;Araba/Álava;Informática de oficina;6
Hombres;Araba/Álava;Informática y comunicaciones;7
Hombres;Araba/Álava;17 INSTALACIÓN Y MANTENIMIENTO;0
Hombres;Araba/Álava;Mantenimiento de viviendas;0
Hombres;Araba/Álava;18 MADERA, MUEBLE Y CORCHO;11
Hombres;Araba/Álava;Carpintería y mueble;11
Hombres;Araba/Álava;19 MARÍTIMO-PESQUERA;0
Hombres;Araba/Álava;Actividades marítimo-pesqueras;0
Hombres;Araba/Álava;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;2
Hombres;Araba/Álava;Actividades domésticas y limpieza de edificios;2
Hombres;Araba/Álava;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Araba/Álava;Arreglo y reparación de artículos textiles y de piel;0
Hombres;Araba/Álava;Tapicería y cortinaje;0
Hombres;Araba/Álava;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;17
Hombres;Araba/Álava;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;Araba/Álava;Mantenimiento de vehículos;17
Hombres;Araba/Álava;26 VIDRIO Y CERÁMICA;0
Hombres;Araba/Álava;Vidriería y alfarería;0
Hombres;Gipuzkoa;00 TOTAL;273
Hombres;Gipuzkoa;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;Gipuzkoa;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;Gipuzkoa;02 ADMINISTRACIÓN Y GESTIÓN;14
Hombres;Gipuzkoa;Servicios administrativos;14
Hombres;Gipuzkoa;03 AGRARIA;0
Hombres;Gipuzkoa;Actividades agropecuarias;0
Hombres;Gipuzkoa;Agro-jardinería y composiciones florales;0
Hombres;Gipuzkoa;Aprovechamientos forestales;0
Hombres;Gipuzkoa;04 ARTES GRÁFICAS;3
Hombres;Gipuzkoa;Artes gráficas;3
Hombres;Gipuzkoa;06 COMERCIO Y MARKETING;12
Hombres;Gipuzkoa;Servicios comerciales;12
Hombres;Gipuzkoa;07 EDIFICACIÓN Y OBRA CIVIL;0
Hombres;Gipuzkoa;Reforma y mantenimiento de edificios;0
Hombres;Gipuzkoa;08 ELECTRICIDAD Y ELECTRÓNICA;33
Hombres;Gipuzkoa;Electricidad y electrónica;33
Hombres;Gipuzkoa;Instalaciones electrotécnicas y mecánica;0
Hombres;Gipuzkoa;10 FABRICACIÓN MECÁNICA;66
Hombres;Gipuzkoa;Fabricación de elementos metálicos;66
Hombres;Gipuzkoa;Fabricación y montaje;0
Hombres;Gipuzkoa;11 HOSTELERÍA Y TURISMO;44
Hombres;Gipuzkoa;Actividades de panadería y pastelería;0
Hombres;Gipuzkoa;Alojamiento y lavandería;0
Hombres;Gipuzkoa;Cocina y restauración;44
Hombres;Gipuzkoa;12 IMAGEN PERSONAL;4
Hombres;Gipuzkoa;Peluquería y estética;4
Hombres;Gipuzkoa;14 INDUSTRIAS ALIMENTARIAS;0
Hombres;Gipuzkoa;Industrias alimentarias;0
Hombres;Gipuzkoa;16 INFORMÁTICA Y COMUNICACIONES;25
Hombres;Gipuzkoa;Informática de oficina;0
Hombres;Gipuzkoa;Informática y comunicaciones;25
Hombres;Gipuzkoa;17 INSTALACIÓN Y MANTENIMIENTO;20
Hombres;Gipuzkoa;Mantenimiento de viviendas;20
Hombres;Gipuzkoa;18 MADERA, MUEBLE Y CORCHO;6
Hombres;Gipuzkoa;Carpintería y mueble;6
Hombres;Gipuzkoa;19 MARÍTIMO-PESQUERA;0
Hombres;Gipuzkoa;Actividades marítimo-pesqueras;0
Hombres;Gipuzkoa;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;4
Hombres;Gipuzkoa;Actividades domésticas y limpieza de edificios;4
Hombres;Gipuzkoa;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Gipuzkoa;Arreglo y reparación de artículos textiles y de piel;0
Hombres;Gipuzkoa;Tapicería y cortinaje;0
Hombres;Gipuzkoa;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;42
Hombres;Gipuzkoa;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;Gipuzkoa;Mantenimiento de vehículos;42
Hombres;Gipuzkoa;26 VIDRIO Y CERÁMICA;0
Hombres;Gipuzkoa;Vidriería y alfarería;0
Hombres;Bizkaia;00 TOTAL;577
Hombres;Bizkaia;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;Bizkaia;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;Bizkaia;02 ADMINISTRACIÓN Y GESTIÓN;8
Hombres;Bizkaia;Servicios administrativos;8
Hombres;Bizkaia;03 AGRARIA;14
Hombres;Bizkaia;Actividades agropecuarias;0
Hombres;Bizkaia;Agro-jardinería y composiciones florales;14
Hombres;Bizkaia;Aprovechamientos forestales;0
Hombres;Bizkaia;04 ARTES GRÁFICAS;6
Hombres;Bizkaia;Artes gráficas;6
Hombres;Bizkaia;06 COMERCIO Y MARKETING;29
Hombres;Bizkaia;Servicios comerciales;29
Hombres;Bizkaia;07 EDIFICACIÓN Y OBRA CIVIL;13
Hombres;Bizkaia;Reforma y mantenimiento de edificios;13
Hombres;Bizkaia;08 ELECTRICIDAD Y ELECTRÓNICA;100
Hombres;Bizkaia;Electricidad y electrónica;91
Hombres;Bizkaia;Instalaciones electrotécnicas y mecánica;9
Hombres;Bizkaia;10 FABRICACIÓN MECÁNICA;95
Hombres;Bizkaia;Fabricación de elementos metálicos;95
Hombres;Bizkaia;Fabricación y montaje;0
Hombres;Bizkaia;11 HOSTELERÍA Y TURISMO;84
Hombres;Bizkaia;Actividades de panadería y pastelería;16
Hombres;Bizkaia;Alojamiento y lavandería;0
Hombres;Bizkaia;Cocina y restauración;68
Hombres;Bizkaia;12 IMAGEN PERSONAL;15
Hombres;Bizkaia;Peluquería y estética;15
Hombres;Bizkaia;14 INDUSTRIAS ALIMENTARIAS;1
Hombres;Bizkaia;Industrias alimentarias;1
Hombres;Bizkaia;16 INFORMÁTICA Y COMUNICACIONES;25
Hombres;Bizkaia;Informática de oficina;0
Hombres;Bizkaia;Informática y comunicaciones;25
Hombres;Bizkaia;17 INSTALACIÓN Y MANTENIMIENTO;69
Hombres;Bizkaia;Mantenimiento de viviendas;69
Hombres;Bizkaia;18 MADERA, MUEBLE Y CORCHO;44
Hombres;Bizkaia;Carpintería y mueble;44
Hombres;Bizkaia;19 MARÍTIMO-PESQUERA;0
Hombres;Bizkaia;Actividades marítimo-pesqueras;0
Hombres;Bizkaia;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;8
Hombres;Bizkaia;Actividades domésticas y limpieza de edificios;8
Hombres;Bizkaia;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;Bizkaia;Arreglo y reparación de artículos textiles y de piel;0
Hombres;Bizkaia;Tapicería y cortinaje;0
Hombres;Bizkaia;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;66
Hombres;Bizkaia;Mantenimiento de embarcaciones deportivas y de recreo;7
Hombres;Bizkaia;Mantenimiento de vehículos;59
Hombres;Bizkaia;26 VIDRIO Y CERÁMICA;0
Hombres;Bizkaia;Vidriería y alfarería;0
Hombres;17 RIOJA, LA;00 TOTAL;176
Hombres;17 RIOJA, LA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;0
Hombres;17 RIOJA, LA;Acceso y Conservación en Instalaciones Deportivas;0
Hombres;17 RIOJA, LA;02 ADMINISTRACIÓN Y GESTIÓN;37
Hombres;17 RIOJA, LA;Servicios administrativos;37
Hombres;17 RIOJA, LA;03 AGRARIA;7
Hombres;17 RIOJA, LA;Actividades agropecuarias;3
Hombres;17 RIOJA, LA;Agro-jardinería y composiciones florales;1
Hombres;17 RIOJA, LA;Aprovechamientos forestales;3
Hombres;17 RIOJA, LA;04 ARTES GRÁFICAS;0
Hombres;17 RIOJA, LA;Artes gráficas;0
Hombres;17 RIOJA, LA;06 COMERCIO Y MARKETING;15
Hombres;17 RIOJA, LA;Servicios comerciales;15
Hombres;17 RIOJA, LA;07 EDIFICACIÓN Y OBRA CIVIL;0
Hombres;17 RIOJA, LA;Reforma y mantenimiento de edificios;0
Hombres;17 RIOJA, LA;08 ELECTRICIDAD Y ELECTRÓNICA;23
Hombres;17 RIOJA, LA;Electricidad y electrónica;23
Hombres;17 RIOJA, LA;Instalaciones electrotécnicas y mecánica;0
Hombres;17 RIOJA, LA;10 FABRICACIÓN MECÁNICA;28
Hombres;17 RIOJA, LA;Fabricación de elementos metálicos;0
Hombres;17 RIOJA, LA;Fabricación y montaje;28
Hombres;17 RIOJA, LA;11 HOSTELERÍA Y TURISMO;5
Hombres;17 RIOJA, LA;Actividades de panadería y pastelería;0
Hombres;17 RIOJA, LA;Alojamiento y lavandería;0
Hombres;17 RIOJA, LA;Cocina y restauración;5
Hombres;17 RIOJA, LA;12 IMAGEN PERSONAL;7
Hombres;17 RIOJA, LA;Peluquería y estética;7
Hombres;17 RIOJA, LA;14 INDUSTRIAS ALIMENTARIAS;0
Hombres;17 RIOJA, LA;Industrias alimentarias;0
Hombres;17 RIOJA, LA;16 INFORMÁTICA Y COMUNICACIONES;23
Hombres;17 RIOJA, LA;Informática de oficina;3
Hombres;17 RIOJA, LA;Informática y comunicaciones;20
Hombres;17 RIOJA, LA;17 INSTALACIÓN Y MANTENIMIENTO;0
Hombres;17 RIOJA, LA;Mantenimiento de viviendas;0
Hombres;17 RIOJA, LA;18 MADERA, MUEBLE Y CORCHO;5
Hombres;17 RIOJA, LA;Carpintería y mueble;5
Hombres;17 RIOJA, LA;19 MARÍTIMO-PESQUERA;0
Hombres;17 RIOJA, LA;Actividades marítimo-pesqueras;0
Hombres;17 RIOJA, LA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Hombres;17 RIOJA, LA;Actividades domésticas y limpieza de edificios;0
Hombres;17 RIOJA, LA;24 TEXTIL, CONFECCIÓN Y PIEL;6
Hombres;17 RIOJA, LA;Arreglo y reparación de artículos textiles y de piel;6
Hombres;17 RIOJA, LA;Tapicería y cortinaje;0
Hombres;17 RIOJA, LA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;20
Hombres;17 RIOJA, LA;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;17 RIOJA, LA;Mantenimiento de vehículos;20
Hombres;17 RIOJA, LA;26 VIDRIO Y CERÁMICA;0
Hombres;17 RIOJA, LA;Vidriería y alfarería;0
Hombres;18 CEUTA;00 TOTAL;78
Hombres;18 CEUTA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;9
Hombres;18 CEUTA;Acceso y Conservación en Instalaciones Deportivas;9
Hombres;18 CEUTA;02 ADMINISTRACIÓN Y GESTIÓN;1
Hombres;18 CEUTA;Servicios administrativos;1
Hombres;18 CEUTA;03 AGRARIA;9
Hombres;18 CEUTA;Actividades agropecuarias;0
Hombres;18 CEUTA;Agro-jardinería y composiciones florales;9
Hombres;18 CEUTA;Aprovechamientos forestales;0
Hombres;18 CEUTA;04 ARTES GRÁFICAS;0
Hombres;18 CEUTA;Artes gráficas;0
Hombres;18 CEUTA;06 COMERCIO Y MARKETING;10
Hombres;18 CEUTA;Servicios comerciales;10
Hombres;18 CEUTA;07 EDIFICACIÓN Y OBRA CIVIL;7
Hombres;18 CEUTA;Reforma y mantenimiento de edificios;7
Hombres;18 CEUTA;08 ELECTRICIDAD Y ELECTRÓNICA;14
Hombres;18 CEUTA;Electricidad y electrónica;14
Hombres;18 CEUTA;Instalaciones electrotécnicas y mecánica;0
Hombres;18 CEUTA;10 FABRICACIÓN MECÁNICA;0
Hombres;18 CEUTA;Fabricación de elementos metálicos;0
Hombres;18 CEUTA;Fabricación y montaje;0
Hombres;18 CEUTA;11 HOSTELERÍA Y TURISMO;4
Hombres;18 CEUTA;Actividades de panadería y pastelería;0
Hombres;18 CEUTA;Alojamiento y lavandería;0
Hombres;18 CEUTA;Cocina y restauración;4
Hombres;18 CEUTA;12 IMAGEN PERSONAL;3
Hombres;18 CEUTA;Peluquería y estética;3
Hombres;18 CEUTA;14 INDUSTRIAS ALIMENTARIAS;0
Hombres;18 CEUTA;Industrias alimentarias;0
Hombres;18 CEUTA;16 INFORMÁTICA Y COMUNICACIONES;7
Hombres;18 CEUTA;Informática de oficina;1
Hombres;18 CEUTA;Informática y comunicaciones;6
Hombres;18 CEUTA;17 INSTALACIÓN Y MANTENIMIENTO;10
Hombres;18 CEUTA;Mantenimiento de viviendas;10
Hombres;18 CEUTA;18 MADERA, MUEBLE Y CORCHO;0
Hombres;18 CEUTA;Carpintería y mueble;0
Hombres;18 CEUTA;19 MARÍTIMO-PESQUERA;0
Hombres;18 CEUTA;Actividades marítimo-pesqueras;0
Hombres;18 CEUTA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Hombres;18 CEUTA;Actividades domésticas y limpieza de edificios;0
Hombres;18 CEUTA;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;18 CEUTA;Arreglo y reparación de artículos textiles y de piel;0
Hombres;18 CEUTA;Tapicería y cortinaje;0
Hombres;18 CEUTA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;4
Hombres;18 CEUTA;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;18 CEUTA;Mantenimiento de vehículos;4
Hombres;18 CEUTA;26 VIDRIO Y CERÁMICA;0
Hombres;18 CEUTA;Vidriería y alfarería;0
Hombres;19 MELILLA;00 TOTAL;70
Hombres;19 MELILLA;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;7
Hombres;19 MELILLA;Acceso y Conservación en Instalaciones Deportivas;7
Hombres;19 MELILLA;02 ADMINISTRACIÓN Y GESTIÓN;4
Hombres;19 MELILLA;Servicios administrativos;4
Hombres;19 MELILLA;03 AGRARIA;0
Hombres;19 MELILLA;Actividades agropecuarias;0
Hombres;19 MELILLA;Agro-jardinería y composiciones florales;0
Hombres;19 MELILLA;Aprovechamientos forestales;0
Hombres;19 MELILLA;04 ARTES GRÁFICAS;3
Hombres;19 MELILLA;Artes gráficas;3
Hombres;19 MELILLA;06 COMERCIO Y MARKETING;4
Hombres;19 MELILLA;Servicios comerciales;4
Hombres;19 MELILLA;07 EDIFICACIÓN Y OBRA CIVIL;0
Hombres;19 MELILLA;Reforma y mantenimiento de edificios;0
Hombres;19 MELILLA;08 ELECTRICIDAD Y ELECTRÓNICA;7
Hombres;19 MELILLA;Electricidad y electrónica;7
Hombres;19 MELILLA;Instalaciones electrotécnicas y mecánica;0
Hombres;19 MELILLA;10 FABRICACIÓN MECÁNICA;7
Hombres;19 MELILLA;Fabricación de elementos metálicos;0
Hombres;19 MELILLA;Fabricación y montaje;7
Hombres;19 MELILLA;11 HOSTELERÍA Y TURISMO;12
Hombres;19 MELILLA;Actividades de panadería y pastelería;0
Hombres;19 MELILLA;Alojamiento y lavandería;0
Hombres;19 MELILLA;Cocina y restauración;12
Hombres;19 MELILLA;12 IMAGEN PERSONAL;0
Hombres;19 MELILLA;Peluquería y estética;0
Hombres;19 MELILLA;14 INDUSTRIAS ALIMENTARIAS;0
Hombres;19 MELILLA;Industrias alimentarias;0
Hombres;19 MELILLA;16 INFORMÁTICA Y COMUNICACIONES;14
Hombres;19 MELILLA;Informática de oficina;5
Hombres;19 MELILLA;Informática y comunicaciones;9
Hombres;19 MELILLA;17 INSTALACIÓN Y MANTENIMIENTO;0
Hombres;19 MELILLA;Mantenimiento de viviendas;0
Hombres;19 MELILLA;18 MADERA, MUEBLE Y CORCHO;6
Hombres;19 MELILLA;Carpintería y mueble;6
Hombres;19 MELILLA;19 MARÍTIMO-PESQUERA;0
Hombres;19 MELILLA;Actividades marítimo-pesqueras;0
Hombres;19 MELILLA;23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;0
Hombres;19 MELILLA;Actividades domésticas y limpieza de edificios;0
Hombres;19 MELILLA;24 TEXTIL, CONFECCIÓN Y PIEL;0
Hombres;19 MELILLA;Arreglo y reparación de artículos textiles y de piel;0
Hombres;19 MELILLA;Tapicería y cortinaje;0
Hombres;19 MELILLA;25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;6
Hombres;19 MELILLA;Mantenimiento de embarcaciones deportivas y de recreo;0
Hombres;19 MELILLA;Mantenimiento de vehículos;6
Hombres;19 MELILLA;26 VIDRIO Y CERÁMICA;0
Hombres;19 MELILLA;Vidriería y alfarería;0
Mujeres;00 TOTAL;00 TOTAL;5.960
Mujeres;00 TOTAL;01 ACTIVIDADES FÍSICAS Y DEPORTIVAS;6
Mujeres;00 TOTAL;Acceso y Conservación en Instalaciones Deportivas;6
Mujeres;00 TOTAL;02 ADMINISTRACIÓN Y GESTIÓN;1.735
Mujeres;00 TOTAL;Servicios administrativos;1.735
Mujeres;00 TOTAL;03 AGRARIA;228
Mujeres;00 TOTAL;Actividades agropecuarias;9
Mujeres;00 TOTAL;Agro-jardinería y composiciones florales;197
Mujeres;00 TOTAL;Aprovechamientos forestales;22
