Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo
Hombres,Las Palmas,14 INDUSTRIAS ALIMENTARIAS,1.0,SUPERIOR
Hombres,Las Palmas,Procesos y calidad en la industria alimentaria,0.0,SUPERIOR
Hombres,Las Palmas,Vitivinicultura,1.0,SUPERIOR
Hombres,Las Palmas,16 INFORMÁTICA Y COMUNICACIONES,194.0,SUPERIOR
Hombres,Las Palmas,Administración de sistemas informáticos en red,91.0,SUPERIOR
Hombres,Las Palmas,Desarrollo de aplicaciones multiplataforma,52.0,SUPERIOR
Hombres,Las Palmas,Desarrollo de aplicaciones web,51.0,SUPERIOR
Hombres,Las Palmas,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
Hombres,Las Palmas,17 INSTALACIÓN Y MANTENIMIENTO,28.0,SUPERIOR
Hombres,Las Palmas,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
Hombres,Las Palmas,Mantenimiento de instalaciones térmicas y de fluidos,17.0,SUPERIOR
Hombres,Las Palmas,Mecatrónica industrial,11.0,SUPERIOR
Hombres,Las Palmas,"18 MADERA, MUEBLE Y CORCHO",10.0,SUPERIOR
Hombres,Las Palmas,Diseño y amueblamiento,10.0,SUPERIOR
Hombres,Las Palmas,19 MARÍTIMO-PESQUERA,74.0,SUPERIOR
Hombres,Las Palmas,Acuicultura,14.0,SUPERIOR
Hombres,Las Palmas,Organización del mantenimiento de maquinaria de buques y embarcaciones,31.0,SUPERIOR
Hombres,Las Palmas,Transporte marítimo y pesca de altura,29.0,SUPERIOR
Hombres,Las Palmas,20 QUÍMICA,9.0,SUPERIOR
Hombres,Las Palmas,Fabricación de Productos Farmaceuticos,6.0,SUPERIOR
Hombres,Las Palmas,Laboratorio de análisis y de control de calidad,3.0,SUPERIOR
Hombres,Las Palmas,Química industrial,0.0,SUPERIOR
Hombres,Las Palmas,21 SANIDAD,77.0,SUPERIOR
Hombres,Las Palmas,Anatomía patológica y citodiagnostico,7.0,SUPERIOR
Hombres,Las Palmas,Audiología protésica,0.0,SUPERIOR
Hombres,Las Palmas,Dietética (LOGSE),18.0,SUPERIOR
Hombres,Las Palmas,Documentación y administración sanitaria,2.0,SUPERIOR
Hombres,Las Palmas,Higiene bucodental,10.0,SUPERIOR
Hombres,Las Palmas,Imagen para el diagnóstico y medicina nuclear,11.0,SUPERIOR
Hombres,Las Palmas,Laboratorio clinico y biomédico,24.0,SUPERIOR
Hombres,Las Palmas,Ortoprótesis y productos de apoyo,0.0,SUPERIOR
Hombres,Las Palmas,Prótesis dentales,5.0,SUPERIOR
Hombres,Las Palmas,Radioterampia y dosimetría,0.0,SUPERIOR
Hombres,Las Palmas,22 SEGURIDAD Y MEDIO AMBIENTE,39.0,SUPERIOR
Hombres,Las Palmas,Coordinación de emergencias y protección civil,24.0,SUPERIOR
Hombres,Las Palmas,Educación y control ambiental,5.0,SUPERIOR
Hombres,Las Palmas,Prevención de riesgos profesionales (LOGSE),8.0,SUPERIOR
Hombres,Las Palmas,Química y salud ambiental,2.0,SUPERIOR
Hombres,Las Palmas,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,81.0,SUPERIOR
Hombres,Las Palmas,Animación sociocultural y turística,22.0,SUPERIOR
Hombres,Las Palmas,Educación infantil,19.0,SUPERIOR
Hombres,Las Palmas,Integración social,36.0,SUPERIOR
Hombres,Las Palmas,Mediación comunicativa,4.0,SUPERIOR
Hombres,Las Palmas,Promoción de igualdad de género,0.0,SUPERIOR
Hombres,Las Palmas,"24 TEXTIL, CONFECCIÓN Y PIEL",3.0,SUPERIOR
Hombres,Las Palmas,Diseño y producción de calzado y complementos,0.0,SUPERIOR
Hombres,Las Palmas,Patronaje y moda,3.0,SUPERIOR
Hombres,Las Palmas,Vestuario a medida y de espectáculos,0.0,SUPERIOR
Hombres,Las Palmas,Diseño Técnico en Textil y Piel,0.0,SUPERIOR
Hombres,Las Palmas,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,49.0,SUPERIOR
Hombres,Las Palmas,Automoción,49.0,SUPERIOR
Hombres,Las Palmas,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,0.0,SUPERIOR
Hombres,Las Palmas,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR
Hombres,Las Palmas,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR
Hombres,Las Palmas,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR
Hombres,Las Palmas,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR
Hombres,Las Palmas,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,128.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Enseñanza y animación sociodeportiva,78.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Acondicionamiento físico,50.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,02 ADMINISTRACIÓN Y GESTIÓN,192.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Administración y finanzas,152.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Asistencia a la dirección,40.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,03 AGRARIA,39.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Ganadería y asistencia en sanidad animal,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Gestión forestal y del medio natural,19.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Paisajismo y medio rural,20.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,04 ARTES GRÁFICAS,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño y edición de publicaciones impresas y multimedia,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño y gestión de la producción gráfica,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Artista fallero y construcción de escenografías,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,06 COMERCIO Y MARKETING,127.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Comercio internacional,23.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Gestión de ventas y espacios comerciales,47.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Marketing y publicidad,44.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Transporte y logística,13.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,07 EDIFICACIÓN Y OBRA CIVIL,13.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Organización y control de obras de construcción,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Proyectos de edificación,4.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Proyectos de obra civil,4.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,08 ELECTRICIDAD Y ELECTRÓNICA,123.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Automatización y robótica industrial,19.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Electromedicina clínica,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento electrónico,9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Sistemas de telecomunicaciones e informáticos,43.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Sistemas electrotécnicos y automatizados,52.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,09 ENERGÍA Y AGUA,43.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Eficiencia energética y energía solar térmica,9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Energías renovables,34.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Centrales eléctricas,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Gestión de agua,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,10 FABRICACIÓN MECÁNICA,14.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Construcciones metálicas,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño en fabricación mecánica,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Óptica de anteojería (LOGSE),0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Programación de la producción en fabricación mecánica,9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,11 HOSTELERÍA Y TURISMO,120.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Agencias de viajes y gestión de eventos,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Dirección de cocina,59.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Dirección de servicios de restauración,25.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Gestión de alojamientos turísticos,24.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,"Guía, información y asistencias turísticas",7.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,12 IMAGEN PERSONAL,7.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Asesoría de imagen personal y corporativa,2.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Caracterización y maquillaje profesional,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Estética integral y bienestar,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Estilismo y dirección de peluquería,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Termalismo y bienestar,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,13 IMAGEN Y SONIDO,78.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,"Animaciones 3D, juegos y entornos interactivos",9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,"Iluminación, captación y tratamiento de Imagen",9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Producción de audiovisuales y espectáculos,23.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Realización de proyectos de audiovisuales y espectáculos,26.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Sonido para audiovisuales y espectáculos,11.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,14 INDUSTRIAS ALIMENTARIAS,10.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Procesos y calidad en la industria alimentaria,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Vitivinicultura,10.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,16 INFORMÁTICA Y COMUNICACIONES,214.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Administración de sistemas informáticos en red,85.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Desarrollo de aplicaciones multiplataforma,72.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Desarrollo de aplicaciones web,57.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,17 INSTALACIÓN Y MANTENIMIENTO,24.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento de instalaciones térmicas y de fluidos,15.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mecatrónica industrial,9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,"18 MADERA, MUEBLE Y CORCHO",3.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño y amueblamiento,3.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,19 MARÍTIMO-PESQUERA,16.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Acuicultura,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Organización del mantenimiento de maquinaria de buques y embarcaciones,8.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Transporte marítimo y pesca de altura,8.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,20 QUÍMICA,11.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Laboratorio de análisis y de control de calidad,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Química industrial,6.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,21 SANIDAD,104.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Anatomía patológica y citodiagnostico,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Audiología protésica,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Dietética (LOGSE),26.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Documentación y administración sanitaria,5.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Higiene bucodental,10.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Imagen para el diagnóstico y medicina nuclear,32.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Laboratorio clinico y biomédico,9.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Ortoprótesis y productos de apoyo,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Prótesis dentales,10.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Radioterampia y dosimetría,7.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,22 SEGURIDAD Y MEDIO AMBIENTE,33.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Coordinación de emergencias y protección civil,8.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Educación y control ambiental,7.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Prevención de riesgos profesionales (LOGSE),8.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Química y salud ambiental,10.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,70.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Animación sociocultural y turística,22.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Educación infantil,20.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Integración social,25.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mediación comunicativa,2.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Promoción de igualdad de género,1.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,"24 TEXTIL, CONFECCIÓN Y PIEL",6.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño y producción de calzado y complementos,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Patronaje y moda,3.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Vestuario a medida y de espectáculos,3.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Diseño Técnico en Textil y Piel,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,79.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Automoción,79.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR
Hombres,Santa Cruz de Tenerife,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR
Hombres,06 CANTABRIA,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,103.0,SUPERIOR
Hombres,06 CANTABRIA,Enseñanza y animación sociodeportiva,68.0,SUPERIOR
Hombres,06 CANTABRIA,Acondicionamiento físico,35.0,SUPERIOR
Hombres,06 CANTABRIA,02 ADMINISTRACIÓN Y GESTIÓN,84.0,SUPERIOR
Hombres,06 CANTABRIA,Administración y finanzas,70.0,SUPERIOR
Hombres,06 CANTABRIA,Asistencia a la dirección,14.0,SUPERIOR
Hombres,06 CANTABRIA,03 AGRARIA,33.0,SUPERIOR
Hombres,06 CANTABRIA,Ganadería y asistencia en sanidad animal,2.0,SUPERIOR
Hombres,06 CANTABRIA,Gestión forestal y del medio natural,23.0,SUPERIOR
Hombres,06 CANTABRIA,Paisajismo y medio rural,8.0,SUPERIOR
Hombres,06 CANTABRIA,04 ARTES GRÁFICAS,4.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño y edición de publicaciones impresas y multimedia,4.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño y gestión de la producción gráfica,0.0,SUPERIOR
Hombres,06 CANTABRIA,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR
Hombres,06 CANTABRIA,Artista fallero y construcción de escenografías,0.0,SUPERIOR
Hombres,06 CANTABRIA,06 COMERCIO Y MARKETING,47.0,SUPERIOR
Hombres,06 CANTABRIA,Comercio internacional,16.0,SUPERIOR
Hombres,06 CANTABRIA,Gestión de ventas y espacios comerciales,11.0,SUPERIOR
Hombres,06 CANTABRIA,Marketing y publicidad,8.0,SUPERIOR
Hombres,06 CANTABRIA,Transporte y logística,12.0,SUPERIOR
Hombres,06 CANTABRIA,07 EDIFICACIÓN Y OBRA CIVIL,13.0,SUPERIOR
Hombres,06 CANTABRIA,Organización y control de obras de construcción,0.0,SUPERIOR
Hombres,06 CANTABRIA,Proyectos de edificación,7.0,SUPERIOR
Hombres,06 CANTABRIA,Proyectos de obra civil,6.0,SUPERIOR
Hombres,06 CANTABRIA,08 ELECTRICIDAD Y ELECTRÓNICA,88.0,SUPERIOR
Hombres,06 CANTABRIA,Automatización y robótica industrial,35.0,SUPERIOR
Hombres,06 CANTABRIA,Electromedicina clínica,5.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento electrónico,4.0,SUPERIOR
Hombres,06 CANTABRIA,Sistemas de telecomunicaciones e informáticos,21.0,SUPERIOR
Hombres,06 CANTABRIA,Sistemas electrotécnicos y automatizados,23.0,SUPERIOR
Hombres,06 CANTABRIA,09 ENERGÍA Y AGUA,10.0,SUPERIOR
Hombres,06 CANTABRIA,Eficiencia energética y energía solar térmica,1.0,SUPERIOR
Hombres,06 CANTABRIA,Energías renovables,9.0,SUPERIOR
Hombres,06 CANTABRIA,Centrales eléctricas,0.0,SUPERIOR
Hombres,06 CANTABRIA,Gestión de agua,0.0,SUPERIOR
Hombres,06 CANTABRIA,10 FABRICACIÓN MECÁNICA,42.0,SUPERIOR
Hombres,06 CANTABRIA,Construcciones metálicas,11.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño en fabricación mecánica,4.0,SUPERIOR
Hombres,06 CANTABRIA,Óptica de anteojería (LOGSE),0.0,SUPERIOR
Hombres,06 CANTABRIA,Programación de la producción en fabricación mecánica,27.0,SUPERIOR
Hombres,06 CANTABRIA,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR
Hombres,06 CANTABRIA,11 HOSTELERÍA Y TURISMO,26.0,SUPERIOR
Hombres,06 CANTABRIA,Agencias de viajes y gestión de eventos,4.0,SUPERIOR
Hombres,06 CANTABRIA,Dirección de cocina,3.0,SUPERIOR
Hombres,06 CANTABRIA,Dirección de servicios de restauración,0.0,SUPERIOR
Hombres,06 CANTABRIA,Gestión de alojamientos turísticos,7.0,SUPERIOR
Hombres,06 CANTABRIA,"Guía, información y asistencias turísticas",12.0,SUPERIOR
Hombres,06 CANTABRIA,12 IMAGEN PERSONAL,2.0,SUPERIOR
Hombres,06 CANTABRIA,Asesoría de imagen personal y corporativa,0.0,SUPERIOR
Hombres,06 CANTABRIA,Caracterización y maquillaje profesional,0.0,SUPERIOR
Hombres,06 CANTABRIA,Estética integral y bienestar,1.0,SUPERIOR
Hombres,06 CANTABRIA,Estilismo y dirección de peluquería,1.0,SUPERIOR
Hombres,06 CANTABRIA,Termalismo y bienestar,0.0,SUPERIOR
Hombres,06 CANTABRIA,13 IMAGEN Y SONIDO,9.0,SUPERIOR
Hombres,06 CANTABRIA,"Animaciones 3D, juegos y entornos interactivos",9.0,SUPERIOR
Hombres,06 CANTABRIA,"Iluminación, captación y tratamiento de Imagen",0.0,SUPERIOR
Hombres,06 CANTABRIA,Producción de audiovisuales y espectáculos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Realización de proyectos de audiovisuales y espectáculos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Sonido para audiovisuales y espectáculos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR
Hombres,06 CANTABRIA,14 INDUSTRIAS ALIMENTARIAS,7.0,SUPERIOR
Hombres,06 CANTABRIA,Procesos y calidad en la industria alimentaria,7.0,SUPERIOR
Hombres,06 CANTABRIA,Vitivinicultura,0.0,SUPERIOR
Hombres,06 CANTABRIA,16 INFORMÁTICA Y COMUNICACIONES,143.0,SUPERIOR
Hombres,06 CANTABRIA,Administración de sistemas informáticos en red,60.0,SUPERIOR
Hombres,06 CANTABRIA,Desarrollo de aplicaciones multiplataforma,54.0,SUPERIOR
Hombres,06 CANTABRIA,Desarrollo de aplicaciones web,29.0,SUPERIOR
Hombres,06 CANTABRIA,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
Hombres,06 CANTABRIA,17 INSTALACIÓN Y MANTENIMIENTO,30.0,SUPERIOR
Hombres,06 CANTABRIA,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento de instalaciones térmicas y de fluidos,7.0,SUPERIOR
Hombres,06 CANTABRIA,Mecatrónica industrial,23.0,SUPERIOR
Hombres,06 CANTABRIA,"18 MADERA, MUEBLE Y CORCHO",3.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño y amueblamiento,3.0,SUPERIOR
Hombres,06 CANTABRIA,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR
Hombres,06 CANTABRIA,Acuicultura,0.0,SUPERIOR
Hombres,06 CANTABRIA,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR
Hombres,06 CANTABRIA,Transporte marítimo y pesca de altura,0.0,SUPERIOR
Hombres,06 CANTABRIA,20 QUÍMICA,13.0,SUPERIOR
Hombres,06 CANTABRIA,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Laboratorio de análisis y de control de calidad,7.0,SUPERIOR
Hombres,06 CANTABRIA,Química industrial,6.0,SUPERIOR
Hombres,06 CANTABRIA,21 SANIDAD,36.0,SUPERIOR
Hombres,06 CANTABRIA,Anatomía patológica y citodiagnostico,2.0,SUPERIOR
Hombres,06 CANTABRIA,Audiología protésica,0.0,SUPERIOR
Hombres,06 CANTABRIA,Dietética (LOGSE),2.0,SUPERIOR
Hombres,06 CANTABRIA,Documentación y administración sanitaria,0.0,SUPERIOR
Hombres,06 CANTABRIA,Higiene bucodental,9.0,SUPERIOR
Hombres,06 CANTABRIA,Imagen para el diagnóstico y medicina nuclear,10.0,SUPERIOR
Hombres,06 CANTABRIA,Laboratorio clinico y biomédico,2.0,SUPERIOR
Hombres,06 CANTABRIA,Ortoprótesis y productos de apoyo,0.0,SUPERIOR
Hombres,06 CANTABRIA,Prótesis dentales,4.0,SUPERIOR
Hombres,06 CANTABRIA,Radioterampia y dosimetría,7.0,SUPERIOR
Hombres,06 CANTABRIA,22 SEGURIDAD Y MEDIO AMBIENTE,11.0,SUPERIOR
Hombres,06 CANTABRIA,Coordinación de emergencias y protección civil,0.0,SUPERIOR
Hombres,06 CANTABRIA,Educación y control ambiental,3.0,SUPERIOR
Hombres,06 CANTABRIA,Prevención de riesgos profesionales (LOGSE),4.0,SUPERIOR
Hombres,06 CANTABRIA,Química y salud ambiental,4.0,SUPERIOR
Hombres,06 CANTABRIA,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,46.0,SUPERIOR
Hombres,06 CANTABRIA,Animación sociocultural y turística,5.0,SUPERIOR
Hombres,06 CANTABRIA,Educación infantil,15.0,SUPERIOR
Hombres,06 CANTABRIA,Integración social,26.0,SUPERIOR
Hombres,06 CANTABRIA,Mediación comunicativa,0.0,SUPERIOR
Hombres,06 CANTABRIA,Promoción de igualdad de género,0.0,SUPERIOR
Hombres,06 CANTABRIA,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño y producción de calzado y complementos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Patronaje y moda,0.0,SUPERIOR
Hombres,06 CANTABRIA,Vestuario a medida y de espectáculos,0.0,SUPERIOR
Hombres,06 CANTABRIA,Diseño Técnico en Textil y Piel,0.0,SUPERIOR
Hombres,06 CANTABRIA,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,62.0,SUPERIOR
Hombres,06 CANTABRIA,Automoción,51.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,11.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR
Hombres,06 CANTABRIA,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR
Hombres,06 CANTABRIA,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR
Hombres,06 CANTABRIA,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,250.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Enseñanza y animación sociodeportiva,231.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Acondicionamiento físico,19.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,02 ADMINISTRACIÓN Y GESTIÓN,294.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Administración y finanzas,221.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Asistencia a la dirección,73.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,03 AGRARIA,132.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Ganadería y asistencia en sanidad animal,14.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Gestión forestal y del medio natural,96.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Paisajismo y medio rural,22.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,04 ARTES GRÁFICAS,5.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Diseño y edición de publicaciones impresas y multimedia,5.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Diseño y gestión de la producción gráfica,0.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Artista fallero y construcción de escenografías,0.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,06 COMERCIO Y MARKETING,132.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Comercio internacional,51.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Gestión de ventas y espacios comerciales,34.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Marketing y publicidad,10.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,Transporte y logística,37.0,SUPERIOR
Hombres,07 CASTILLA Y LEÓN,07 EDIFICACIÓN Y OBRA CIVIL,22.0,SUPERIOR
