Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo
AMBOS SEXOS,Málaga,Energías renovables,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Centrales eléctricas,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Gestión de agua,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,10 FABRICACIÓN MECÁNICA,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Construcciones metálicas,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Diseño en fabricación mecánica,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Óptica de anteojería (LOGSE),0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Programación de la producción en fabricación mecánica,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,11 HOSTELERÍA Y TURISMO,16.0,SUPERIOR
AMBOS SEXOS,Sevilla,Agencias de viajes y gestión de eventos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Dirección de cocina,10.0,SUPERIOR
AMBOS SEXOS,Sevilla,Dirección de servicios de restauración,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Gestión de alojamientos turísticos,6.0,SUPERIOR
AMBOS SEXOS,Sevilla,"Guía, información y asistencias turísticas",0.0,SUPERIOR
AMBOS SEXOS,Sevilla,12 IMAGEN PERSONAL,12.0,SUPERIOR
AMBOS SEXOS,Sevilla,Asesoría de imagen personal y corporativa,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Caracterización y maquillaje profesional,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Estética integral y bienestar,12.0,SUPERIOR
AMBOS SEXOS,Sevilla,Estilismo y dirección de peluquería,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Termalismo y bienestar,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,13 IMAGEN Y SONIDO,14.0,SUPERIOR
AMBOS SEXOS,Sevilla,"Animaciones 3D, juegos y entornos interactivos",0.0,SUPERIOR
AMBOS SEXOS,Sevilla,"Iluminación, captación y tratamiento de Imagen",8.0,SUPERIOR
AMBOS SEXOS,Sevilla,Producción de audiovisuales y espectáculos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Realización de proyectos de audiovisuales y espectáculos,6.0,SUPERIOR
AMBOS SEXOS,Sevilla,Sonido para audiovisuales y espectáculos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,Sevilla,14 INDUSTRIAS ALIMENTARIAS,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Procesos y calidad en la industria alimentaria,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Vitivinicultura,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,16 INFORMÁTICA Y COMUNICACIONES,43.0,SUPERIOR
AMBOS SEXOS,Sevilla,Administración de sistemas informáticos en red,17.0,SUPERIOR
AMBOS SEXOS,Sevilla,Desarrollo de aplicaciones multiplataforma,12.0,SUPERIOR
AMBOS SEXOS,Sevilla,Desarrollo de aplicaciones web,14.0,SUPERIOR
AMBOS SEXOS,Sevilla,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,Sevilla,17 INSTALACIÓN Y MANTENIMIENTO,16.0,SUPERIOR
AMBOS SEXOS,Sevilla,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Mantenimiento de instalaciones térmicas y de fluidos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Mecatrónica industrial,16.0,SUPERIOR
AMBOS SEXOS,Sevilla,"18 MADERA, MUEBLE Y CORCHO",0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Diseño y amueblamiento,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Acuicultura,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Transporte marítimo y pesca de altura,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,20 QUÍMICA,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR
AMBOS SEXOS,Sevilla,Laboratorio de análisis y de control de calidad,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Química industrial,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,21 SANIDAD,16.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Anatomía patológica y citodiagnostico,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Audiología protésica,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Dietética (LOGSE),0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Documentación y administración sanitaria,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Higiene bucodental,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Imagen para el diagnóstico y medicina nuclear,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Laboratorio clinico y biomédico,16.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Ortoprótesis y productos de apoyo,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Prótesis dentales,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Radioterampia y dosimetría,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,22 SEGURIDAD Y MEDIO AMBIENTE,3.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Coordinación de emergencias y protección civil,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Educación y control ambiental,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Prevención de riesgos profesionales (LOGSE),3.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Química y salud ambiental,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,12.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Animación sociocultural y turística,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Educación infantil,12.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Integración social,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Mediación comunicativa,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Promoción de igualdad de género,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Diseño y producción de calzado y complementos,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Patronaje y moda,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Vestuario a medida y de espectáculos,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Diseño Técnico en Textil y Piel,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,25.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Automoción,25.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,394.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Enseñanza y animación sociodeportiva,287.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Acondicionamiento físico,107.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,02 ADMINISTRACIÓN Y GESTIÓN,779.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Administración y finanzas,688.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Asistencia a la dirección,91.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,03 AGRARIA,192.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Ganadería y asistencia en sanidad animal,89.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Gestión forestal y del medio natural,92.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,Paisajismo y medio rural,11.0,SUPERIOR
AMBOS SEXOS,02 ARAGÓN,04 ARTES GRÁFICAS,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Diseño y edición de publicaciones impresas y multimedia,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Diseño y gestión de la producción gráfica,0.0,SUPERIOR
AMBOS SEXOS,Huesca,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Artista fallero y construcción de escenografías,0.0,SUPERIOR
AMBOS SEXOS,Huesca,06 COMERCIO Y MARKETING,435.0,SUPERIOR
AMBOS SEXOS,Huesca,Comercio internacional,101.0,SUPERIOR
AMBOS SEXOS,Huesca,Gestión de ventas y espacios comerciales,91.0,SUPERIOR
AMBOS SEXOS,Huesca,Marketing y publicidad,115.0,SUPERIOR
AMBOS SEXOS,Huesca,Transporte y logística,128.0,SUPERIOR
AMBOS SEXOS,Huesca,07 EDIFICACIÓN Y OBRA CIVIL,58.0,SUPERIOR
AMBOS SEXOS,Huesca,Organización y control de obras de construcción,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Proyectos de edificación,45.0,SUPERIOR
AMBOS SEXOS,Huesca,Proyectos de obra civil,13.0,SUPERIOR
AMBOS SEXOS,Huesca,08 ELECTRICIDAD Y ELECTRÓNICA,298.0,SUPERIOR
AMBOS SEXOS,Huesca,Automatización y robótica industrial,67.0,SUPERIOR
AMBOS SEXOS,Huesca,Electromedicina clínica,8.0,SUPERIOR
AMBOS SEXOS,Huesca,Mantenimiento electrónico,41.0,SUPERIOR
AMBOS SEXOS,Huesca,Sistemas de telecomunicaciones e informáticos,100.0,SUPERIOR
AMBOS SEXOS,Huesca,Sistemas electrotécnicos y automatizados,82.0,SUPERIOR
AMBOS SEXOS,Huesca,09 ENERGÍA Y AGUA,50.0,SUPERIOR
AMBOS SEXOS,Huesca,Eficiencia energética y energía solar térmica,16.0,SUPERIOR
AMBOS SEXOS,Huesca,Energías renovables,34.0,SUPERIOR
AMBOS SEXOS,Huesca,Centrales eléctricas,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Gestión de agua,0.0,SUPERIOR
AMBOS SEXOS,Huesca,10 FABRICACIÓN MECÁNICA,53.0,SUPERIOR
AMBOS SEXOS,Huesca,Construcciones metálicas,5.0,SUPERIOR
AMBOS SEXOS,Huesca,Diseño en fabricación mecánica,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Óptica de anteojería (LOGSE),0.0,SUPERIOR
AMBOS SEXOS,Huesca,Programación de la producción en fabricación mecánica,48.0,SUPERIOR
AMBOS SEXOS,Huesca,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR
AMBOS SEXOS,Huesca,11 HOSTELERÍA Y TURISMO,287.0,SUPERIOR
AMBOS SEXOS,Huesca,Agencias de viajes y gestión de eventos,74.0,SUPERIOR
AMBOS SEXOS,Huesca,Dirección de cocina,108.0,SUPERIOR
AMBOS SEXOS,Huesca,Dirección de servicios de restauración,13.0,SUPERIOR
AMBOS SEXOS,Huesca,Gestión de alojamientos turísticos,49.0,SUPERIOR
AMBOS SEXOS,Huesca,"Guía, información y asistencias turísticas",43.0,SUPERIOR
AMBOS SEXOS,Huesca,12 IMAGEN PERSONAL,87.0,SUPERIOR
AMBOS SEXOS,Huesca,Asesoría de imagen personal y corporativa,24.0,SUPERIOR
AMBOS SEXOS,Huesca,Caracterización y maquillaje profesional,0.0,SUPERIOR
AMBOS SEXOS,Huesca,Estética integral y bienestar,54.0,SUPERIOR
AMBOS SEXOS,Huesca,Estilismo y dirección de peluquería,9.0,SUPERIOR
AMBOS SEXOS,Huesca,Termalismo y bienestar,0.0,SUPERIOR
AMBOS SEXOS,Huesca,13 IMAGEN Y SONIDO,132.0,SUPERIOR
AMBOS SEXOS,Huesca,"Animaciones 3D, juegos y entornos interactivos",48.0,SUPERIOR
AMBOS SEXOS,Huesca,"Iluminación, captación y tratamiento de Imagen",23.0,SUPERIOR
AMBOS SEXOS,Huesca,Producción de audiovisuales y espectáculos,20.0,SUPERIOR
AMBOS SEXOS,Huesca,Realización de proyectos de audiovisuales y espectáculos,22.0,SUPERIOR
AMBOS SEXOS,Huesca,Sonido para audiovisuales y espectáculos,19.0,SUPERIOR
AMBOS SEXOS,Teruel,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,Teruel,14 INDUSTRIAS ALIMENTARIAS,56.0,SUPERIOR
AMBOS SEXOS,Teruel,Procesos y calidad en la industria alimentaria,36.0,SUPERIOR
AMBOS SEXOS,Teruel,Vitivinicultura,20.0,SUPERIOR
AMBOS SEXOS,Teruel,16 INFORMÁTICA Y COMUNICACIONES,622.0,SUPERIOR
AMBOS SEXOS,Teruel,Administración de sistemas informáticos en red,240.0,SUPERIOR
AMBOS SEXOS,Teruel,Desarrollo de aplicaciones multiplataforma,211.0,SUPERIOR
AMBOS SEXOS,Teruel,Desarrollo de aplicaciones web,171.0,SUPERIOR
AMBOS SEXOS,Teruel,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,Teruel,17 INSTALACIÓN Y MANTENIMIENTO,115.0,SUPERIOR
AMBOS SEXOS,Teruel,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Mantenimiento de instalaciones térmicas y de fluidos,23.0,SUPERIOR
AMBOS SEXOS,Teruel,Mecatrónica industrial,92.0,SUPERIOR
AMBOS SEXOS,Teruel,"18 MADERA, MUEBLE Y CORCHO",6.0,SUPERIOR
AMBOS SEXOS,Teruel,Diseño y amueblamiento,6.0,SUPERIOR
AMBOS SEXOS,Teruel,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Acuicultura,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Transporte marítimo y pesca de altura,0.0,SUPERIOR
AMBOS SEXOS,Teruel,20 QUÍMICA,56.0,SUPERIOR
AMBOS SEXOS,Teruel,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Laboratorio de análisis y de control de calidad,40.0,SUPERIOR
AMBOS SEXOS,Teruel,Química industrial,16.0,SUPERIOR
AMBOS SEXOS,Teruel,21 SANIDAD,848.0,SUPERIOR
AMBOS SEXOS,Teruel,Anatomía patológica y citodiagnostico,109.0,SUPERIOR
AMBOS SEXOS,Teruel,Audiología protésica,8.0,SUPERIOR
AMBOS SEXOS,Teruel,Dietética (LOGSE),91.0,SUPERIOR
AMBOS SEXOS,Teruel,Documentación y administración sanitaria,12.0,SUPERIOR
AMBOS SEXOS,Teruel,Higiene bucodental,125.0,SUPERIOR
AMBOS SEXOS,Teruel,Imagen para el diagnóstico y medicina nuclear,252.0,SUPERIOR
AMBOS SEXOS,Teruel,Laboratorio clinico y biomédico,166.0,SUPERIOR
AMBOS SEXOS,Teruel,Ortoprótesis y productos de apoyo,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Prótesis dentales,58.0,SUPERIOR
AMBOS SEXOS,Teruel,Radioterampia y dosimetría,27.0,SUPERIOR
AMBOS SEXOS,Teruel,22 SEGURIDAD Y MEDIO AMBIENTE,124.0,SUPERIOR
AMBOS SEXOS,Teruel,Coordinación de emergencias y protección civil,16.0,SUPERIOR
AMBOS SEXOS,Teruel,Educación y control ambiental,27.0,SUPERIOR
AMBOS SEXOS,Teruel,Prevención de riesgos profesionales (LOGSE),64.0,SUPERIOR
AMBOS SEXOS,Teruel,Química y salud ambiental,17.0,SUPERIOR
AMBOS SEXOS,Teruel,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,704.0,SUPERIOR
AMBOS SEXOS,Teruel,Animación sociocultural y turística,77.0,SUPERIOR
AMBOS SEXOS,Teruel,Educación infantil,393.0,SUPERIOR
AMBOS SEXOS,Teruel,Integración social,170.0,SUPERIOR
AMBOS SEXOS,Teruel,Mediación comunicativa,26.0,SUPERIOR
AMBOS SEXOS,Teruel,Promoción de igualdad de género,38.0,SUPERIOR
AMBOS SEXOS,Teruel,"24 TEXTIL, CONFECCIÓN Y PIEL",5.0,SUPERIOR
AMBOS SEXOS,Teruel,Diseño y producción de calzado y complementos,0.0,SUPERIOR
AMBOS SEXOS,Teruel,Patronaje y moda,5.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Vestuario a medida y de espectáculos,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Diseño Técnico en Textil y Piel,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,191.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Automoción,140.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,19.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,18.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,14.0,SUPERIOR
AMBOS SEXOS,Zaragoza,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,69.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Enseñanza y animación sociodeportiva,39.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Acondicionamiento físico,30.0,SUPERIOR
AMBOS SEXOS,Zaragoza,02 ADMINISTRACIÓN Y GESTIÓN,200.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Administración y finanzas,171.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Asistencia a la dirección,29.0,SUPERIOR
AMBOS SEXOS,Zaragoza,03 AGRARIA,31.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Ganadería y asistencia en sanidad animal,16.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Gestión forestal y del medio natural,15.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Paisajismo y medio rural,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,04 ARTES GRÁFICAS,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Diseño y edición de publicaciones impresas y multimedia,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Diseño y gestión de la producción gráfica,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Artista fallero y construcción de escenografías,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,06 COMERCIO Y MARKETING,110.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Comercio internacional,18.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Gestión de ventas y espacios comerciales,23.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Marketing y publicidad,40.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Transporte y logística,29.0,SUPERIOR
AMBOS SEXOS,Zaragoza,07 EDIFICACIÓN Y OBRA CIVIL,10.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Organización y control de obras de construcción,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Proyectos de edificación,10.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Proyectos de obra civil,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,08 ELECTRICIDAD Y ELECTRÓNICA,65.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Automatización y robótica industrial,7.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Electromedicina clínica,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Mantenimiento electrónico,7.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Sistemas de telecomunicaciones e informáticos,22.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Sistemas electrotécnicos y automatizados,29.0,SUPERIOR
AMBOS SEXOS,Zaragoza,09 ENERGÍA Y AGUA,16.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Eficiencia energética y energía solar térmica,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Energías renovables,16.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Centrales eléctricas,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Gestión de agua,0.0,SUPERIOR
AMBOS SEXOS,Zaragoza,10 FABRICACIÓN MECÁNICA,8.0,SUPERIOR
AMBOS SEXOS,Zaragoza,Construcciones metálicas,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Diseño en fabricación mecánica,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Óptica de anteojería (LOGSE),0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Programación de la producción en fabricación mecánica,8.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,11 HOSTELERÍA Y TURISMO,42.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Agencias de viajes y gestión de eventos,6.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Dirección de cocina,11.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Dirección de servicios de restauración,8.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Gestión de alojamientos turísticos,10.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,"Guía, información y asistencias turísticas",7.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,12 IMAGEN PERSONAL,37.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Asesoría de imagen personal y corporativa,12.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Caracterización y maquillaje profesional,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Estética integral y bienestar,16.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Estilismo y dirección de peluquería,9.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Termalismo y bienestar,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,13 IMAGEN Y SONIDO,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,"Animaciones 3D, juegos y entornos interactivos",0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,"Iluminación, captación y tratamiento de Imagen",0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Producción de audiovisuales y espectáculos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Realización de proyectos de audiovisuales y espectáculos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Sonido para audiovisuales y espectáculos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,14 INDUSTRIAS ALIMENTARIAS,18.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Procesos y calidad en la industria alimentaria,12.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Vitivinicultura,6.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,16 INFORMÁTICA Y COMUNICACIONES,94.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Administración de sistemas informáticos en red,23.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Desarrollo de aplicaciones multiplataforma,33.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Desarrollo de aplicaciones web,38.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,17 INSTALACIÓN Y MANTENIMIENTO,17.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Mantenimiento de instalaciones térmicas y de fluidos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Mecatrónica industrial,17.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,"18 MADERA, MUEBLE Y CORCHO",1.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Diseño y amueblamiento,1.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Acuicultura,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Transporte marítimo y pesca de altura,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,20 QUÍMICA,15.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Laboratorio de análisis y de control de calidad,15.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Química industrial,0.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,21 SANIDAD,235.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Anatomía patológica y citodiagnostico,57.0,SUPERIOR
AMBOS SEXOS,03 PRINCIPADO DE ASTURIAS,Audiología protésica,8.0,SUPERIOR
AMBOS SEXOS,04 ISLAS BALEARES,Dietética (LOGSE),16.0,SUPERIOR
AMBOS SEXOS,04 ISLAS BALEARES,Documentación y administración sanitaria,0.0,SUPERIOR
AMBOS SEXOS,04 ISLAS BALEARES,Higiene bucodental,37.0,SUPERIOR
