,0,1,2,3,4,5
student_0,-0.3694965890713276,1.1076976829165284,-0.8432288832703122,-0.10655800358262846,-0.20734983346096242,-0.0752736649473565
student_1,-0.4998180294041815,0.8776760328582052,0.7520248129546518,0.6619644121797138,0.0011397427043880882,-0.010891313084096235
student_2,-0.18079938812398552,0.5682116075642628,-0.7169143331428363,-1.0192074385404648,0.05909482528289503,-0.02540238052944798
student_3,-0.44288517767876895,0.806161821407257,0.5353460509535414,0.36567372692244826,0.022090594708498147,-0.010810097508418928
student_5,-0.2543444936645678,0.6510321820938236,-0.41031853318898887,-0.6342702855218025,0.0382579780765482,-0.023939411107555587
student_6,-0.43820535437767355,1.0114844189949268,-0.07213821108639205,0.2928788452850829,-0.1137514785769531,-0.04543937429991345
student_7,-0.4020798038621011,0.8200910695361296,0.19804830745897065,0.13836322796762038,-0.005351431463188469,-0.021441996860885253
student_9,-0.08096554202295808,0.42281859420821477,-1.0410557821533455,-1.5341791711019914,0.10885339459697249,-0.02198166599203909
student_10,-0.40853079502559597,0.8542684533680577,0.14980071486158394,0.16595530248859494,-0.02470858273350352,-0.025727242832140288
student_11,-0.18854057752017225,0.609224468162584,-0.7748114442596984,-0.9860969491152985,0.03586624375851924,-0.030544675694959954
student_13,-0.09636283794610172,0.4066089812497679,1.185755570414079,0.6459800047578773,-0.4236759014615324,-0.10678310904564774
student_15,-0.4128861656301424,0.8006377871660033,0.33138817874936205,0.2021768286601408,0.012184009477843868,-0.016041090489186095
student_17,-0.11773619165487896,0.6176296820502031,-1.3160670599584494,-1.3769043463324364,-0.0014823676438229403,-0.04640756802819273
student_22,-0.2349915201740847,0.5485000305980426,-0.2655757553968267,-0.7170465090847286,0.09632943188749096,-0.011083673193790777
student_23,-0.6044882157394397,1.2021028846654167,0.6116713897350893,1.1624364488921939,-0.16305402870003288,-0.04268334884704972
student_24,-0.20402295631255993,0.6912501893592106,-0.890605666493426,-0.9198759702649595,-0.010590919290236605,-0.040829266025972
student_25,-0.3375660859504028,0.7851188323712732,-0.17609412213121856,-0.20794502072167878,-0.011614596035278075,-0.02890431064254034
student_27,-0.9769074755569971,0.9102222876167718,0.16411317677126677,0.9938254541345601,-0.441488131732833,0.44492761040859957
student_28,-0.6159573917140855,0.3786048674153074,-0.9912166174432004,-0.8666948809719593,-0.2577115658972864,0.45827064177639426
