Porcentaje_Real,Porcentaje_Predicho,Error,Error_Absoluto,Error_Porcentual,Comunidad_Autonoma,Familia_Profesional,Nivel_Educativo,Sexo
83.2,78.70121449350579,4.498785506494215,4.498785506494215,5.4071941183824705,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
81.0,85.19304837574401,-4.193048375744013,4.193048375744013,5.1766029330173,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
65.6,75.13824063216556,-9.538240632165568,9.538240632165568,14.540000963667026,Comunitat Valenciana,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
84.4,92.22020286181166,-7.8202028618116515,7.8202028618116515,9.265643201198639,Comunitat Valenciana,QUÍMICA,SUPERIOR,Mujeres
78.8,81.30634822735874,-2.5063482273587425,2.5063482273587425,3.1806449585770844,Comunitat Valenciana,SANIDAD,SUPERIOR,Mujeres
93.2,88.56210482339485,4.637895176605156,4.637895176605156,4.976282378331712,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
75.8,82.88389234837189,-7.08389234837189,7.08389234837189,9.345504417377164,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
95.2,83.79815221574965,11.40184778425035,11.40184778425035,11.97673086580919,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
77.7,74.8571117657033,2.8428882342967086,2.8428882342967086,3.65880081634068,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
96.6,83.37315462928731,13.226845370712681,13.226845370712681,13.69238651212493,Comunitat Valenciana,VIDRIO Y CERÁMICA,SUPERIOR,Mujeres
89.6,81.41425840852462,8.185741591475377,8.185741591475377,9.135872311914483,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
72.4,67.58553554929901,4.814464450700996,4.814464450700996,6.64981277721132,Extremadura,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
95.0,70.8560375402375,24.143962459762506,24.143962459762506,25.414697326065795,Extremadura,AGRARIA,SUPERIOR,Mujeres
64.7,75.37726856945402,-10.677268569454014,10.677268569454014,16.50273349220095,Extremadura,ARTES GRÁFICAS,SUPERIOR,Mujeres
77.4,78.2798559328992,-0.87985593289919,0.87985593289919,1.1367647711875837,Extremadura,COMERCIO Y MARKETING,SUPERIOR,Mujeres
70.2,80.10710486070356,-9.907104860703555,9.907104860703555,14.112684986757202,Extremadura,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
73.5,78.09912723794682,-4.599127237946817,4.599127237946817,6.25731596999567,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
100.0,79.72496256878951,20.275037431210492,20.275037431210492,20.275037431210492,Extremadura,ENERGÍA Y AGUA,SUPERIOR,Mujeres
90.8,82.0955577694006,8.704442230599398,8.704442230599398,9.586390121805504,Extremadura,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
76.1,73.04395773565005,3.0560422643499408,3.0560422643499408,4.015824263271933,Extremadura,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
69.9,82.7333674074702,-12.833367407470192,12.833367407470192,18.35961002499312,Extremadura,IMAGEN PERSONAL,SUPERIOR,Mujeres
63.1,81.5408361167363,-18.4408361167363,18.4408361167363,29.22477989974057,Extremadura,IMAGEN Y SONIDO,SUPERIOR,Mujeres
68.8,70.80144073609677,-2.001440736096768,2.001440736096768,2.9090708373499536,Extremadura,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
96.5,78.08724712677926,18.41275287322074,18.41275287322074,19.080572925617346,Extremadura,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
60.8,80.99513682850647,-20.195136828506477,20.195136828506477,33.21568557320144,Extremadura,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
68.9,65.9405889130389,2.9594110869611114,2.9594110869611114,4.295226541307854,Extremadura,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
90.9,66.5883165421746,24.31168345782541,24.31168345782541,26.745526356243577,Extremadura,QUÍMICA,SUPERIOR,Mujeres
93.7,78.87551961226367,14.82448038773633,14.82448038773633,15.821217062685516,Extremadura,SANIDAD,SUPERIOR,Mujeres
80.0,80.32888409762319,-0.32888409762318815,0.32888409762318815,0.41110512202898514,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
85.6,90.19661214796595,-4.596612147965956,4.596612147965956,5.369874004633127,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
77.2,85.17091943223336,-7.970919432233359,7.970919432233359,10.325025171286734,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
80.3,77.57161649403358,2.72838350596642,2.72838350596642,3.3977378654625405,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
72.6,73.9321164485347,-1.3321164485347055,1.3321164485347055,1.8348711412323768,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
56.2,72.52597013390496,-16.32597013390496,16.32597013390496,29.04976892153907,Galicia,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
93.9,89.17673683149803,4.723263168501973,4.723263168501973,5.030099220981866,Galicia,AGRARIA,SUPERIOR,Mujeres
79.5,60.907465329907645,18.592534670092355,18.592534670092355,23.38683606300925,Galicia,ARTES GRÁFICAS,SUPERIOR,Mujeres
86.2,79.79944446404735,6.400555535952648,6.400555535952648,7.425238440780333,Galicia,COMERCIO Y MARKETING,SUPERIOR,Mujeres
93.0,64.30333780611929,28.696662193880712,28.696662193880712,30.8566260149255,Galicia,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
77.9,75.54999121788808,2.350008782111928,2.350008782111928,3.0166993351886107,Galicia,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
98.2,89.90951713930542,8.290482860694581,8.290482860694581,8.442446904984298,Galicia,ENERGÍA Y AGUA,SUPERIOR,Mujeres
67.6,76.87652440771832,-9.276524407718327,9.276524407718327,13.722669242186875,Galicia,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
86.9,89.53731991165473,-2.6373199116547283,2.6373199116547283,3.0348905772781682,Galicia,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
82.8,73.72091304718893,9.079086952811068,9.079086952811068,10.965080860882932,Galicia,IMAGEN PERSONAL,SUPERIOR,Mujeres
91.9,83.9252414219828,7.974758578017202,7.974758578017202,8.67764807183591,Galicia,IMAGEN Y SONIDO,SUPERIOR,Mujeres
72.7,77.74607715608066,-5.046077156080656,5.046077156080656,6.940958949216859,Galicia,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
71.3,71.70726175040124,-0.407261750401247,0.407261750401247,0.5711946008432637,Galicia,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
80.3,78.71770815225258,1.5822918477474133,1.5822918477474133,1.9704755264600415,Galicia,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
92.0,71.5819044727028,20.418095527297197,20.418095527297197,22.19358209488826,Galicia,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
68.7,78.67900239788017,-9.979002397880166,9.979002397880166,14.525476561688741,Galicia,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
71.7,79.08430355001767,-7.384303550017663,7.384303550017663,10.298889191098553,Galicia,QUÍMICA,SUPERIOR,Mujeres
100.0,81.77392015840897,18.22607984159103,18.22607984159103,18.22607984159103,Galicia,SANIDAD,SUPERIOR,Mujeres
88.5,86.56293162993691,1.9370683700630877,1.9370683700630877,2.1887778192803253,Galicia,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
71.9,75.5876723599786,-3.687672359978592,3.687672359978592,5.128890625839488,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
86.1,85.83408745417074,0.26591254582925217,0.26591254582925217,0.3088415166425693,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
100.0,80.0648458941432,19.935154105856796,19.935154105856796,19.935154105856796,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
86.3,81.23678592753394,5.063214072466053,5.063214072466053,5.866991972730073,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
83.6,74.16510444033054,9.434895559669457,9.434895559669457,11.285760238839064,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
98.8,82.68934640683385,16.11065359316615,16.11065359316615,16.30632954773902,Comunidad de Madrid,AGRARIA,SUPERIOR,Mujeres
89.5,86.82506179196655,2.6749382080334527,2.6749382080334527,2.988757774339053,Comunidad de Madrid,ARTES GRÁFICAS,SUPERIOR,Mujeres
100.0,90.40474708738559,9.595252912614413,9.595252912614413,9.595252912614413,Comunidad de Madrid,COMERCIO Y MARKETING,SUPERIOR,Mujeres
70.6,81.80092974175622,-11.200929741756227,11.200929741756227,15.865339577558396,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
70.5,77.57892603252188,-7.078926032521878,7.078926032521878,10.041029833364364,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
93.2,83.7642924866236,9.4357075133764,9.4357075133764,10.124149692463948,Comunidad de Madrid,ENERGÍA Y AGUA,SUPERIOR,Mujeres
86.6,89.6299849026858,-3.029984902685811,3.029984902685811,3.4988278322007056,Comunidad de Madrid,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
96.4,92.04260803860615,4.3573919613938585,4.3573919613938585,4.520116142524749,Comunidad de Madrid,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
84.7,88.76697560994225,-4.066975609942247,4.066975609942247,4.801624096744093,Comunidad de Madrid,IMAGEN PERSONAL,SUPERIOR,Mujeres
47.1,70.42258305197015,-23.32258305197015,23.32258305197015,49.517161469151056,Comunidad de Madrid,IMAGEN Y SONIDO,SUPERIOR,Mujeres
89.4,78.80517921549128,10.594820784508727,10.594820784508727,11.851029960300588,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
83.0,88.21769974945335,-5.217699749453345,5.217699749453345,6.286385240305235,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
81.5,79.29128497681603,2.20871502318397,2.20871502318397,2.7100797830478163,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
68.0,80.49008924791221,-12.49008924791221,12.49008924791221,18.367778305753248,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
80.0,83.1211994845679,-3.121199484567896,3.121199484567896,3.90149935570987,Comunidad de Madrid,QUÍMICA,SUPERIOR,Mujeres
72.5,75.93086043285562,-3.4308604328556243,3.4308604328556243,4.7322212866974125,Comunidad de Madrid,SANIDAD,SUPERIOR,Mujeres
94.5,83.13596981020284,11.364030189797163,11.364030189797163,12.02542877227213,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
73.5,72.11842256860375,1.381577431396252,1.381577431396252,1.8796971855731321,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
83.8,80.5864417256053,3.2135582743946998,3.2135582743946998,3.834795076843317,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
89.6,88.43255990354295,1.1674400964570424,1.1674400964570424,1.3029465362243777,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
63.9,87.70544273521607,-23.80544273521607,23.80544273521607,37.25421398312374,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
92.8,89.73623590345584,3.063764096544162,3.063764096544162,3.3014699316208644,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
73.1,66.876063792095,6.223936207904998,6.223936207904998,8.514276618201093,Región de Murcia,AGRARIA,SUPERIOR,Mujeres
69.7,71.78319344523993,-2.083193445239928,2.083193445239928,2.988799777962594,Región de Murcia,ARTES GRÁFICAS,SUPERIOR,Mujeres
78.8,71.10065796865148,7.699342031348522,7.699342031348522,9.770738618462591,Región de Murcia,COMERCIO Y MARKETING,SUPERIOR,Mujeres
72.2,77.04098194357215,-4.840981943572146,4.840981943572146,6.704961140681642,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
72.6,69.83853719227986,2.761462807720136,2.761462807720136,3.803667779228838,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
86.7,73.64063925856905,13.05936074143095,13.05936074143095,15.062699817106054,Región de Murcia,ENERGÍA Y AGUA,SUPERIOR,Mujeres
66.7,79.61657625410939,-12.916576254109387,12.916576254109387,19.365181790268945,Región de Murcia,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
74.7,76.354463688093,-1.6544636880930028,1.6544636880930028,2.2148108274337384,Región de Murcia,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
67.7,85.53538503905646,-17.83538503905646,17.83538503905646,26.34473417881309,Región de Murcia,IMAGEN PERSONAL,SUPERIOR,Mujeres
81.6,76.77954813548834,4.820451864511654,4.820451864511654,5.9074165006270265,Región de Murcia,IMAGEN Y SONIDO,SUPERIOR,Mujeres
84.9,81.43163311237011,3.468366887629898,3.468366887629898,4.085237794617076,Región de Murcia,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
66.2,79.90104663332765,-13.70104663332765,13.70104663332765,20.69644506544962,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
94.4,80.04885146207921,14.351148537920793,14.351148537920793,15.20248785796694,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
68.5,75.90878562175759,-7.408785621757588,7.408785621757588,10.815745433222755,Región de Murcia,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
85.3,81.56570552176412,3.7342944782358813,3.7342944782358813,4.37783643403972,Región de Murcia,QUÍMICA,SUPERIOR,Mujeres
62.0,69.13960390203188,-7.13960390203188,7.13960390203188,11.515490164567547,Región de Murcia,SANIDAD,SUPERIOR,Mujeres
81.6,80.46171729385232,1.1382827061476775,1.1382827061476775,1.394954296749605,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
66.4,66.74788829552872,-0.347888295528719,0.347888295528719,0.5239281559167455,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
48.3,89.60673430977876,-41.30673430977876,41.30673430977876,85.521189047161,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
81.2,77.84756260262837,3.352437397371631,3.352437397371631,4.128617484447821,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
95.9,83.99904013759748,11.90095986240253,11.90095986240253,12.4097600233603,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
92.8,76.49661353061569,16.303386469384307,16.303386469384307,17.568304385112402,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
75.3,70.8408267850924,4.459173214907594,4.459173214907594,5.921876779425755,Comunidad Foral de Navarra,AGRARIA,SUPERIOR,Mujeres
84.7,78.49655004108031,6.203449958919691,6.203449958919691,7.324025925525018,Comunidad Foral de Navarra,ARTES GRÁFICAS,SUPERIOR,Mujeres
91.0,82.62837953448211,8.371620465517893,8.371620465517893,9.199582929140542,Comunidad Foral de Navarra,COMERCIO Y MARKETING,SUPERIOR,Mujeres
92.7,87.54977433056345,5.150225669436551,5.150225669436551,5.555798996155934,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
65.1,70.70664041868008,-5.606640418680087,5.606640418680087,8.612350873548522,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
62.1,72.82571944545712,-10.725719445457123,10.725719445457123,17.27168992827234,Comunidad Foral de Navarra,ENERGÍA Y AGUA,SUPERIOR,Mujeres
84.1,76.19194774404495,7.908052255955042,7.908052255955042,9.403153693168898,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
66.9,73.89161531190943,-6.9916153119094275,6.9916153119094275,10.450845010327994,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
92.9,80.1240245514022,12.775975448597805,12.775975448597805,13.75239553132164,Comunidad Foral de Navarra,IMAGEN PERSONAL,SUPERIOR,Mujeres
79.1,70.99409983873346,8.105900161266533,8.105900161266533,10.247661392245934,Comunidad Foral de Navarra,IMAGEN Y SONIDO,SUPERIOR,Mujeres
92.4,75.98437890620104,16.41562109379896,16.41562109379896,17.765823694587617,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
90.0,76.41341901641599,13.586580983584014,13.586580983584014,15.096201092871125,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
84.1,78.99526526860899,5.104734731391005,5.104734731391005,6.069839157420934,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
75.5,71.55929052932616,3.9407094706738377,3.9407094706738377,5.219482742614354,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
0.0,73.50237366466754,-73.50237366466754,73.50237366466754,inf,Comunidad Foral de Navarra,QUÍMICA,SUPERIOR,Mujeres
78.5,78.04432175207508,0.4556782479249222,0.4556782479249222,0.5804818444903467,Comunidad Foral de Navarra,SANIDAD,SUPERIOR,Mujeres
84.0,82.86646966410014,1.133530335899863,1.133530335899863,1.3494408760712653,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
93.5,88.94886630838126,4.551133691618745,4.551133691618745,4.867522664832881,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
83.2,78.41524694985853,4.784753050141475,4.784753050141475,5.750905108343119,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
67.3,74.94224930144385,-7.642249301443854,7.642249301443854,11.355496733200377,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
84.1,84.91692110490857,-0.8169211049085732,0.8169211049085732,0.9713687335417042,País Vasco,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
73.0,86.00804861326912,-13.008048613269125,13.008048613269125,17.81924467571113,País Vasco,AGRARIA,SUPERIOR,Mujeres
94.1,88.75068081080973,5.349319189190268,5.349319189190268,5.6847175230502325,País Vasco,ARTES GRÁFICAS,SUPERIOR,Mujeres
76.2,80.92693300122811,-4.726933001228105,4.726933001228105,6.203324148593313,País Vasco,COMERCIO Y MARKETING,SUPERIOR,Mujeres
67.1,72.3516360556402,-5.251636055640205,5.251636055640205,7.826581304977951,País Vasco,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
81.8,75.80743585290178,5.992564147098221,5.992564147098221,7.3258730404623735,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
85.8,82.31925371362988,3.4807462863701204,3.4807462863701204,4.056813853578229,País Vasco,ENERGÍA Y AGUA,SUPERIOR,Mujeres
58.1,67.45928623695514,-9.359286236955136,9.359286236955136,16.10892639751314,País Vasco,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
85.2,76.40322735940507,8.796772640594938,8.796772640594938,10.324850517130209,País Vasco,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
81.4,85.00872510267229,-3.608725102672281,3.608725102672281,4.433323221956119,País Vasco,IMAGEN PERSONAL,SUPERIOR,Mujeres
92.8,85.63749676979648,7.162503230203512,7.162503230203512,7.718214687719302,País Vasco,IMAGEN Y SONIDO,SUPERIOR,Mujeres
68.0,63.6541989912263,4.345801008773698,4.345801008773698,6.390883836431908,País Vasco,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
98.5,90.89923328933168,7.600766710668324,7.600766710668324,7.716514427074441,País Vasco,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
72.6,85.10926312340827,-12.509263123408275,12.509263123408275,17.230389977146384,País Vasco,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
76.0,84.13422218047933,-8.134222180479327,8.134222180479327,10.702923921683324,País Vasco,"MADERA, MUEBLE Y CORCHO",SUPERIOR,Mujeres
90.8,84.98326556026907,5.816734439730922,5.816734439730922,6.406095197941545,País Vasco,MARÍTIMO-PESQUERA,SUPERIOR,Mujeres
70.1,77.64827520289793,-7.5482752028979405,7.5482752028979405,10.767867621823026,País Vasco,QUÍMICA,SUPERIOR,Mujeres
83.4,86.40475578673421,-3.004755786734208,3.004755786734208,3.6028246843335823,País Vasco,SANIDAD,SUPERIOR,Mujeres
91.3,81.08533418561419,10.21466581438581,10.21466581438581,11.18802389308413,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
74.7,80.99318593810546,-6.293185938105452,6.293185938105452,8.424613036285745,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
88.3,88.21223318517185,0.08776681482814297,0.08776681482814297,0.09939616628328762,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
77.0,73.58694302289744,3.4130569771025563,3.4130569771025563,4.432541528704618,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
82.6,78.12267049573877,4.4773295042612204,4.4773295042612204,5.420495767870728,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
64.0,75.65194088704725,-11.651940887047246,11.651940887047246,18.206157636011323,La Rioja,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
81.5,78.68791838361912,2.8120816163808797,2.8120816163808797,3.450406891264883,La Rioja,AGRARIA,SUPERIOR,Mujeres
64.0,68.3095481025273,-4.309548102527302,4.309548102527302,6.733668910198909,La Rioja,COMERCIO Y MARKETING,SUPERIOR,Mujeres
83.8,71.39859247057923,12.401407529420766,12.401407529420766,14.798815667566547,La Rioja,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
79.2,79.13080831979507,0.06919168020493771,0.06919168020493771,0.08736323258199205,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
81.9,74.45598475414384,7.444015245856164,7.444015245856164,9.089151704342079,La Rioja,ENERGÍA Y AGUA,SUPERIOR,Mujeres
72.1,83.66159540326541,-11.561595403265414,11.561595403265414,16.035499865832755,La Rioja,FABRICACIÓN MECÁNICA,SUPERIOR,Mujeres
65.9,70.5918139870341,-4.691813987034095,4.691813987034095,7.119596338443239,La Rioja,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
85.0,85.90271169310289,-0.9027116931028871,0.9027116931028871,1.0620137565916319,La Rioja,IMAGEN PERSONAL,SUPERIOR,Mujeres
55.4,76.58359400255722,-21.18359400255722,21.18359400255722,38.2375343006448,La Rioja,INDUSTRIAS ALIMENTARIAS,SUPERIOR,Mujeres
74.9,70.7515623327625,4.148437667237502,4.148437667237502,5.538635069742993,La Rioja,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
84.7,73.46075604609314,11.239243953906865,11.239243953906865,13.269473381235967,La Rioja,INSTALACIÓN Y MANTENIMIENTO,SUPERIOR,Mujeres
83.4,74.26626102895153,9.133738971048473,9.133738971048473,10.951725384950207,La Rioja,QUÍMICA,SUPERIOR,Mujeres
77.0,80.47091351991574,-3.47091351991574,3.47091351991574,4.507679895994468,La Rioja,SANIDAD,SUPERIOR,Mujeres
82.5,76.97878305786402,5.521216942135979,5.521216942135979,6.692384172286035,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
55.6,76.67283345987406,-21.072833459874055,21.072833459874055,37.900779604090026,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
50.3,74.33230038845429,-24.03230038845429,24.03230038845429,47.77793317784153,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",SUPERIOR,Mujeres
86.3,90.13257103305817,-3.832571033058173,3.832571033058173,4.4409861333234915,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
71.5,78.20298181905875,-6.702981819058749,6.702981819058749,9.374799746935313,Ceuta,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
86.7,79.63310969741327,7.066890302586728,7.066890302586728,8.150969207135788,Ceuta,AGRARIA,SUPERIOR,Mujeres
80.3,86.37496972012804,-6.074969720128038,6.074969720128038,7.565342117220472,Ceuta,COMERCIO Y MARKETING,SUPERIOR,Mujeres
90.2,83.50344966378884,6.6965503362111605,6.6965503362111605,7.424113454779557,Ceuta,EDIFICACIÓN Y OBRA CIVIL,SUPERIOR,Mujeres
96.2,90.67579168828583,5.524208311714176,5.524208311714176,5.742420282447169,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,SUPERIOR,Mujeres
59.3,72.46054642129552,-13.160546421295521,13.160546421295521,22.19316428548992,Ceuta,ENERGÍA Y AGUA,SUPERIOR,Mujeres
94.4,81.39007125407707,13.009928745922934,13.009928745922934,13.781704180003107,Ceuta,HOSTELERÍA Y TURISMO,SUPERIOR,Mujeres
86.7,75.07045272584591,11.629547274154092,11.629547274154092,13.413549335817867,Ceuta,IMAGEN PERSONAL,SUPERIOR,Mujeres
47.3,73.69360602638253,-26.39360602638253,26.39360602638253,55.80043557374742,Ceuta,IMAGEN Y SONIDO,SUPERIOR,Mujeres
78.4,78.69057105001401,-0.29057105001400885,0.29057105001400885,0.3706263393035827,Ceuta,INFORMÁTICA Y COMUNICACIONES,SUPERIOR,Mujeres
85.7,90.58741979210502,-4.887419792105021,4.887419792105021,5.702940247497107,Ceuta,SANIDAD,SUPERIOR,Mujeres
82.1,79.21129329231681,2.888706707683184,2.888706707683184,3.5185221774460222,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,SUPERIOR,Mujeres
100.0,80.52890648006415,19.47109351993585,19.47109351993585,19.47109351993585,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,SUPERIOR,Mujeres
97.0,90.10903690048339,6.890963099516611,6.890963099516611,7.104085669604753,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,SUPERIOR,Mujeres
68.0,80.22190597532618,-12.22190597532618,12.22190597532618,17.97339114018556,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,SUPERIOR,Mujeres
84.2,86.74463776474626,-2.5446377647462555,2.5446377647462555,3.0221351125252442,Melilla,ADMINISTRACIÓN Y GESTIÓN,SUPERIOR,Mujeres
87.4,88.52122178300844,-1.121221783008437,1.121221783008437,1.2828624519547334,Melilla,COMERCIO Y MARKETING,SUPERIOR,Mujeres
