Nivel_Real,Nivel_Predicho,Correcto,Comunidad_Autonoma,Familia_Profesional,Sexo,Porcentaje
MEDIO,BASICO,False,Cantabria,IMAGEN Y SONIDO,Hombres,91.5
MEDIO,SUPERIOR,False,Cantabria,INDUSTRIAS ALIMENTARIAS,Hombres,84.4
SUPERIOR,MEDIO,False,Cantabria,INFORMÁTICA Y COMUNICACIONES,Hombres,87.5
MEDIO,MEDIO,True,Cantabria,INSTALACIÓN Y MANTENIMIENTO,Hombres,94.1
SUPERIOR,SUPERIOR,True,Cantabria,"MADERA, MUEBLE Y CORCHO",Hombres,93.8
BASICO,SUPERIOR,False,Cantabria,QUÍMICA,Hombres,98.6
MEDIO,MEDIO,True,Cantabria,SANIDAD,Hombres,93.1
MEDIO,MEDIO,True,Cantabria,SEGURIDAD Y MEDIO AMBIENTE,Hombres,90.8
MEDIO,MEDIO,True,Cantabria,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,95.7
MEDIO,SUPERIOR,False,Cantabria,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,87.2
SUPERIOR,SUPERIOR,True,Castilla y León,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,85.2
MEDIO,MEDIO,True,Castilla y León,ADMINISTRACIÓN Y GESTIÓN,Hombres,82.1
MEDIO,SUPERIOR,False,Castilla y León,AGRARIA,Hombres,85.2
SUPERIOR,MEDIO,False,Castilla y León,ARTES GRÁFICAS,Hombres,81.5
BASICO,MEDIO,False,Castilla y León,COMERCIO Y MARKETING,Hombres,74.1
SUPERIOR,SUPERIOR,True,Castilla y León,EDIFICACIÓN Y OBRA CIVIL,Hombres,63.2
SUPERIOR,SUPERIOR,True,Castilla y León,ELECTRICIDAD Y ELECTRÓNICA,Hombres,77.9
BASICO,BASICO,True,Castilla y León,ENERGÍA Y AGUA,Hombres,86.2
MEDIO,MEDIO,True,Castilla y León,FABRICACIÓN MECÁNICA,Hombres,77.0
SUPERIOR,SUPERIOR,True,Castilla y León,HOSTELERÍA Y TURISMO,Hombres,74.6
MEDIO,SUPERIOR,False,Castilla y León,IMAGEN PERSONAL,Hombres,78.1
MEDIO,MEDIO,True,Castilla y León,IMAGEN Y SONIDO,Hombres,83.4
SUPERIOR,SUPERIOR,True,Castilla y León,INDUSTRIAS ALIMENTARIAS,Hombres,78.4
MEDIO,SUPERIOR,False,Castilla y León,INFORMÁTICA Y COMUNICACIONES,Hombres,77.5
BASICO,BASICO,True,Castilla y León,INSTALACIÓN Y MANTENIMIENTO,Hombres,85.5
MEDIO,BASICO,False,Castilla y León,"MADERA, MUEBLE Y CORCHO",Hombres,83.7
BASICO,MEDIO,False,Castilla y León,QUÍMICA,Hombres,81.1
SUPERIOR,MEDIO,False,Castilla y León,SANIDAD,Hombres,81.2
MEDIO,MEDIO,True,Castilla y León,SEGURIDAD Y MEDIO AMBIENTE,Hombres,74.5
SUPERIOR,SUPERIOR,True,Castilla y León,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,84.4
BASICO,MEDIO,False,Castilla y León,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,94.7
BASICO,BASICO,True,Castilla y León,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,90.4
BASICO,SUPERIOR,False,Castilla La Mancha,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,97.8
SUPERIOR,SUPERIOR,True,Castilla La Mancha,ADMINISTRACIÓN Y GESTIÓN,Hombres,97.2
SUPERIOR,BASICO,False,Castilla La Mancha,AGRARIA,Hombres,97.1
BASICO,MEDIO,False,Castilla La Mancha,COMERCIO Y MARKETING,Hombres,97.7
MEDIO,SUPERIOR,False,Castilla La Mancha,EDIFICACIÓN Y OBRA CIVIL,Hombres,98.3
SUPERIOR,MEDIO,False,Castilla La Mancha,ELECTRICIDAD Y ELECTRÓNICA,Hombres,97.3
MEDIO,BASICO,False,Castilla La Mancha,ENERGÍA Y AGUA,Hombres,98.7
BASICO,SUPERIOR,False,Castilla La Mancha,FABRICACIÓN MECÁNICA,Hombres,98.7
BASICO,MEDIO,False,Castilla La Mancha,HOSTELERÍA Y TURISMO,Hombres,97.1
SUPERIOR,MEDIO,False,Castilla La Mancha,IMAGEN PERSONAL,Hombres,99.1
SUPERIOR,MEDIO,False,Castilla La Mancha,IMAGEN Y SONIDO,Hombres,92.6
SUPERIOR,SUPERIOR,True,Castilla La Mancha,INDUSTRIAS ALIMENTARIAS,Hombres,98.7
BASICO,MEDIO,False,Castilla La Mancha,INFORMÁTICA Y COMUNICACIONES,Hombres,96.8
MEDIO,SUPERIOR,False,Castilla La Mancha,INSTALACIÓN Y MANTENIMIENTO,Hombres,98.5
SUPERIOR,SUPERIOR,True,Castilla La Mancha,"MADERA, MUEBLE Y CORCHO",Hombres,85.6
MEDIO,SUPERIOR,False,Castilla La Mancha,QUÍMICA,Hombres,98.8
SUPERIOR,MEDIO,False,Castilla La Mancha,SANIDAD,Hombres,97.9
BASICO,SUPERIOR,False,Castilla La Mancha,SEGURIDAD Y MEDIO AMBIENTE,Hombres,98.1
MEDIO,MEDIO,True,Castilla La Mancha,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,96.6
SUPERIOR,BASICO,False,Castilla La Mancha,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,97.9
MEDIO,MEDIO,True,Castilla La Mancha,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,96.9
MEDIO,SUPERIOR,False,Comunitat Valenciana,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,90.4
MEDIO,SUPERIOR,False,Comunitat Valenciana,ADMINISTRACIÓN Y GESTIÓN,Hombres,80.5
BASICO,BASICO,True,Comunitat Valenciana,AGRARIA,Hombres,74.3
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ARTES GRÁFICAS,Hombres,73.1
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ARTES Y ARTESANÍAS,Hombres,80.1
SUPERIOR,MEDIO,False,Comunitat Valenciana,COMERCIO Y MARKETING,Hombres,78.3
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,EDIFICACIÓN Y OBRA CIVIL,Hombres,65.3
SUPERIOR,SUPERIOR,True,Comunitat Valenciana,ELECTRICIDAD Y ELECTRÓNICA,Hombres,70.4
MEDIO,MEDIO,True,Comunitat Valenciana,ENERGÍA Y AGUA,Hombres,65.3
MEDIO,MEDIO,True,Comunitat Valenciana,FABRICACIÓN MECÁNICA,Hombres,72.6
MEDIO,SUPERIOR,False,Comunitat Valenciana,HOSTELERÍA Y TURISMO,Hombres,69.9
BASICO,MEDIO,False,Comunitat Valenciana,IMAGEN PERSONAL,Hombres,75.2
MEDIO,SUPERIOR,False,Comunitat Valenciana,IMAGEN Y SONIDO,Hombres,80.3
SUPERIOR,MEDIO,False,Comunitat Valenciana,INDUSTRIAS ALIMENTARIAS,Hombres,74.1
BASICO,BASICO,True,Comunitat Valenciana,INFORMÁTICA Y COMUNICACIONES,Hombres,70.9
BASICO,SUPERIOR,False,Comunitat Valenciana,INSTALACIÓN Y MANTENIMIENTO,Hombres,75.0
MEDIO,SUPERIOR,False,Comunitat Valenciana,"MADERA, MUEBLE Y CORCHO",Hombres,57.7
BASICO,SUPERIOR,False,Comunitat Valenciana,MARÍTIMO-PESQUERA,Hombres,78.8
MEDIO,SUPERIOR,False,Comunitat Valenciana,QUÍMICA,Hombres,78.3
MEDIO,MEDIO,True,Comunitat Valenciana,SANIDAD,Hombres,83.2
SUPERIOR,BASICO,False,Comunitat Valenciana,SEGURIDAD Y MEDIO AMBIENTE,Hombres,78.5
SUPERIOR,MEDIO,False,Comunitat Valenciana,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,77.5
MEDIO,MEDIO,True,Comunitat Valenciana,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,65.8
SUPERIOR,MEDIO,False,Comunitat Valenciana,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,73.5
BASICO,BASICO,True,Comunitat Valenciana,VIDRIO Y CERÁMICA,Hombres,61.2
SUPERIOR,MEDIO,False,Extremadura,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,89.4
SUPERIOR,SUPERIOR,True,Extremadura,ADMINISTRACIÓN Y GESTIÓN,Hombres,84.0
MEDIO,BASICO,False,Extremadura,AGRARIA,Hombres,87.9
MEDIO,MEDIO,True,Extremadura,ARTES GRÁFICAS,Hombres,67.9
BASICO,BASICO,True,Extremadura,COMERCIO Y MARKETING,Hombres,86.5
SUPERIOR,SUPERIOR,True,Extremadura,EDIFICACIÓN Y OBRA CIVIL,Hombres,70.4
MEDIO,MEDIO,True,Extremadura,ELECTRICIDAD Y ELECTRÓNICA,Hombres,77.6
BASICO,SUPERIOR,False,Extremadura,ENERGÍA Y AGUA,Hombres,82.0
MEDIO,MEDIO,True,Extremadura,FABRICACIÓN MECÁNICA,Hombres,93.7
MEDIO,BASICO,False,Extremadura,HOSTELERÍA Y TURISMO,Hombres,78.3
SUPERIOR,SUPERIOR,True,Extremadura,IMAGEN PERSONAL,Hombres,93.7
BASICO,BASICO,True,Extremadura,IMAGEN Y SONIDO,Hombres,78.2
MEDIO,SUPERIOR,False,Extremadura,INDUSTRIAS ALIMENTARIAS,Hombres,83.3
SUPERIOR,MEDIO,False,Extremadura,INFORMÁTICA Y COMUNICACIONES,Hombres,75.2
MEDIO,SUPERIOR,False,Extremadura,INSTALACIÓN Y MANTENIMIENTO,Hombres,70.6
MEDIO,BASICO,False,Extremadura,"MADERA, MUEBLE Y CORCHO",Hombres,72.5
MEDIO,MEDIO,True,Extremadura,QUÍMICA,Hombres,81.4
BASICO,BASICO,True,Extremadura,SANIDAD,Hombres,89.2
BASICO,MEDIO,False,Extremadura,SEGURIDAD Y MEDIO AMBIENTE,Hombres,99.2
MEDIO,MEDIO,True,Extremadura,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,91.0
SUPERIOR,MEDIO,False,Extremadura,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,98.3
BASICO,BASICO,True,Extremadura,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,85.1
SUPERIOR,SUPERIOR,True,Galicia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,92.5
SUPERIOR,MEDIO,False,Galicia,ADMINISTRACIÓN Y GESTIÓN,Hombres,80.3
MEDIO,MEDIO,True,Galicia,AGRARIA,Hombres,86.8
SUPERIOR,MEDIO,False,Galicia,ARTES GRÁFICAS,Hombres,88.6
BASICO,BASICO,True,Galicia,COMERCIO Y MARKETING,Hombres,86.9
SUPERIOR,SUPERIOR,True,Galicia,EDIFICACIÓN Y OBRA CIVIL,Hombres,69.9
SUPERIOR,SUPERIOR,True,Galicia,ELECTRICIDAD Y ELECTRÓNICA,Hombres,82.2
BASICO,BASICO,True,Galicia,ENERGÍA Y AGUA,Hombres,81.0
SUPERIOR,SUPERIOR,True,Galicia,FABRICACIÓN MECÁNICA,Hombres,82.8
MEDIO,MEDIO,True,Galicia,HOSTELERÍA Y TURISMO,Hombres,84.4
BASICO,MEDIO,False,Galicia,IMAGEN PERSONAL,Hombres,71.9
MEDIO,BASICO,False,Galicia,IMAGEN Y SONIDO,Hombres,86.1
SUPERIOR,SUPERIOR,True,Galicia,INDUSTRIAS ALIMENTARIAS,Hombres,70.3
MEDIO,MEDIO,True,Galicia,INFORMÁTICA Y COMUNICACIONES,Hombres,78.7
SUPERIOR,SUPERIOR,True,Galicia,INSTALACIÓN Y MANTENIMIENTO,Hombres,85.8
MEDIO,MEDIO,True,Galicia,"MADERA, MUEBLE Y CORCHO",Hombres,80.2
MEDIO,SUPERIOR,False,Galicia,MARÍTIMO-PESQUERA,Hombres,88.5
BASICO,MEDIO,False,Galicia,QUÍMICA,Hombres,83.5
MEDIO,SUPERIOR,False,Galicia,SANIDAD,Hombres,93.1
MEDIO,BASICO,False,Galicia,SEGURIDAD Y MEDIO AMBIENTE,Hombres,83.1
MEDIO,BASICO,False,Galicia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,91.2
MEDIO,SUPERIOR,False,Galicia,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,77.0
MEDIO,SUPERIOR,False,Galicia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,89.1
SUPERIOR,MEDIO,False,Comunidad de Madrid,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,89.0
MEDIO,SUPERIOR,False,Comunidad de Madrid,ADMINISTRACIÓN Y GESTIÓN,Hombres,80.0
BASICO,MEDIO,False,Comunidad de Madrid,AGRARIA,Hombres,64.3
MEDIO,BASICO,False,Comunidad de Madrid,ARTES GRÁFICAS,Hombres,91.0
BASICO,BASICO,True,Comunidad de Madrid,COMERCIO Y MARKETING,Hombres,83.9
MEDIO,SUPERIOR,False,Comunidad de Madrid,EDIFICACIÓN Y OBRA CIVIL,Hombres,77.7
MEDIO,SUPERIOR,False,Comunidad de Madrid,ELECTRICIDAD Y ELECTRÓNICA,Hombres,83.0
BASICO,BASICO,True,Comunidad de Madrid,ENERGÍA Y AGUA,Hombres,76.4
MEDIO,SUPERIOR,False,Comunidad de Madrid,FABRICACIÓN MECÁNICA,Hombres,72.5
SUPERIOR,BASICO,False,Comunidad de Madrid,HOSTELERÍA Y TURISMO,Hombres,77.1
SUPERIOR,MEDIO,False,Comunidad de Madrid,IMAGEN PERSONAL,Hombres,83.6
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,IMAGEN Y SONIDO,Hombres,91.8
BASICO,SUPERIOR,False,Comunidad de Madrid,INDUSTRIAS ALIMENTARIAS,Hombres,73.6
BASICO,MEDIO,False,Comunidad de Madrid,INFORMÁTICA Y COMUNICACIONES,Hombres,84.8
BASICO,MEDIO,False,Comunidad de Madrid,INSTALACIÓN Y MANTENIMIENTO,Hombres,75.0
MEDIO,BASICO,False,Comunidad de Madrid,"MADERA, MUEBLE Y CORCHO",Hombres,81.3
MEDIO,MEDIO,True,Comunidad de Madrid,QUÍMICA,Hombres,70.9
BASICO,MEDIO,False,Comunidad de Madrid,SANIDAD,Hombres,89.9
BASICO,SUPERIOR,False,Comunidad de Madrid,SEGURIDAD Y MEDIO AMBIENTE,Hombres,71.4
MEDIO,SUPERIOR,False,Comunidad de Madrid,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,88.7
MEDIO,BASICO,False,Comunidad de Madrid,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,83.0
SUPERIOR,SUPERIOR,True,Comunidad de Madrid,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,82.0
SUPERIOR,SUPERIOR,True,Región de Murcia,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,89.0
SUPERIOR,SUPERIOR,True,Región de Murcia,ADMINISTRACIÓN Y GESTIÓN,Hombres,83.7
SUPERIOR,MEDIO,False,Región de Murcia,AGRARIA,Hombres,85.9
MEDIO,MEDIO,True,Región de Murcia,ARTES GRÁFICAS,Hombres,63.3
SUPERIOR,SUPERIOR,True,Región de Murcia,COMERCIO Y MARKETING,Hombres,85.8
BASICO,MEDIO,False,Región de Murcia,EDIFICACIÓN Y OBRA CIVIL,Hombres,68.6
SUPERIOR,SUPERIOR,True,Región de Murcia,ELECTRICIDAD Y ELECTRÓNICA,Hombres,80.4
SUPERIOR,SUPERIOR,True,Región de Murcia,ENERGÍA Y AGUA,Hombres,82.7
MEDIO,BASICO,False,Región de Murcia,FABRICACIÓN MECÁNICA,Hombres,74.9
MEDIO,SUPERIOR,False,Región de Murcia,HOSTELERÍA Y TURISMO,Hombres,80.3
MEDIO,SUPERIOR,False,Región de Murcia,IMAGEN PERSONAL,Hombres,87.8
SUPERIOR,MEDIO,False,Región de Murcia,IMAGEN Y SONIDO,Hombres,92.6
BASICO,SUPERIOR,False,Región de Murcia,INDUSTRIAS ALIMENTARIAS,Hombres,83.0
MEDIO,MEDIO,True,Región de Murcia,INFORMÁTICA Y COMUNICACIONES,Hombres,79.2
MEDIO,MEDIO,True,Región de Murcia,INSTALACIÓN Y MANTENIMIENTO,Hombres,77.7
BASICO,BASICO,True,Región de Murcia,MARÍTIMO-PESQUERA,Hombres,75.5
BASICO,MEDIO,False,Región de Murcia,QUÍMICA,Hombres,90.9
BASICO,SUPERIOR,False,Región de Murcia,SANIDAD,Hombres,88.8
SUPERIOR,SUPERIOR,True,Región de Murcia,SEGURIDAD Y MEDIO AMBIENTE,Hombres,83.2
SUPERIOR,SUPERIOR,True,Región de Murcia,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,87.2
SUPERIOR,SUPERIOR,True,Región de Murcia,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,90.9
SUPERIOR,MEDIO,False,Región de Murcia,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,88.1
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,93.7
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,Hombres,91.2
MEDIO,BASICO,False,Comunidad Foral de Navarra,AGRARIA,Hombres,92.3
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,ARTES GRÁFICAS,Hombres,80.1
BASICO,SUPERIOR,False,Comunidad Foral de Navarra,COMERCIO Y MARKETING,Hombres,88.4
MEDIO,MEDIO,True,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,Hombres,73.5
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,Hombres,85.0
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,ENERGÍA Y AGUA,Hombres,87.4
SUPERIOR,MEDIO,False,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,Hombres,85.7
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,Hombres,84.4
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,IMAGEN PERSONAL,Hombres,93.5
BASICO,BASICO,True,Comunidad Foral de Navarra,IMAGEN Y SONIDO,Hombres,87.0
MEDIO,MEDIO,True,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,Hombres,78.5
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,Hombres,85.9
SUPERIOR,MEDIO,False,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,Hombres,87.5
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",Hombres,92.6
BASICO,MEDIO,False,Comunidad Foral de Navarra,QUÍMICA,Hombres,84.6
BASICO,SUPERIOR,False,Comunidad Foral de Navarra,SANIDAD,Hombres,94.6
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,Hombres,90.8
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,86.9
BASICO,BASICO,True,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,92.6
SUPERIOR,BASICO,False,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,98.0
MEDIO,SUPERIOR,False,País Vasco,ADMINISTRACIÓN Y GESTIÓN,Hombres,94.7
MEDIO,SUPERIOR,False,País Vasco,AGRARIA,Hombres,88.8
MEDIO,MEDIO,True,País Vasco,ARTES GRÁFICAS,Hombres,93.4
MEDIO,SUPERIOR,False,País Vasco,COMERCIO Y MARKETING,Hombres,95.1
MEDIO,BASICO,False,País Vasco,EDIFICACIÓN Y OBRA CIVIL,Hombres,95.8
MEDIO,MEDIO,True,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,Hombres,94.1
MEDIO,BASICO,False,País Vasco,ENERGÍA Y AGUA,Hombres,92.4
SUPERIOR,SUPERIOR,True,País Vasco,FABRICACIÓN MECÁNICA,Hombres,95.9
SUPERIOR,MEDIO,False,País Vasco,HOSTELERÍA Y TURISMO,Hombres,93.9
MEDIO,SUPERIOR,False,País Vasco,IMAGEN PERSONAL,Hombres,97.8
MEDIO,MEDIO,True,País Vasco,IMAGEN Y SONIDO,Hombres,95.0
SUPERIOR,SUPERIOR,True,País Vasco,INDUSTRIAS ALIMENTARIAS,Hombres,100.0
MEDIO,MEDIO,True,País Vasco,INFORMÁTICA Y COMUNICACIONES,Hombres,94.6
MEDIO,SUPERIOR,False,País Vasco,INSTALACIÓN Y MANTENIMIENTO,Hombres,94.6
SUPERIOR,SUPERIOR,True,País Vasco,"MADERA, MUEBLE Y CORCHO",Hombres,88.5
SUPERIOR,SUPERIOR,True,País Vasco,MARÍTIMO-PESQUERA,Hombres,94.1
BASICO,MEDIO,False,País Vasco,QUÍMICA,Hombres,96.8
BASICO,SUPERIOR,False,País Vasco,SANIDAD,Hombres,94.6
SUPERIOR,SUPERIOR,True,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,Hombres,93.1
SUPERIOR,SUPERIOR,True,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,96.2
BASICO,SUPERIOR,False,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,96.1
SUPERIOR,SUPERIOR,True,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,96.1
SUPERIOR,MEDIO,False,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,81.6
SUPERIOR,SUPERIOR,True,La Rioja,ADMINISTRACIÓN Y GESTIÓN,Hombres,83.8
SUPERIOR,SUPERIOR,True,La Rioja,AGRARIA,Hombres,64.6
BASICO,SUPERIOR,False,La Rioja,COMERCIO Y MARKETING,Hombres,86.1
SUPERIOR,SUPERIOR,True,La Rioja,EDIFICACIÓN Y OBRA CIVIL,Hombres,88.8
SUPERIOR,SUPERIOR,True,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,Hombres,80.3
SUPERIOR,SUPERIOR,True,La Rioja,ENERGÍA Y AGUA,Hombres,98.0
BASICO,BASICO,True,La Rioja,FABRICACIÓN MECÁNICA,Hombres,85.9
BASICO,MEDIO,False,La Rioja,HOSTELERÍA Y TURISMO,Hombres,86.6
SUPERIOR,MEDIO,False,La Rioja,IMAGEN PERSONAL,Hombres,77.4
MEDIO,BASICO,False,La Rioja,INDUSTRIAS ALIMENTARIAS,Hombres,75.8
MEDIO,MEDIO,True,La Rioja,INFORMÁTICA Y COMUNICACIONES,Hombres,86.6
SUPERIOR,MEDIO,False,La Rioja,INSTALACIÓN Y MANTENIMIENTO,Hombres,86.3
MEDIO,BASICO,False,La Rioja,QUÍMICA,Hombres,88.3
MEDIO,SUPERIOR,False,La Rioja,SANIDAD,Hombres,90.6
BASICO,MEDIO,False,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,Hombres,69.3
BASICO,BASICO,True,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,93.7
MEDIO,SUPERIOR,False,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",Hombres,87.8
MEDIO,MEDIO,True,La Rioja,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,89.8
SUPERIOR,SUPERIOR,True,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,81.3
SUPERIOR,SUPERIOR,True,Ceuta,ADMINISTRACIÓN Y GESTIÓN,Hombres,0.0
MEDIO,MEDIO,True,Ceuta,AGRARIA,Hombres,60.7
MEDIO,SUPERIOR,False,Ceuta,EDIFICACIÓN Y OBRA CIVIL,Hombres,60.7
MEDIO,SUPERIOR,False,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,Hombres,67.0
SUPERIOR,MEDIO,False,Ceuta,ENERGÍA Y AGUA,Hombres,83.3
SUPERIOR,SUPERIOR,True,Ceuta,HOSTELERÍA Y TURISMO,Hombres,56.5
SUPERIOR,SUPERIOR,True,Ceuta,IMAGEN PERSONAL,Hombres,0.0
MEDIO,SUPERIOR,False,Ceuta,IMAGEN Y SONIDO,Hombres,84.1
MEDIO,BASICO,False,Ceuta,INFORMÁTICA Y COMUNICACIONES,Hombres,0.0
SUPERIOR,SUPERIOR,True,Ceuta,SANIDAD,Hombres,75.4
MEDIO,SUPERIOR,False,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,Hombres,54.6
SUPERIOR,SUPERIOR,True,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,73.6
MEDIO,SUPERIOR,False,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,53.2
BASICO,MEDIO,False,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Hombres,63.3
SUPERIOR,SUPERIOR,True,Melilla,ADMINISTRACIÓN Y GESTIÓN,Hombres,73.0
BASICO,MEDIO,False,Melilla,COMERCIO Y MARKETING,Hombres,90.4
SUPERIOR,SUPERIOR,True,Melilla,ELECTRICIDAD Y ELECTRÓNICA,Hombres,80.6
SUPERIOR,SUPERIOR,True,Melilla,HOSTELERÍA Y TURISMO,Hombres,86.2
MEDIO,MEDIO,True,Melilla,IMAGEN Y SONIDO,Hombres,84.2
BASICO,MEDIO,False,Melilla,INFORMÁTICA Y COMUNICACIONES,Hombres,66.3
MEDIO,SUPERIOR,False,Melilla,SANIDAD,Hombres,77.0
SUPERIOR,MEDIO,False,Melilla,SEGURIDAD Y MEDIO AMBIENTE,Hombres,49.0
BASICO,MEDIO,False,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Hombres,90.5
SUPERIOR,MEDIO,False,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Hombres,73.3
SUPERIOR,SUPERIOR,True,Andalucía,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,96.0
BASICO,BASICO,True,Andalucía,ADMINISTRACIÓN Y GESTIÓN,Mujeres,90.1
SUPERIOR,SUPERIOR,True,Andalucía,AGRARIA,Mujeres,93.2
BASICO,MEDIO,False,Andalucía,ARTES GRÁFICAS,Mujeres,91.0
SUPERIOR,SUPERIOR,True,Andalucía,COMERCIO Y MARKETING,Mujeres,91.6
BASICO,MEDIO,False,Andalucía,EDIFICACIÓN Y OBRA CIVIL,Mujeres,77.6
SUPERIOR,SUPERIOR,True,Andalucía,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,84.0
MEDIO,SUPERIOR,False,Andalucía,ENERGÍA Y AGUA,Mujeres,88.3
SUPERIOR,SUPERIOR,True,Andalucía,FABRICACIÓN MECÁNICA,Mujeres,82.3
SUPERIOR,BASICO,False,Andalucía,HOSTELERÍA Y TURISMO,Mujeres,88.6
SUPERIOR,SUPERIOR,True,Andalucía,IMAGEN PERSONAL,Mujeres,92.7
SUPERIOR,SUPERIOR,True,Andalucía,IMAGEN Y SONIDO,Mujeres,93.1
MEDIO,MEDIO,True,Andalucía,INDUSTRIAS ALIMENTARIAS,Mujeres,84.1
MEDIO,MEDIO,True,Andalucía,INFORMÁTICA Y COMUNICACIONES,Mujeres,84.1
BASICO,BASICO,True,Andalucía,INSTALACIÓN Y MANTENIMIENTO,Mujeres,70.9
BASICO,MEDIO,False,Andalucía,"MADERA, MUEBLE Y CORCHO",Mujeres,88.5
BASICO,BASICO,True,Andalucía,MARÍTIMO-PESQUERA,Mujeres,93.7
