Nivel_Real,Nivel_Predicho,Correcto,Comunidad_Autonoma,Familia_Profesional,Sexo,Porcentaje
MEDIO,MEDIO,True,Comunidad Foral de Navarra,ADMINISTRACIÓN Y GESTIÓN,Mujeres,93.1
MEDIO,MEDIO,True,Comunidad Foral de Navarra,AGRARIA,Mujeres,96.8
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,ARTES GRÁFICAS,Mujeres,97.5
SUPERIOR,BASICO,False,Comunidad Foral de Navarra,COMERCIO Y MARKETING,Mujeres,92.5
BASICO,MEDIO,False,Comunidad Foral de Navarra,EDIFICACIÓN Y OBRA CIVIL,Mujeres,83.2
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,88.2
SUPERIOR,MEDIO,False,Comunidad Foral de Navarra,ENERGÍA Y AGUA,Mujeres,92.6
MEDIO,BASICO,False,Comunidad Foral de Navarra,FABRICACIÓN MECÁNICA,Mujeres,92.3
BASICO,SUPERIOR,False,Comunidad Foral de Navarra,HOSTELERÍA Y TURISMO,Mujeres,88.9
MEDIO,SUPERIOR,False,Comunidad Foral de Navarra,IMAGEN PERSONAL,Mujeres,88.5
MEDIO,BASICO,False,Comunidad Foral de Navarra,IMAGEN Y SONIDO,Mujeres,100.0
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,INDUSTRIAS ALIMENTARIAS,Mujeres,81.7
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,INFORMÁTICA Y COMUNICACIONES,Mujeres,79.1
BASICO,SUPERIOR,False,Comunidad Foral de Navarra,INSTALACIÓN Y MANTENIMIENTO,Mujeres,87.9
MEDIO,BASICO,False,Comunidad Foral de Navarra,"MADERA, MUEBLE Y CORCHO",Mujeres,100.0
MEDIO,MEDIO,True,Comunidad Foral de Navarra,QUÍMICA,Mujeres,96.4
SUPERIOR,SUPERIOR,True,Comunidad Foral de Navarra,SANIDAD,Mujeres,94.9
SUPERIOR,MEDIO,False,Comunidad Foral de Navarra,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,96.4
SUPERIOR,MEDIO,False,Comunidad Foral de Navarra,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,93.5
MEDIO,BASICO,False,Comunidad Foral de Navarra,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,81.8
BASICO,SUPERIOR,False,País Vasco,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,98.6
SUPERIOR,SUPERIOR,True,País Vasco,ADMINISTRACIÓN Y GESTIÓN,Mujeres,97.0
MEDIO,MEDIO,True,País Vasco,AGRARIA,Mujeres,89.9
BASICO,MEDIO,False,País Vasco,ARTES GRÁFICAS,Mujeres,94.4
MEDIO,SUPERIOR,False,País Vasco,COMERCIO Y MARKETING,Mujeres,97.6
MEDIO,SUPERIOR,False,País Vasco,EDIFICACIÓN Y OBRA CIVIL,Mujeres,98.3
MEDIO,SUPERIOR,False,País Vasco,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,94.3
SUPERIOR,MEDIO,False,País Vasco,ENERGÍA Y AGUA,Mujeres,84.6
MEDIO,MEDIO,True,País Vasco,FABRICACIÓN MECÁNICA,Mujeres,96.7
MEDIO,MEDIO,True,País Vasco,HOSTELERÍA Y TURISMO,Mujeres,95.8
SUPERIOR,SUPERIOR,True,País Vasco,IMAGEN PERSONAL,Mujeres,98.1
SUPERIOR,SUPERIOR,True,País Vasco,IMAGEN Y SONIDO,Mujeres,95.8
SUPERIOR,BASICO,False,País Vasco,INDUSTRIAS ALIMENTARIAS,Mujeres,92.9
MEDIO,MEDIO,True,País Vasco,INFORMÁTICA Y COMUNICACIONES,Mujeres,95.0
MEDIO,BASICO,False,País Vasco,INSTALACIÓN Y MANTENIMIENTO,Mujeres,97.0
SUPERIOR,MEDIO,False,País Vasco,"MADERA, MUEBLE Y CORCHO",Mujeres,100.0
MEDIO,SUPERIOR,False,País Vasco,MARÍTIMO-PESQUERA,Mujeres,100.0
MEDIO,SUPERIOR,False,País Vasco,QUÍMICA,Mujeres,97.3
SUPERIOR,MEDIO,False,País Vasco,SANIDAD,Mujeres,93.7
SUPERIOR,MEDIO,False,País Vasco,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,91.9
SUPERIOR,SUPERIOR,True,País Vasco,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,97.3
SUPERIOR,SUPERIOR,True,País Vasco,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,93.8
MEDIO,MEDIO,True,País Vasco,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,98.6
BASICO,BASICO,True,La Rioja,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,91.0
MEDIO,SUPERIOR,False,La Rioja,ADMINISTRACIÓN Y GESTIÓN,Mujeres,87.9
MEDIO,SUPERIOR,False,La Rioja,AGRARIA,Mujeres,88.4
SUPERIOR,MEDIO,False,La Rioja,COMERCIO Y MARKETING,Mujeres,91.3
SUPERIOR,SUPERIOR,True,La Rioja,EDIFICACIÓN Y OBRA CIVIL,Mujeres,72.2
MEDIO,SUPERIOR,False,La Rioja,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,82.7
MEDIO,MEDIO,True,La Rioja,ENERGÍA Y AGUA,Mujeres,100.0
SUPERIOR,SUPERIOR,True,La Rioja,FABRICACIÓN MECÁNICA,Mujeres,54.2
SUPERIOR,SUPERIOR,True,La Rioja,HOSTELERÍA Y TURISMO,Mujeres,93.6
BASICO,SUPERIOR,False,La Rioja,IMAGEN PERSONAL,Mujeres,91.9
BASICO,MEDIO,False,La Rioja,INDUSTRIAS ALIMENTARIAS,Mujeres,90.4
SUPERIOR,SUPERIOR,True,La Rioja,INFORMÁTICA Y COMUNICACIONES,Mujeres,90.4
SUPERIOR,BASICO,False,La Rioja,INSTALACIÓN Y MANTENIMIENTO,Mujeres,59.5
MEDIO,MEDIO,True,La Rioja,QUÍMICA,Mujeres,91.6
SUPERIOR,MEDIO,False,La Rioja,SANIDAD,Mujeres,89.9
MEDIO,SUPERIOR,False,La Rioja,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,72.6
BASICO,SUPERIOR,False,La Rioja,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,91.6
BASICO,MEDIO,False,La Rioja,"TEXTIL, CONFECCIÓN Y PIEL",Mujeres,89.2
BASICO,BASICO,True,Ceuta,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,72.5
SUPERIOR,SUPERIOR,True,Ceuta,ADMINISTRACIÓN Y GESTIÓN,Mujeres,0.0
BASICO,SUPERIOR,False,Ceuta,AGRARIA,Mujeres,54.2
MEDIO,SUPERIOR,False,Ceuta,COMERCIO Y MARKETING,Mujeres,0.0
SUPERIOR,SUPERIOR,True,Ceuta,EDIFICACIÓN Y OBRA CIVIL,Mujeres,68.6
SUPERIOR,SUPERIOR,True,Ceuta,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,100.0
SUPERIOR,MEDIO,False,Ceuta,ENERGÍA Y AGUA,Mujeres,100.0
MEDIO,MEDIO,True,Ceuta,HOSTELERÍA Y TURISMO,Mujeres,81.7
SUPERIOR,SUPERIOR,True,Ceuta,IMAGEN PERSONAL,Mujeres,81.0
SUPERIOR,MEDIO,False,Ceuta,IMAGEN Y SONIDO,Mujeres,90.9
SUPERIOR,MEDIO,False,Ceuta,INFORMÁTICA Y COMUNICACIONES,Mujeres,0.0
MEDIO,SUPERIOR,False,Ceuta,SANIDAD,Mujeres,63.9
SUPERIOR,MEDIO,False,Ceuta,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,71.4
MEDIO,MEDIO,True,Ceuta,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,88.8
MEDIO,BASICO,False,Ceuta,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,100.0
SUPERIOR,SUPERIOR,True,Melilla,ACTIVIDADES FÍSICAS Y DEPORTIVAS,Mujeres,43.1
BASICO,BASICO,True,Melilla,ADMINISTRACIÓN Y GESTIÓN,Mujeres,64.2
BASICO,BASICO,True,Melilla,COMERCIO Y MARKETING,Mujeres,83.6
BASICO,MEDIO,False,Melilla,ELECTRICIDAD Y ELECTRÓNICA,Mujeres,100.0
MEDIO,BASICO,False,Melilla,HOSTELERÍA Y TURISMO,Mujeres,69.2
BASICO,SUPERIOR,False,Melilla,IMAGEN Y SONIDO,Mujeres,55.4
MEDIO,MEDIO,True,Melilla,INFORMÁTICA Y COMUNICACIONES,Mujeres,34.5
BASICO,BASICO,True,Melilla,SANIDAD,Mujeres,95.9
SUPERIOR,SUPERIOR,True,Melilla,SEGURIDAD Y MEDIO AMBIENTE,Mujeres,47.1
SUPERIOR,SUPERIOR,True,Melilla,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,Mujeres,90.8
SUPERIOR,SUPERIOR,True,Melilla,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,Mujeres,100.0
