Sexo,Comunidad autónoma/provincia,Ciclo formativo,Total,nivel_ciclo,nivel_ciclo_cod,Ciclo formativo_cod,cluster
AMBOS SEXOS,Ávila,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR,2,178,2
AMBOS SEXOS,Ávila,11 HOSTELERÍA Y TURISMO,39.0,SUPERIOR,2,10,2
AMBOS SEXOS,Ávila,Agencias de viajes y gestión de eventos,23.0,SUPERIOR,2,39,2
AMBOS SEXOS,Ávila,Dirección de cocina,16.0,SUPERIOR,2,78,2
AMBOS SEXOS,Ávila,Dirección de servicios de restauración,0.0,SUPERIOR,2,79,2
AMBOS SEXOS,Ávila,Gestión de alojamientos turísticos,0.0,SUPERIOR,2,112,2
AMBOS SEXOS,Ávila,"Guía, información y asistencias turísticas",0.0,SUPERIOR,2,116,2
AMBOS SEXOS,Ávila,12 IMAGEN PERSONAL,17.0,SUPERIOR,2,11,2
AMBOS SEXOS,Ávila,Asesoría de imagen personal y corporativa,0.0,SUPERIOR,2,50,2
AMBOS SEXOS,Ávila,Caracterización y maquillaje profesional,0.0,SUPERIOR,2,57,2
AMBOS SEXOS,Ávila,Estética integral y bienestar,17.0,SUPERIOR,2,100,2
AMBOS SEXOS,Ávila,Estilismo y dirección de peluquería,0.0,SUPERIOR,2,99,2
AMBOS SEXOS,Ávila,Termalismo y bienestar,0.0,SUPERIOR,2,198,2
AMBOS SEXOS,Ávila,13 IMAGEN Y SONIDO,10.0,SUPERIOR,2,12,2
AMBOS SEXOS,Ávila,"Animaciones 3D, juegos y entornos interactivos",10.0,SUPERIOR,2,43,2
AMBOS SEXOS,Ávila,"Iluminación, captación y tratamiento de Imagen",0.0,SUPERIOR,2,118,2
AMBOS SEXOS,Ávila,Producción de audiovisuales y espectáculos,0.0,SUPERIOR,2,176,2
AMBOS SEXOS,Ávila,Realización de proyectos de audiovisuales y espectáculos,0.0,SUPERIOR,2,186,2
AMBOS SEXOS,Ávila,Sonido para audiovisuales y espectáculos,0.0,SUPERIOR,2,196,2
AMBOS SEXOS,Ávila,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,120,2
AMBOS SEXOS,Ávila,14 INDUSTRIAS ALIMENTARIAS,0.0,SUPERIOR,2,13,2
AMBOS SEXOS,Ávila,Procesos y calidad en la industria alimentaria,0.0,SUPERIOR,2,173,2
AMBOS SEXOS,Ávila,Vitivinicultura,0.0,SUPERIOR,2,203,2
AMBOS SEXOS,Ávila,16 INFORMÁTICA Y COMUNICACIONES,76.0,SUPERIOR,2,15,0
AMBOS SEXOS,Ávila,Administración de sistemas informáticos en red,37.0,SUPERIOR,2,36,2
AMBOS SEXOS,Ávila,Desarrollo de aplicaciones multiplataforma,9.0,SUPERIOR,2,73,2
AMBOS SEXOS,Ávila,Desarrollo de aplicaciones web,30.0,SUPERIOR,2,74,2
AMBOS SEXOS,Burgos,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,123,2
AMBOS SEXOS,Burgos,17 INSTALACIÓN Y MANTENIMIENTO,16.0,SUPERIOR,2,16,2
AMBOS SEXOS,Burgos,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR,2,75,2
AMBOS SEXOS,Burgos,Mantenimiento de instalaciones térmicas y de fluidos,5.0,SUPERIOR,2,144,2
AMBOS SEXOS,Burgos,Mecatrónica industrial,11.0,SUPERIOR,2,153,2
AMBOS SEXOS,Burgos,"18 MADERA, MUEBLE Y CORCHO",0.0,SUPERIOR,2,17,2
AMBOS SEXOS,Burgos,Diseño y amueblamiento,0.0,SUPERIOR,2,82,2
AMBOS SEXOS,Burgos,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR,2,18,2
AMBOS SEXOS,Burgos,Acuicultura,0.0,SUPERIOR,2,35,2
AMBOS SEXOS,Burgos,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR,2,160,2
AMBOS SEXOS,Burgos,Transporte marítimo y pesca de altura,0.0,SUPERIOR,2,199,2
AMBOS SEXOS,Burgos,20 QUÍMICA,15.0,SUPERIOR,2,19,2
AMBOS SEXOS,Burgos,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR,2,103,2
AMBOS SEXOS,Burgos,Laboratorio de análisis y de control de calidad,15.0,SUPERIOR,2,136,2
AMBOS SEXOS,Burgos,Química industrial,0.0,SUPERIOR,2,183,2
AMBOS SEXOS,Burgos,21 SANIDAD,55.0,SUPERIOR,2,20,2
AMBOS SEXOS,Burgos,Anatomía patológica y citodiagnostico,19.0,SUPERIOR,2,42,2
AMBOS SEXOS,Burgos,Audiología protésica,0.0,SUPERIOR,2,53,2
AMBOS SEXOS,Burgos,Dietética (LOGSE),0.0,SUPERIOR,2,77,2
AMBOS SEXOS,Burgos,Documentación y administración sanitaria,0.0,SUPERIOR,2,86,2
AMBOS SEXOS,Burgos,Higiene bucodental,0.0,SUPERIOR,2,117,2
AMBOS SEXOS,Burgos,Imagen para el diagnóstico y medicina nuclear,13.0,SUPERIOR,2,119,2
AMBOS SEXOS,Burgos,Laboratorio clinico y biomédico,11.0,SUPERIOR,2,135,2
AMBOS SEXOS,Burgos,Ortoprótesis y productos de apoyo,0.0,SUPERIOR,2,162,2
AMBOS SEXOS,Burgos,Prótesis dentales,12.0,SUPERIOR,2,182,2
AMBOS SEXOS,Burgos,Radioterampia y dosimetría,0.0,SUPERIOR,2,185,2
AMBOS SEXOS,Burgos,22 SEGURIDAD Y MEDIO AMBIENTE,55.0,SUPERIOR,2,21,2
AMBOS SEXOS,Burgos,Coordinación de emergencias y protección civil,0.0,SUPERIOR,2,70,2
AMBOS SEXOS,Burgos,Educación y control ambiental,23.0,SUPERIOR,2,88,2
AMBOS SEXOS,Burgos,Prevención de riesgos profesionales (LOGSE),22.0,SUPERIOR,2,172,2
AMBOS SEXOS,Burgos,Química y salud ambiental,10.0,SUPERIOR,2,184,2
AMBOS SEXOS,Burgos,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,127.0,SUPERIOR,2,22,0
AMBOS SEXOS,Burgos,Animación sociocultural y turística,22.0,SUPERIOR,2,44,2
AMBOS SEXOS,Burgos,Educación infantil,65.0,SUPERIOR,2,87,2
AMBOS SEXOS,Burgos,Integración social,24.0,SUPERIOR,2,132,2
AMBOS SEXOS,Burgos,Mediación comunicativa,0.0,SUPERIOR,2,154,2
AMBOS SEXOS,Burgos,Promoción de igualdad de género,16.0,SUPERIOR,2,179,2
AMBOS SEXOS,Burgos,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,SUPERIOR,2,23,2
AMBOS SEXOS,Burgos,Diseño y producción de calzado y complementos,0.0,SUPERIOR,2,85,2
AMBOS SEXOS,Burgos,Patronaje y moda,0.0,SUPERIOR,2,165,2
AMBOS SEXOS,Burgos,Vestuario a medida y de espectáculos,0.0,SUPERIOR,2,201,2
AMBOS SEXOS,Burgos,Diseño Técnico en Textil y Piel,0.0,SUPERIOR,2,80,2
AMBOS SEXOS,Burgos,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,12.0,SUPERIOR,2,24,2
AMBOS SEXOS,Burgos,Automoción,12.0,SUPERIOR,2,55,2
AMBOS SEXOS,Burgos,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,0.0,SUPERIOR,2,137,2
AMBOS SEXOS,Burgos,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR,2,140,2
AMBOS SEXOS,Burgos,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR,2,138,2
AMBOS SEXOS,Burgos,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR,2,139,2
AMBOS SEXOS,León,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR,2,25,2
AMBOS SEXOS,León,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR,2,76,2
AMBOS SEXOS,León,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,91.0,SUPERIOR,2,0,0
AMBOS SEXOS,León,Enseñanza y animación sociodeportiva,91.0,SUPERIOR,2,98,0
AMBOS SEXOS,León,Acondicionamiento físico,0.0,SUPERIOR,2,28,2
AMBOS SEXOS,León,02 ADMINISTRACIÓN Y GESTIÓN,255.0,SUPERIOR,2,1,6
AMBOS SEXOS,León,Administración y finanzas,207.0,SUPERIOR,2,37,0
AMBOS SEXOS,León,Asistencia a la dirección,48.0,SUPERIOR,2,51,2
AMBOS SEXOS,León,03 AGRARIA,134.0,SUPERIOR,2,2,0
AMBOS SEXOS,León,Ganadería y asistencia en sanidad animal,73.0,SUPERIOR,2,109,2
AMBOS SEXOS,León,Gestión forestal y del medio natural,50.0,SUPERIOR,2,114,2
AMBOS SEXOS,León,Paisajismo y medio rural,11.0,SUPERIOR,2,163,2
AMBOS SEXOS,León,04 ARTES GRÁFICAS,0.0,SUPERIOR,2,3,2
AMBOS SEXOS,León,Diseño y edición de publicaciones impresas y multimedia,0.0,SUPERIOR,2,83,2
AMBOS SEXOS,León,Diseño y gestión de la producción gráfica,0.0,SUPERIOR,2,84,2
AMBOS SEXOS,León,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR,2,4,2
AMBOS SEXOS,León,Artista fallero y construcción de escenografías,0.0,SUPERIOR,2,49,2
AMBOS SEXOS,León,06 COMERCIO Y MARKETING,135.0,SUPERIOR,2,5,0
AMBOS SEXOS,León,Comercio internacional,33.0,SUPERIOR,2,64,2
AMBOS SEXOS,León,Gestión de ventas y espacios comerciales,24.0,SUPERIOR,2,113,2
AMBOS SEXOS,León,Marketing y publicidad,35.0,SUPERIOR,2,151,2
AMBOS SEXOS,León,Transporte y logística,43.0,SUPERIOR,2,200,2
AMBOS SEXOS,León,07 EDIFICACIÓN Y OBRA CIVIL,21.0,SUPERIOR,2,6,2
AMBOS SEXOS,León,Organización y control de obras de construcción,0.0,SUPERIOR,2,161,2
AMBOS SEXOS,León,Proyectos de edificación,12.0,SUPERIOR,2,180,2
AMBOS SEXOS,León,Proyectos de obra civil,9.0,SUPERIOR,2,181,2
AMBOS SEXOS,León,08 ELECTRICIDAD Y ELECTRÓNICA,77.0,SUPERIOR,2,7,0
AMBOS SEXOS,León,Automatización y robótica industrial,25.0,SUPERIOR,2,54,2
AMBOS SEXOS,León,Electromedicina clínica,0.0,SUPERIOR,2,94,2
AMBOS SEXOS,León,Mantenimiento electrónico,6.0,SUPERIOR,2,149,2
AMBOS SEXOS,León,Sistemas de telecomunicaciones e informáticos,29.0,SUPERIOR,2,192,2
AMBOS SEXOS,León,Sistemas electrotécnicos y automatizados,17.0,SUPERIOR,2,193,2
AMBOS SEXOS,León,09 ENERGÍA Y AGUA,6.0,SUPERIOR,2,8,2
AMBOS SEXOS,León,Eficiencia energética y energía solar térmica,0.0,SUPERIOR,2,89,2
AMBOS SEXOS,León,Energías renovables,6.0,SUPERIOR,2,97,2
AMBOS SEXOS,León,Centrales eléctricas,0.0,SUPERIOR,2,60,2
AMBOS SEXOS,León,Gestión de agua,0.0,SUPERIOR,2,111,2
AMBOS SEXOS,León,10 FABRICACIÓN MECÁNICA,14.0,SUPERIOR,2,9,2
AMBOS SEXOS,León,Construcciones metálicas,0.0,SUPERIOR,2,68,2
AMBOS SEXOS,León,Diseño en fabricación mecánica,0.0,SUPERIOR,2,81,2
AMBOS SEXOS,León,Óptica de anteojería (LOGSE),0.0,SUPERIOR,2,205,2
AMBOS SEXOS,León,Programación de la producción en fabricación mecánica,14.0,SUPERIOR,2,177,2
AMBOS SEXOS,León,Programación de la producción en moldeo de metales y polímeros,0.0,SUPERIOR,2,178,2
AMBOS SEXOS,León,11 HOSTELERÍA Y TURISMO,110.0,SUPERIOR,2,10,0
AMBOS SEXOS,León,Agencias de viajes y gestión de eventos,25.0,SUPERIOR,2,39,2
AMBOS SEXOS,León,Dirección de cocina,41.0,SUPERIOR,2,78,2
AMBOS SEXOS,León,Dirección de servicios de restauración,3.0,SUPERIOR,2,79,2
AMBOS SEXOS,Palencia,Gestión de alojamientos turísticos,14.0,SUPERIOR,2,112,2
AMBOS SEXOS,Palencia,"Guía, información y asistencias turísticas",27.0,SUPERIOR,2,116,2
AMBOS SEXOS,Palencia,12 IMAGEN PERSONAL,33.0,SUPERIOR,2,11,2
AMBOS SEXOS,Palencia,Asesoría de imagen personal y corporativa,12.0,SUPERIOR,2,50,2
AMBOS SEXOS,Palencia,Caracterización y maquillaje profesional,0.0,SUPERIOR,2,57,2
AMBOS SEXOS,Palencia,Estética integral y bienestar,21.0,SUPERIOR,2,100,2
AMBOS SEXOS,Palencia,Estilismo y dirección de peluquería,0.0,SUPERIOR,2,99,2
AMBOS SEXOS,Palencia,Termalismo y bienestar,0.0,SUPERIOR,2,198,2
AMBOS SEXOS,Palencia,13 IMAGEN Y SONIDO,122.0,SUPERIOR,2,12,0
AMBOS SEXOS,Palencia,"Animaciones 3D, juegos y entornos interactivos",38.0,SUPERIOR,2,43,2
AMBOS SEXOS,Palencia,"Iluminación, captación y tratamiento de Imagen",23.0,SUPERIOR,2,118,2
AMBOS SEXOS,Palencia,Producción de audiovisuales y espectáculos,20.0,SUPERIOR,2,176,2
AMBOS SEXOS,Palencia,Realización de proyectos de audiovisuales y espectáculos,22.0,SUPERIOR,2,186,2
AMBOS SEXOS,Palencia,Sonido para audiovisuales y espectáculos,19.0,SUPERIOR,2,196,2
AMBOS SEXOS,Palencia,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,120,2
AMBOS SEXOS,Palencia,14 INDUSTRIAS ALIMENTARIAS,15.0,SUPERIOR,2,13,2
AMBOS SEXOS,Palencia,Procesos y calidad en la industria alimentaria,15.0,SUPERIOR,2,173,2
AMBOS SEXOS,Palencia,Vitivinicultura,0.0,SUPERIOR,2,203,2
AMBOS SEXOS,Palencia,16 INFORMÁTICA Y COMUNICACIONES,222.0,SUPERIOR,2,15,0
AMBOS SEXOS,Palencia,Administración de sistemas informáticos en red,85.0,SUPERIOR,2,36,0
AMBOS SEXOS,Palencia,Desarrollo de aplicaciones multiplataforma,82.0,SUPERIOR,2,73,0
AMBOS SEXOS,Palencia,Desarrollo de aplicaciones web,55.0,SUPERIOR,2,74,2
AMBOS SEXOS,Palencia,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,123,2
AMBOS SEXOS,Palencia,17 INSTALACIÓN Y MANTENIMIENTO,67.0,SUPERIOR,2,16,2
AMBOS SEXOS,Palencia,Desarrollo de proyectos de instalaciones térmicas y de fluidos,0.0,SUPERIOR,2,75,2
AMBOS SEXOS,Palencia,Mantenimiento de instalaciones térmicas y de fluidos,14.0,SUPERIOR,2,144,2
AMBOS SEXOS,Palencia,Mecatrónica industrial,53.0,SUPERIOR,2,153,2
AMBOS SEXOS,Palencia,"18 MADERA, MUEBLE Y CORCHO",0.0,SUPERIOR,2,17,2
AMBOS SEXOS,Palencia,Diseño y amueblamiento,0.0,SUPERIOR,2,82,2
AMBOS SEXOS,Palencia,19 MARÍTIMO-PESQUERA,0.0,SUPERIOR,2,18,2
AMBOS SEXOS,Palencia,Acuicultura,0.0,SUPERIOR,2,35,2
AMBOS SEXOS,Palencia,Organización del mantenimiento de maquinaria de buques y embarcaciones,0.0,SUPERIOR,2,160,2
AMBOS SEXOS,Palencia,Transporte marítimo y pesca de altura,0.0,SUPERIOR,2,199,2
AMBOS SEXOS,Palencia,20 QUÍMICA,0.0,SUPERIOR,2,19,2
AMBOS SEXOS,Palencia,Fabricación de Productos Farmaceuticos,0.0,SUPERIOR,2,103,2
AMBOS SEXOS,Palencia,Laboratorio de análisis y de control de calidad,0.0,SUPERIOR,2,136,2
AMBOS SEXOS,Palencia,Química industrial,0.0,SUPERIOR,2,183,2
AMBOS SEXOS,Palencia,21 SANIDAD,319.0,SUPERIOR,2,20,6
AMBOS SEXOS,Palencia,Anatomía patológica y citodiagnostico,27.0,SUPERIOR,2,42,2
AMBOS SEXOS,Palencia,Audiología protésica,0.0,SUPERIOR,2,53,2
AMBOS SEXOS,Palencia,Dietética (LOGSE),41.0,SUPERIOR,2,77,2
AMBOS SEXOS,Palencia,Documentación y administración sanitaria,0.0,SUPERIOR,2,86,2
AMBOS SEXOS,Palencia,Higiene bucodental,51.0,SUPERIOR,2,117,2
AMBOS SEXOS,Palencia,Imagen para el diagnóstico y medicina nuclear,109.0,SUPERIOR,2,119,0
AMBOS SEXOS,Palencia,Laboratorio clinico y biomédico,74.0,SUPERIOR,2,135,2
AMBOS SEXOS,Palencia,Ortoprótesis y productos de apoyo,0.0,SUPERIOR,2,162,2
AMBOS SEXOS,Palencia,Prótesis dentales,17.0,SUPERIOR,2,182,2
AMBOS SEXOS,Palencia,Radioterampia y dosimetría,0.0,SUPERIOR,2,185,2
AMBOS SEXOS,Salamanca,22 SEGURIDAD Y MEDIO AMBIENTE,18.0,SUPERIOR,2,21,2
AMBOS SEXOS,Salamanca,Coordinación de emergencias y protección civil,0.0,SUPERIOR,2,70,2
AMBOS SEXOS,Salamanca,Educación y control ambiental,0.0,SUPERIOR,2,88,2
AMBOS SEXOS,Salamanca,Prevención de riesgos profesionales (LOGSE),18.0,SUPERIOR,2,172,2
AMBOS SEXOS,Salamanca,Química y salud ambiental,0.0,SUPERIOR,2,184,2
AMBOS SEXOS,Salamanca,23 SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,217.0,SUPERIOR,2,22,0
AMBOS SEXOS,Salamanca,Animación sociocultural y turística,21.0,SUPERIOR,2,44,2
AMBOS SEXOS,Salamanca,Educación infantil,124.0,SUPERIOR,2,87,0
AMBOS SEXOS,Salamanca,Integración social,55.0,SUPERIOR,2,132,2
AMBOS SEXOS,Salamanca,Mediación comunicativa,17.0,SUPERIOR,2,154,2
AMBOS SEXOS,Salamanca,Promoción de igualdad de género,0.0,SUPERIOR,2,179,2
AMBOS SEXOS,Salamanca,"24 TEXTIL, CONFECCIÓN Y PIEL",0.0,SUPERIOR,2,23,2
AMBOS SEXOS,Salamanca,Diseño y producción de calzado y complementos,0.0,SUPERIOR,2,85,2
AMBOS SEXOS,Salamanca,Patronaje y moda,0.0,SUPERIOR,2,165,2
AMBOS SEXOS,Salamanca,Vestuario a medida y de espectáculos,0.0,SUPERIOR,2,201,2
AMBOS SEXOS,Salamanca,Diseño Técnico en Textil y Piel,0.0,SUPERIOR,2,80,2
AMBOS SEXOS,Salamanca,25 TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,40.0,SUPERIOR,2,24,2
AMBOS SEXOS,Salamanca,Automoción,40.0,SUPERIOR,2,55,2
AMBOS SEXOS,Salamanca,Mantenimiento Aeromecánico de Aviones con Motor de Turbina,0.0,SUPERIOR,2,137,2
AMBOS SEXOS,Salamanca,Mantenimiento de Sistemas Electrónicos y Aviónicos en Aeronaves,0.0,SUPERIOR,2,140,2
AMBOS SEXOS,Salamanca,Mantenimiento Aeromecánico de Helicópteros con Motor de Pistón,0.0,SUPERIOR,2,138,2
AMBOS SEXOS,Salamanca,Mantenimiento Aeromecánico de Helicópteros con Motor de Turbina,0.0,SUPERIOR,2,139,2
AMBOS SEXOS,Salamanca,26 VIDRIO Y CERÁMICA,0.0,SUPERIOR,2,25,2
AMBOS SEXOS,Salamanca,Desarrollo y fabricación de productos cerámicos,0.0,SUPERIOR,2,76,2
AMBOS SEXOS,Salamanca,01 ACTIVIDADES FÍSICAS Y DEPORTIVAS,2.109,SUPERIOR,2,0,2
AMBOS SEXOS,Salamanca,Enseñanza y animación sociodeportiva,1.489,SUPERIOR,2,98,2
AMBOS SEXOS,Salamanca,Acondicionamiento físico,620.0,SUPERIOR,2,28,4
AMBOS SEXOS,Salamanca,02 ADMINISTRACIÓN Y GESTIÓN,2.106,SUPERIOR,2,1,2
AMBOS SEXOS,Salamanca,Administración y finanzas,1.932,SUPERIOR,2,37,2
AMBOS SEXOS,Salamanca,Asistencia a la dirección,174.0,SUPERIOR,2,51,0
AMBOS SEXOS,Salamanca,03 AGRARIA,342.0,SUPERIOR,2,2,6
AMBOS SEXOS,Salamanca,Ganadería y asistencia en sanidad animal,127.0,SUPERIOR,2,109,0
AMBOS SEXOS,Salamanca,Gestión forestal y del medio natural,120.0,SUPERIOR,2,114,0
AMBOS SEXOS,Salamanca,Paisajismo y medio rural,95.0,SUPERIOR,2,163,0
AMBOS SEXOS,Salamanca,04 ARTES GRÁFICAS,143.0,SUPERIOR,2,3,0
AMBOS SEXOS,Salamanca,Diseño y edición de publicaciones impresas y multimedia,102.0,SUPERIOR,2,83,0
AMBOS SEXOS,Salamanca,Diseño y gestión de la producción gráfica,41.0,SUPERIOR,2,84,2
AMBOS SEXOS,Salamanca,05 ARTES Y ARTESANÍAS,0.0,SUPERIOR,2,4,2
AMBOS SEXOS,Salamanca,Artista fallero y construcción de escenografías,0.0,SUPERIOR,2,49,2
AMBOS SEXOS,Salamanca,06 COMERCIO Y MARKETING,2.044,SUPERIOR,2,5,2
AMBOS SEXOS,Salamanca,Comercio internacional,549.0,SUPERIOR,2,64,4
AMBOS SEXOS,Salamanca,Gestión de ventas y espacios comerciales,278.0,SUPERIOR,2,113,6
AMBOS SEXOS,Salamanca,Marketing y publicidad,995.0,SUPERIOR,2,151,7
AMBOS SEXOS,Salamanca,Transporte y logística,222.0,SUPERIOR,2,200,0
AMBOS SEXOS,Salamanca,07 EDIFICACIÓN Y OBRA CIVIL,134.0,SUPERIOR,2,6,0
AMBOS SEXOS,Salamanca,Organización y control de obras de construcción,8.0,SUPERIOR,2,161,2
AMBOS SEXOS,Salamanca,Proyectos de edificación,110.0,SUPERIOR,2,180,0
AMBOS SEXOS,Segovia,Proyectos de obra civil,16.0,SUPERIOR,2,181,2
AMBOS SEXOS,Segovia,08 ELECTRICIDAD Y ELECTRÓNICA,1.005,SUPERIOR,2,7,2
AMBOS SEXOS,Segovia,Automatización y robótica industrial,586.0,SUPERIOR,2,54,4
AMBOS SEXOS,Segovia,Electromedicina clínica,41.0,SUPERIOR,2,94,2
AMBOS SEXOS,Segovia,Mantenimiento electrónico,69.0,SUPERIOR,2,149,2
AMBOS SEXOS,Segovia,Sistemas de telecomunicaciones e informáticos,99.0,SUPERIOR,2,192,0
AMBOS SEXOS,Segovia,Sistemas electrotécnicos y automatizados,210.0,SUPERIOR,2,193,0
AMBOS SEXOS,Segovia,09 ENERGÍA Y AGUA,140.0,SUPERIOR,2,8,0
AMBOS SEXOS,Segovia,Eficiencia energética y energía solar térmica,27.0,SUPERIOR,2,89,2
AMBOS SEXOS,Segovia,Energías renovables,80.0,SUPERIOR,2,97,0
AMBOS SEXOS,Segovia,Centrales eléctricas,0.0,SUPERIOR,2,60,2
AMBOS SEXOS,Segovia,Gestión de agua,33.0,SUPERIOR,2,111,2
AMBOS SEXOS,Segovia,10 FABRICACIÓN MECÁNICA,491.0,SUPERIOR,2,9,4
AMBOS SEXOS,Segovia,Construcciones metálicas,38.0,SUPERIOR,2,68,2
AMBOS SEXOS,Segovia,Diseño en fabricación mecánica,184.0,SUPERIOR,2,81,0
AMBOS SEXOS,Segovia,Óptica de anteojería (LOGSE),16.0,SUPERIOR,2,205,2
AMBOS SEXOS,Segovia,Programación de la producción en fabricación mecánica,250.0,SUPERIOR,2,177,6
AMBOS SEXOS,Segovia,Programación de la producción en moldeo de metales y polímeros,3.0,SUPERIOR,2,178,2
AMBOS SEXOS,Segovia,11 HOSTELERÍA Y TURISMO,792.0,SUPERIOR,2,10,7
AMBOS SEXOS,Segovia,Agencias de viajes y gestión de eventos,130.0,SUPERIOR,2,39,0
AMBOS SEXOS,Segovia,Dirección de cocina,227.0,SUPERIOR,2,78,0
AMBOS SEXOS,Segovia,Dirección de servicios de restauración,72.0,SUPERIOR,2,79,2
AMBOS SEXOS,Segovia,Gestión de alojamientos turísticos,237.0,SUPERIOR,2,112,0
AMBOS SEXOS,Segovia,"Guía, información y asistencias turísticas",126.0,SUPERIOR,2,116,0
AMBOS SEXOS,Segovia,12 IMAGEN PERSONAL,528.0,SUPERIOR,2,11,4
AMBOS SEXOS,Segovia,Asesoría de imagen personal y corporativa,123.0,SUPERIOR,2,50,0
AMBOS SEXOS,Segovia,Caracterización y maquillaje profesional,118.0,SUPERIOR,2,57,0
AMBOS SEXOS,Segovia,Estética integral y bienestar,209.0,SUPERIOR,2,100,0
AMBOS SEXOS,Segovia,Estilismo y dirección de peluquería,69.0,SUPERIOR,2,99,2
AMBOS SEXOS,Segovia,Termalismo y bienestar,9.0,SUPERIOR,2,198,2
AMBOS SEXOS,Segovia,13 IMAGEN Y SONIDO,968.0,SUPERIOR,2,12,7
AMBOS SEXOS,Segovia,"Animaciones 3D, juegos y entornos interactivos",256.0,SUPERIOR,2,43,6
AMBOS SEXOS,Segovia,"Iluminación, captación y tratamiento de Imagen",156.0,SUPERIOR,2,118,0
AMBOS SEXOS,Segovia,Producción de audiovisuales y espectáculos,153.0,SUPERIOR,2,176,0
AMBOS SEXOS,Segovia,Realización de proyectos de audiovisuales y espectáculos,286.0,SUPERIOR,2,186,6
AMBOS SEXOS,Segovia,Sonido para audiovisuales y espectáculos,117.0,SUPERIOR,2,196,0
AMBOS SEXOS,Segovia,Imagen y sonido sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,120,2
AMBOS SEXOS,Segovia,14 INDUSTRIAS ALIMENTARIAS,91.0,SUPERIOR,2,13,0
AMBOS SEXOS,Segovia,Procesos y calidad en la industria alimentaria,59.0,SUPERIOR,2,173,2
AMBOS SEXOS,Segovia,Vitivinicultura,32.0,SUPERIOR,2,203,2
AMBOS SEXOS,Segovia,16 INFORMÁTICA Y COMUNICACIONES,2.248,SUPERIOR,2,15,2
AMBOS SEXOS,Segovia,Administración de sistemas informáticos en red,816.0,SUPERIOR,2,36,7
AMBOS SEXOS,Segovia,Desarrollo de aplicaciones multiplataforma,779.0,SUPERIOR,2,73,7
AMBOS SEXOS,Segovia,Desarrollo de aplicaciones web,653.0,SUPERIOR,2,74,4
AMBOS SEXOS,Segovia,Informatica y comunicaciones sin distribuir (para centros extranjeros),0.0,SUPERIOR,2,123,2
AMBOS SEXOS,Segovia,17 INSTALACIÓN Y MANTENIMIENTO,461.0,SUPERIOR,2,16,4
AMBOS SEXOS,Segovia,Desarrollo de proyectos de instalaciones térmicas y de fluidos,5.0,SUPERIOR,2,75,2
AMBOS SEXOS,Segovia,Mantenimiento de instalaciones térmicas y de fluidos,52.0,SUPERIOR,2,144,2
AMBOS SEXOS,Soria,Mecatrónica industrial,404.0,SUPERIOR,2,153,6
AMBOS SEXOS,Soria,"18 MADERA, MUEBLE Y CORCHO",46.0,SUPERIOR,2,17,2
AMBOS SEXOS,Soria,Diseño y amueblamiento,46.0,SUPERIOR,2,82,2
AMBOS SEXOS,Soria,19 MARÍTIMO-PESQUERA,78.0,SUPERIOR,2,18,0
AMBOS SEXOS,Soria,Acuicultura,14.0,SUPERIOR,2,35,2
AMBOS SEXOS,Soria,Organización del mantenimiento de maquinaria de buques y embarcaciones,21.0,SUPERIOR,2,160,2
AMBOS SEXOS,Soria,Transporte marítimo y pesca de altura,43.0,SUPERIOR,2,199,2
AMBOS SEXOS,Soria,20 QUÍMICA,776.0,SUPERIOR,2,19,7
AMBOS SEXOS,Soria,Fabricación de Productos Farmaceuticos,211.0,SUPERIOR,2,103,0
AMBOS SEXOS,Soria,Laboratorio de análisis y de control de calidad,401.0,SUPERIOR,2,136,6
AMBOS SEXOS,Soria,Química industrial,164.0,SUPERIOR,2,183,0
AMBOS SEXOS,Soria,21 SANIDAD,3.231,SUPERIOR,2,20,2
AMBOS SEXOS,Soria,Anatomía patológica y citodiagnostico,292.0,SUPERIOR,2,42,6
